"zip5","PCSA"
"03264","33009961000"
"03266","33009961800"
"03268","33013032500"
"03269","33001966000"
"03272","33013032500"
"03273","33013032500"
"03274","33009961000"
"03275","33013032500"
"03276","33013032500"
"03278","33013032500"
"03279","33009961000"
"03280","33019975400"
"03281","33013032500"
"03282","33009961800"
"03284","33009961800"
"03285","33009961000"
"03287","33009961200"
"03289","33001966000"
"03290","33015106400"
"03291","33015106400"
"03293","33009961000"
"03298","33001965300"
"03299","33001965300"
"032MX","33009961000"
"03301","33013032500"
"03302","33013032500"
"03303","33013032500"
"03304","33013032500"
"03305","33013032500"
"03307","33013032500"
"03431","33005971000"
"03435","33005971000"
"03440","33011023000"
"03441","33005971000"
"03442","33013032500"
"03443","33005971000"
"03444","33005971000"
"03445","33005971000"
"03446","33005971000"
"03447","33005971000"
"03448","33005971000"
"03449","33011023000"
"03450","33005971000"
"03451","50025968500"
"03452","33005971000"
"03455","33005971000"
"03456","33005971000"
"03457","33005971000"
"03458","33011023000"
"03461","33005971000"
"03462","33005971000"
"03464","33005971000"
"03465","33005971000"
"03466","33005971000"
"03467","33005971000"
"03468","33011023000"
"03469","33005971000"
"03470","33005971000"
"03561","33009960100"
"03570","33007950800"
"03574","33009960100"
"03575","33009960100"
"03576","33007950200"
"03579","23017966500"
"03580","33009960100"
"03581","33007950900"
"03582","33007950400"
"03583","33009960100"
"03584","33007950500"
"03585","33009960100"
"03586","33009960100"
"03588","33007950900"
"03589","33009960100"
"03590","33007950400"
"03592","33007950200"
"03593","33009960100"
"03595","33009960100"
"03597","33007950200"
"03598","33009960100"
"035MX","33009960100"
"03601","33005970200"
"03602","33005971000"
"03603","33019975700"
"03604","33005970200"
"03605","33019975400"
"03607","33005970200"
"03608","33005970200"
"03609","33005970200"
"03740","33009960100"
"03741","33009961800"
"03743","33019975902"
"03745","33009961800"
"03746","33009961800"
"03748","33009961800"
"03749","33009961800"
"03750","33009961800"
"03751","33009961800"
"03752","33019975400"
"03753","33009961800"
"03754","33019975400"
"03755","33009961800"
"03756","33009961800"
"03765","33009960600"
"03766","33009961800"
"03768","33009961800"
"03769","33009961800"
"03770","33009961800"
"03771","33009960100"
"03773","33019975400"
"03774","33009960600"
"03777","33009961800"
"03779","33009961800"
"03780","33009960600"
"03781","33009961800"
"03782","33009961800"
"03784","33009961800"
"03785","33009960600"
"03801","33015107400"
"03802","33015107400"
"03803","33015107400"
"03804","23031038001"
"03805","33017081100"
"03809","33001966000"
"03810","33001966000"
"03811","33015003400"
"03812","33003955300"
"03813","33003955300"
"03814","33003956100"
"03815","33017081100"
"03816","33003956100"
"03817","33001965300"
"03818","33001965300"
"03819","33015003400"
"03820","33017081100"
"03821","33017081100"
"03822","33017081100"
"03823","33017081100"
"03824","33017081100"
"03825","33017081100"
"03826","33015003400"
"03827","33015106400"
"03830","33003956000"
"03832","33003955400"
"03833","33015106400"
"03835","33017087000"
"03836","33003955400"
"03837","33013032500"
"03838","33003955300"
"03839","33017084300"
"03840","33015107400"
"03841","33015003400"
"03842","33015065001"
"03843","33015065001"
"03844","33015106400"
"03845","33003955300"
"03846","33003955300"
"03847","33003955300"
"03848","33015106400"
"03849","33003955400"
"03850","33001965300"
"03851","33017084300"
"03852","33017084300"
"03853","33003956100"
"03854","33015107400"
"03855","33017087000"
"03856","33015106400"
"03857","33015106400"
"03858","33015106400"
"03859","33015106400"
"03860","33003955300"
"03861","33017081100"
"03862","33015107400"
"03864","33003956100"
"03865","25009260301"
"03866","33017084300"
"03867","33017084300"
"03868","33017084300"
"03869","33017081100"
"03870","33015107400"
"03871","33015107400"
"03872","33003956000"
"03873","33015003400"
"03874","25009268200"
"03875","33003955400"
"03878","33017081100"
"03882","33003955400"
"03883","33001965300"
"03884","33017081100"
"03885","33015106400"
"03886","33001965300"
"03887","33017084300"
"03890","33003956100"
"03894","33003956100"
"03896","33003956100"
"03897","33001965300"
"03901","33017081100"
"03902","23031036002"
"03903","23031038001"
"03904","23031038001"
"03905","23031038001"
"03906","23031035000"
"03907","23031034001"
"03908","23031035000"
"03909","23031036002"
"03910","23031036002"
"03911","23031036002"
"04001","23031030202"
"04002","23031030202"
"04003","23005011201"
"04004","23005002800"
"04005","23031025100"
"04006","23031025100"
"04007","23031025100"
"04008","23005011201"
"04009","23017966500"
"04010","33003955300"
"04011","23005011201"
"04013","23005011201"
"04014","23031028002"
"04015","23005014000"
"04016","23017966500"
"04017","23005002002"
"04019","23005002002"
"04020","23017966900"
"04021","23005002002"
"04022","33003955300"
"04024","23017966900"
"04027","33017084300"
"04028","23017966900"
"04029","23017966900"
"04030","23031024000"
"04032","23005011201"
"04033","23005011201"
"04034","23005011201"
"04037","33003955300"
"04038","23005002800"
"04039","23005002002"
"04040","23017966500"
"04041","23017966900"
"04042","23005002800"
"04043","23031028002"
"04046","23031028002"
"04047","23017966900"
"04048","23031023000"
"04049","23005017001"
"04050","23005002002"
"04051","23017966500"
"04054","23031034001"
"04055","23005014000"
"04056","23031030202"
"04057","23017966500"
"04061","23031024000"
"04062","23005004801"
"04063","23031025100"
"04064","23031025100"
"04066","23005011201"
"04068","23017966900"
"04069","23001020200"
"04070","23005017304"
"04071","23005004801"
"04072","23031025100"
"04073","23031030202"
"04074","23005017304"
"04076","23031030202"
"04077","23005004801"
"04078","23005011201"
"04079","23005011201"
"04082","23005004801"
"04083","23031030202"
"04084","23005017001"
"04085","23005017001"
"04086","23005011201"
"04087","23031024000"
"04088","23017966500"
"04090","23031034001"
"04091","23017966900"
"04092","23005002800"
"04093","23005002800"
"04094","23031028002"
"04095","23031030202"
"04096","23005004402"
"04097","23005004402"
"04098","23005002800"
"04101","23005002002"
"04102","23005002002"
"04103","23005002002"
"04104","23005002002"
"04105","23005002002"
"04106","23005002002"
"04107","23005003702"
"04108","23005002002"
"04109","23005002002"
"04110","23005002002"
"04112","23005002002"
"04116","23005003702"
"04122","23005002002"
"04123","23005002002"
"04124","23005002002"
"04210","23001020200"
"04211","23001020200"
"04212","23001020200"
"04216","23017966500"
"04217","23017965900"
"04219","23017966500"
"04220","23001045000"
"04221","23001045000"
"04222","23005011201"
"04223","23001020200"
"04224","23007971200"
"04225","23007971200"
"04226","23017966500"
"04227","23007971200"
"04228","23001044000"
"04230","23001041000"
"04231","23017966500"
"04234","23007971200"
"04236","23001020300"
"04237","23017965900"
"04238","23017966500"
"04239","23001044000"
"04240","23001020300"
"04241","23001020300"
"04243","23001020300"
"04250","23001030100"
"04252","23001030100"
"04253","23001044000"
"04254","23001044000"
"04255","23017966500"
"04256","23001020200"
"04257","23017965600"
"04258","23001020200"
"04259","23001045000"
"04260","23001020200"
"04261","23017966500"
"04262","23001044000"
"04263","23001045000"
"04265","23001045000"
"04266","23001045000"
"04267","23017966500"
"04268","23017966500"
"04270","23017966500"
"04271","23017966500"
"04274","23001041000"
"04275","23017965600"
"04276","23017965600"
"04280","23001020300"
"04281","23017966500"
"04282","23001045000"
"04284","23011014000"
"04285","23007971200"
"04286","23017965900"
"04287","23005011201"
"04288","23001020200"
"04289","23017966500"
"04290","23001045000"
"04291","23001041000"
"04292","23001045000"
"04294","23007971200"
"042MX","23017966500"
"04330","23011010500"
"04332","23011010500"
"04333","23011010500"
"04336","23011010500"
"04338","23011010500"
"04341","23015975100"
"04342","23015975500"
"04343","23011014000"
"04344","23011010500"
"04345","23011010500"
"04346","23011010500"
"04347","23011010500"
"04348","23015975100"
"04349","23011014000"
"04350","23023970100"
"04351","23011010500"
"04352","23007971200"
"04353","23015975100"
"04354","23011020500"
"04355","23011014000"
"04357","23023970100"
"04358","23011020500"
"04359","23011010500"
"04360","23007971200"
"04363","23011010500"
"04364","23011014000"
"04401","23019031100"
"04402","23019031100"
"04406","23021960302"
"04408","23009965100"
"04410","23019031200"
"04411","23019000700"
"04412","23019031100"
"04413","23003952500"
"04414","23021960302"
"04415","23021960800"
"04416","23009965300"
"04417","23019027000"
"04418","23019027000"
"04419","23019031100"
"04420","23009966300"
"04421","23009966300"
"04422","23019031200"
"04424","23003952500"
"04426","23021960800"
"04427","23019031200"
"04428","23019031100"
"04429","23019031100"
"04430","23019026500"
"04431","23009965300"
"04434","23019013000"
"04435","23019031200"
"04438","23027043000"
"04441","23021960302"
"04442","23021960302"
"04443","23021960302"
"04444","23019031100"
"04448","23019027000"
"04449","23019031200"
"04450","23019000700"
"04451","23003952500"
"04453","23019027000"
"04454","23003952500"
"04455","23019027000"
"04456","23019031100"
"04457","23019027000"
"04459","23019027000"
"04460","23019026500"
"04461","23019000700"
"04462","23019029000"
"04463","23021960800"
"04464","23021960302"
"04468","23019000700"
"04469","23019000700"
"04471","23003952500"
"04472","23009965300"
"04473","23019000700"
"04474","23019031100"
"04475","23019000700"
"04476","23009966300"
"04478","23025965302"
"04479","23021960700"
"04481","23021960800"
"04485","23021960302"
"04487","23019027000"
"04488","23019013000"
"04489","23019000700"
"04490","23003952500"
"04491","23003952500"
"04492","23003952500"
"04493","23019027000"
"04495","23019027000"
"04496","23027041000"
"04497","23003952500"
"044MH","23025965302"
"044MX","23021960302"
"04530","23023970500"
"04535","23015975300"
"04537","23015976200"
"04538","23015976200"
"04539","23015975300"
"04541","23015975300"
"04543","23015975300"
"04544","23015976200"
"04547","23013970500"
"04548","23023970500"
"04549","23015976200"
"04551","23015975300"
"04553","23015975300"
"04554","23015975300"
"04555","23015975300"
"04556","23015975300"
"04558","23015975300"
"04562","23023970500"
"04563","23013970500"
"04564","23015975300"
"04565","23023970500"
"04568","23015975300"
"04570","23015976200"
"04571","23015976200"
"04572","23015975200"
"04573","23015975300"
"04574","23013970500"
"04575","23015976200"
"04576","23015976200"
"04578","23015975500"
"04579","23023970500"
"04605","23009965504"
"04606","23029956400"
"04607","23009965100"
"04609","23009965900"
"04611","23029956300"
"04612","23009965900"
"04613","23009965100"
"04614","23009966300"
"04616","23009966300"
"04617","23009966300"
"04619","23029955500"
"04622","23003952500"
"04623","23029956400"
"04624","23009965100"
"04625","23009965900"
"04626","23029955800"
"04627","23009966300"
"04628","23029955500"
"04629","23009966300"
"04630","23029956200"
"04631","23029955700"
"04634","23009965504"
"04635","23009965900"
"04637","23003952500"
"04640","23009965504"
"04642","23009966300"
"04643","23029956400"
"04644","23009965900"
