"zip5","PCSA"
"16683","42027012200"
"16684","42013101700"
"16685","42061950400"
"16686","42013101700"
"16689","42057960100"
"16691","42057960100"
"16692","42021012400"
"16693","42013101700"
"16694","42061950400"
"16695","42061950400"
"16698","42033331700"
"16699","42021012200"
"166MH","42061950400"
"16701","42083420300"
"16720","42105950300"
"16724","42083420800"
"16725","42083420300"
"16726","42083420300"
"16727","42083420700"
"16728","42047950400"
"16729","42083420700"
"16730","42083420800"
"16731","42083420700"
"16732","42083420300"
"16733","42083421200"
"16734","42047950400"
"16735","42083421200"
"16738","42083420300"
"16740","42083421200"
"16743","42083420700"
"16744","42083420300"
"16745","42083420700"
"16746","42105950300"
"16748","42105950200"
"16749","42083420800"
"16750","42083420700"
"167MH","42083421200"
"167MX","42105950300"
"16801","42027011702"
"16802","42027012200"
"16803","42027012200"
"16804","42027012200"
"16805","42027012200"
"16820","42027010800"
"16821","42027010400"
"16822","42035030500"
"16823","42027010600"
"16825","42033330600"
"16826","42035030500"
"16827","42027011702"
"16828","42027010800"
"16829","42027010400"
"16830","42033330600"
"16832","42027010800"
"16833","42033330600"
"16834","42027010400"
"16835","42027012200"
"16836","42033330600"
"16837","42033330600"
"16838","42033330200"
"16839","42027010400"
"16840","42027010400"
"16841","42035030500"
"16843","42033330600"
"16844","42027012200"
"16845","42033330600"
"16847","42027010400"
"16848","42035030500"
"16849","42027010400"
"16850","42033330600"
"16851","42027011702"
"16852","42027010800"
"16853","42027010600"
"16854","42027010800"
"16855","42033330600"
"16856","42027010600"
"16858","42027010400"
"16859","42027010400"
"16860","42027010400"
"16861","42033330600"
"16863","42033330600"
"16864","42035030500"
"16865","42027012200"
"16866","42027010400"
"16868","42027012200"
"16870","42027012200"
"16871","42035030100"
"16872","42027010800"
"16873","42033330600"
"16874","42027010400"
"16875","42027010800"
"16876","42033330600"
"16877","42027012200"
"16878","42033330600"
"16879","42027010400"
"16881","42033330600"
"16882","42027010800"
"168MH","42027010400"
"168MX","42027010400"
"16901","42117950800"
"16910","42015951400"
"16911","42117950800"
"16912","42117950800"
"16914","42015950500"
"16915","42105950300"
"16917","42117950600"
"16920","42117950200"
"16921","42117950800"
"16922","42105950500"
"16923","42105950300"
"16925","42015950700"
"16926","42015950900"
"16927","42105950300"
"16928","42117950300"
"16929","42117950600"
"16930","42117950800"
"16932","42117950600"
"16933","42117950600"
"16935","42117950800"
"16936","42117950600"
"16937","42105950300"
"16938","42117950800"
"16939","42117950600"
"16940","42117950200"
"16941","42105950300"
"16942","42117950200"
"16943","42105950300"
"16945","42015950700"
"16946","42117950800"
"16947","42015950700"
"16948","42105950300"
"16950","42117950300"
"169MX","42117950800"
"17001","42041010203"
"17002","42087960200"
"17003","42075003800"
"17004","42087960200"
"17005","42043025000"
"17006","42099030602"
"17007","42041012400"
"17009","42087961100"
"17010","42075003800"
"17011","42041010203"
"17012","42041010203"
"17013","42041012400"
"17014","42067070100"
"17015","42041012400"
"17016","42075003500"
"17017","42097082300"
"17018","42043022300"
"17019","42133020420"
"17020","42099030302"
"17021","42067070100"
"17022","42071010600"
"17023","42043025000"
"17024","42099030602"
"17025","42041010203"
"17026","42075002100"
"17027","42041011605"
"17028","42043024101"
"17029","42087961100"
"17030","42043025000"
"17032","42043025300"
"17033","42043024300"
"17034","42043023900"
"17035","42067070100"
"17036","42043024101"
"17037","42099030602"
"17038","42075002100"
"17039","42075003100"
"17040","42099030602"
"17041","42075003800"
"17042","42075003500"
"17043","42041010600"
"17044","42087961100"
"17045","42099030202"
"17046","42075003500"
"17047","42099030602"
"17048","42043025000"
"17049","42067070100"
"17050","42041010203"
"17051","42087961100"
"17052","42061950400"
"17053","42099030400"
"17054","42087961100"
"17055","42041011605"
"17056","42067070100"
"17057","42043023900"
"17058","42067070100"
"17059","42067070100"
"17060","42061950400"
"17061","42043025300"
"17062","42099030202"
"17063","42087960200"
"17064","42075004100"
"17065","42041012400"
"17066","42061950900"
"17067","42075002800"
"17068","42099030202"
"17069","42099030302"
"17070","42041010600"
"17071","42099030602"
"17072","42041010203"
"17073","42075003100"
"17074","42099030202"
"17075","42061950900"
"17076","42067070100"
"17077","42075002100"
"17078","42075003800"
"17080","42043025000"
"17081","42041012900"
"17082","42067070100"
"17083","42075004100"
"17084","42087960200"
"17085","42075003500"
"17086","42109070300"
"17087","42011010302"
"17088","42075003100"
"17089","42041010203"
"17090","42099030501"
"17093","42041010203"
"17094","42067070100"
"17097","42043025000"
"17098","42043025300"
"17099","42087961100"
"170MH","42067070100"
"170MX","42099030602"
"17101","42043022300"
"17102","42043022300"
"17103","42043022300"
"17104","42043023300"
"17105","42043022300"
"17106","42043023300"
"17107","42043022300"
"17108","42043022300"
"17109","42043022300"
"17110","42043022300"
"17111","42043022300"
"17112","42043022300"
"17113","42043023300"
"17120","42043022300"
"17121","42043022300"
"17122","42043023300"
"17123","42043022300"
"17124","42043022300"
"17125","42043022300"
"17126","42043023300"
"17127","42043023300"
"17128","42043022300"
"17129","42043023300"
"17130","42043023300"
"17140","42043023300"
"17177","42043022300"
"17201","42055010900"
"17202","42055010900"
"17210","42041013101"
"17211","42009961000"
"17212","42057960100"
"17213","42057960100"
"17214","42055012300"
"17215","42057960100"
"17217","42041013101"
"17219","42041013101"
"17220","42041013101"
"17221","42041013101"
"17222","42055010900"
"17223","42057960100"
"17224","42041013101"
"17225","42055011800"
"17228","42057960100"
"17229","42057960100"
"17231","42055011500"
"17232","42041013101"
"17233","42057960100"
"17235","42055010900"
"17236","42055011500"
"17237","42055011900"
"17238","42057960100"
"17239","42057960100"
"17240","42041013101"
"17241","42041012900"
"17243","42061951200"
"17244","42041013101"
"17246","42041013101"
"17247","42055011900"
"17249","42061951200"
"17250","42055012300"
"17251","42041013101"
"17252","42055010900"
"17253","42061951200"
"17254","42055010900"
"17255","42057960100"
"17256","42055011900"
"17257","42041013101"
"17260","42061950900"
"17261","42055011900"
"17262","42041013101"
"17263","24043011201"
"17264","42061951200"
"17265","42041013101"
"17266","42041012400"
"17267","42057960100"
"17268","42055012300"
"17270","42055010900"
"17271","42041013101"
"17272","42055012300"
"17301","42133021802"
"17302","42133023200"
"17303","42001031502"
"17304","42001030200"
"17306","42001030200"
"17307","42001030200"
"17309","42133023200"
"17310","42001031502"
"17311","42133022700"
"17312","42133023400"
"17313","42133022920"
"17314","42133023200"
"17315","42133020710"
"17316","42133021802"
"17317","42133023400"
"17318","42133022700"
"17319","42041010600"
"17320","42001031700"
"17321","42133023901"
"17322","42133023200"
"17323","42133020420"
"17324","42041012400"
"17325","42001031502"
"17327","42133023901"
"17329","42133021802"
"17331","42133021802"
"17332","42133021802"
"17333","42133021802"
"17337","42001030200"
"17339","42041010600"
"17340","42001031300"
"17342","42133022700"
"17343","42001031502"
"17344","42133021802"
"17345","42133021010"
"17347","42133021010"
"17349","42133023901"
"17350","42001031502"
"17352","42133023901"
"17353","42001031502"
"17354","42133021802"
"17355","42133023901"
"17356","42133023200"
"17358","42133020710"
"17360","42133022700"
"17361","42133023901"
"17362","42133022700"
"17363","42133023901"
"17364","42133021802"
"17365","42133020710"
"17366","42133023400"
"17368","42133023400"
"17370","42041010600"
"17371","42133022700"
"17372","42001030200"
"17375","42001030200"
"17401","42133022700"
"17402","42133023400"
"17403","42133022700"
"17404","42133022700"
"17405","42133022700"
"17406","42133023400"
"17407","42133022700"
"17408","42133022700"
"17415","42133023400"
"17501","42071013000"
"17502","42071010600"
"17503","42071014202"
"17504","42071013601"
"17505","42071011803"
"17506","42071012800"
"17507","42071012800"
"17508","42071013000"
"17509","42071014202"
"17512","42071011502"
"17516","42071013601"
"17517","42071012200"
"17518","42071014601"
"17519","42071012800"
"17520","42071011600"
"17521","42071010400"
"17522","42071012200"
"17527","42071014202"
"17528","42071012800"
"17529","42071013204"
"17532","42071013303"
"17533","42071012200"
"17534","42071013204"
"17535","42071014202"
"17536","42071014601"
"17537","42071013303"
"17538","42071011703"
"17540","42071013000"
"17543","42071012002"
"17545","42071010400"
"17547","42071010600"
"17549","42071012800"
"17550","42071010600"
"17551","42071013601"
"17552","42071010400"
"17554","42071011703"
"17555","42071012800"
"17557","42071012800"
"17560","42071013303"
"17562","42071013204"
"17563","42071014601"
"17564","42071010400"
"17565","42071013303"
"17566","42071014601"
"17567","42071012200"
"17568","42071013204"
"17569","42071012200"
"17570","42071010600"
"17572","42071013204"
"17573","42071013204"
"17575","42071011703"
"17576","42071013204"
"17578","42071012200"
"17579","42071013204"
"17580","42071013000"
"17581","42071012800"
"17582","42071013601"
"17583","42071013303"
"17584","42071013303"
"17585","42071011803"
"17601","42071011803"
"17602","42071013303"
"17603","42071011701"
"17604","42071011701"
"17605","42071011803"
"17606","42071011803"
"17607","42071011701"
"17608","42071011701"
"17611","42071013701"
"17622","42071011701"
"17699","42071011701"
"17701","42081011000"
"17702","42081011601"
"17703","42081000100"
"17705","42081000100"
"17720","42081011900"
"17721","42081011900"
"17723","42035030500"
"17724","42015951400"
"17726","42035030500"
"17727","42035030500"
"17728","42081000100"
"17729","42105950500"
"17730","42119090502"
"17731","42081010800"
"17735","42015951400"
"17737","42081010800"
"17738","42035030100"
"17739","42035030500"
"17740","42035030500"
"17742","42081010800"
"17744","42081000100"
"17745","42035030500"
"17747","42081011900"
"17748","42035030500"
"17749","42119090502"
"17750","42035030500"
"17751","42035030500"
"17752","42081010800"
"17754","42081011000"
"17756","42081010800"
"17758","42081010800"
"17760","42035030100"
"17762","42081010800"
"17763","42081011000"
"17764","42035030100"
"17765","42117950800"
"17767","42035030500"
"17768","42081010800"
"17769","42035030500"
"17771","42081000100"
"17772","42093050300"
"17773","42081011900"
"17774","42081010800"
"17776","42035030500"
"17777","42119090502"
"17778","42035030100"
"17779","42081011900"
"177MH","42035030500"
"177MX","42035030500"
"17801","42097081900"
"17810","42081010800"
"17812","42109070300"
"17813","42109070300"
"17814","42037050900"
"17815","42037050900"
"17820","42037050900"
"17821","42093050300"
"17822","42093050300"
"17823","42097082300"
"17824","42037050900"
"17827","42109070701"
"17829","42119090502"
"17830","42097082300"
"17831","42109070100"
"17832","42097080900"
"17833","42109070701"
"17834","42097080900"
"17835","42119090502"
"17836","42097082300"
"17837","42119090502"
"17839","42037050900"
"17840","42097080900"
"17841","42087961100"
"17842","42109070300"
"17843","42109070701"
"17844","42119090502"
"17845","42119090502"
"17846","42037050900"
"17847","42119090502"
"17850","42119090502"
"17851","42097080900"
"17853","42109070300"
"17855","42119090502"
"17856","42119090502"
"17857","42093050300"
"17858","42037050900"
"17859","42037050900"
"17860","42097080800"
"17861","42109070300"
"17862","42109070300"
"17864","42109070701"
"17865","42119090502"
"17866","42097081200"
"17867","42097082300"
"17868","42093050300"
"17870","42109070701"
"17872","42097081200"
"17876","42109070100"
"17877","42097080800"
"17878","42037050900"
"17880","42119090502"
"17881","42097081200"
"17882","42109070300"
"17883","42119090502"
"17884","42093050300"
"17885","42119090502"
"17886","42119090502"
"17887","42119090502"
"17888","42037050900"
"17889","42109070701"
"17901","42107002000"
"17920","42037050900"
"17921","42107001200"
"17922","42107003000"
"17923","42107002000"
"17925","42107002700"
"17929","42107003000"
"17930","42107002400"
"17931","42107002000"
"17932","42107000900"
"17933","42107003000"
"17934","42107002000"
"17935","42107000900"
"17936","42107000900"
"17938","42107001200"
"17941","42107001200"
"17942","42107003000"
"17943","42107000900"
"17944","42107002000"
"17945","42037050900"
"17946","42107002000"
"17948","42107000500"
"17949","42107002000"
"17951","42107002000"
"17952","42107002700"
"17953","42107002400"
"17954","42107002000"
"17957","42107003700"
"17959","42107002400"
"17960","42107002700"
"17961","42107003000"
"17963","42107003800"
"17964","42107001200"
"17965","42107002000"
"17966","42107003800"
"17967","42107000100"
"17968","42107001200"
"17970","42107002000"
"17972","42107003000"
"17974","42107002000"
"17976","42107002000"
"17978","42107001200"
"17979","42107003000"
"17980","42043022300"
"17981","42107003700"
"17982","42107002700"
"17983","42107001200"
"17985","42107000100"
"18001","42077006703"
"18002","42095017703"
"18003","42077005506"
"18010","42095015201"
"18011","42011014200"
"18012","42025020600"
"18013","42095018200"
"18014","42095016500"
"18015","42095017902"
"18016","42095017703"
"18017","42095017703"
"18018","42095017703"
"18020","42095017703"
"18025","42095017703"
"18030","42025020600"
"18031","42077006703"
"18032","42095016300"
"18034","42077006903"
"18035","42095016001"
"18036","42077006903"
"18037","42077005506"
"18038","42095016500"
"18039","42017106600"
"18040","42095017200"
"18041","42091207800"
"18042","42095017200"
"18043","42095017200"
"18044","42095017200"
"18045","42095017200"
"18046","42077006703"
"18049","42077006600"
"18050","42095015201"
"18051","42077006703"
"18052","42077005602"
"18053","42077005506"
"18054","42091207003"
"18055","42095017902"
"18056","42091207800"
"18058","42089301202"
"18059","42077005506"
"18060","42077006903"
"18062","42077006703"
"18063","42095015201"
"18064","42095016800"
"18065","42077005506"
"18066","42077005302"
"18067","42095016201"
"18068","42077006703"
"18069","42077005506"
"18070","42091207800"
"18071","42025020600"
"18072","42095015700"
"18073","42091207800"
"18074","42091207800"
"18076","42091207800"
"18077","42017106600"
"18078","42077005506"
"18079","42077005506"
"18080","42077005506"
"18081","42017103103"
"18083","42095016800"
"18084","42091207800"
"18085","42095016800"
"18086","42095016001"
"18087","42077006703"
"18088","42095016001"
"18091","42095016800"
"18092","42077006703"
"18098","42077006600"
"18099","42077006600"
"18101","42077001000"
"18102","42077001900"
"18103","42077006703"
"18104","42077006703"
"18105","42077001000"
"18106","42077006703"
"18109","42095017703"
"18195","42077006703"
"18201","42079217300"
"18202","42079217300"
"18210","42025020105"
"18211","42107002700"
"18212","42025020600"
"18214","42107000500"
"18216","42079217300"
"18218","42107002800"
"18219","42079216502"
"18220","42107002700"
"18221","42079217300"
"18222","42079217300"
"18223","42079217300"
"18224","42079217300"
"18225","42079217300"
"18229","42025020600"
"18230","42025020200"
"18231","42107002700"
"18232","42025020400"
"18234","42079217300"
"18235","42025020600"
"18237","42107002700"
"18239","42079217300"
"18240","42025020300"
"18241","42107000100"
"18242","42107000100"
"18244","42025020600"
"18245","42107002700"
"18246","42107000100"
"18247","42079217300"
"18248","42107000100"
"18249","42079216502"
"18250","42025020300"
"18251","42079216502"
"18252","42107002700"
"18254","42025020200"
"18255","42025020200"
"18256","42107000100"
"18301","42089301001"
"18302","42089301001"
"18320","42089301001"
"18321","42089301001"
"18322","42089301202"
"18323","42089300201"
"18324","42089301001"
"18325","42089300201"
"18326","42089300201"
"18327","42089301001"
"18328","42103950603"
"18330","42089301202"
"18331","42089301202"
"18332","42089300202"
"18333","42089301202"
"18334","42089300304"
"18335","42089301001"
"18336","42103950603"
"18337","42103950603"
"18340","42103950603"
"18341","42089301001"
"18342","42089300201"
"18343","42095018200"
"18344","42089300202"
"18346","42089300202"
"18347","42089300304"
"18348","42089300202"
"18349","42089301001"
"18350","42089300304"
"18351","42095018200"
"18352","42089301001"
"18353","42089301202"
"18354","42089301001"
"18355","42089301001"
"18356","42089301001"
"18357","42089300201"
"18360","42089301001"
"18370","42089301001"
"18371","42089301001"
"18372","42089301001"
"18373","42089301001"
"183MH","42103950603"
"18403","42069111200"
"18405","42127960700"
"18407","42069110700"
"18410","42069100600"
"18411","42069100600"
"18413","42115032902"
"18414","42069100600"
"18415","42127960700"
"18416","42069100600"
"18417","42127960700"
"18419","42131400400"
"18420","42069110700"
"18421","42127960700"
"18424","42069100600"
"18425","42103950202"
"18426","42103950302"
"18427","42069100600"
"18428","42103950202"
"18430","42115032300"
"18431","42127960700"
"18433","42069111200"
"18434","42069111200"
"18435","42127960700"
"18436","42069100600"
"18437","42127960700"
"18438","42069100600"
"18439","42127960200"
"18440","42069100600"
"18441","42115032902"
"18443","42127960700"
"18444","42069100600"
"18445","42069100600"
"18446","42131400400"
"18447","42069111200"
"18448","42069111200"
"18449","42127960200"
"18451","42103950302"
"18452","42069111200"
"18453","42127960200"
"18454","42127960200"
"18455","42127960200"
"18456","42127960700"
"18457","42103950202"
"18458","42103950603"
"18459","42127960700"
"18460","42103950302"
"18461","42127960700"
"18462","42127960200"
"18463","42069100600"
"18464","42103950302"
"18465","42115032300"
"18466","42089300202"
"18469","42127960700"
"18470","42115032300"
"18471","42069100600"
"18472","42127960700"
"18473","42127960700"
"184MH","42127960700"
"184MX","42089300202"
"18501","42069100600"
"18502","42069100600"
"18503","42069100600"
"18504","42069100600"
"18505","42069100600"
"18507","42069100600"
"18508","42069100600"
"18509","42069100600"
"18510","42069100600"
"18512","42069100600"
"18515","42069100600"
"18517","42069112500"
"18518","42069112500"
"18519","42069111200"
"18540","42069100600"
"18577","42069100600"
"18601","42037050500"
"18602","42079215300"
"18603","42037050500"
"18610","42089300304"
"18611","42079215900"
"18612","42079211205"
"18614","42131400400"
"18615","42131400500"
"18616","42081010800"
"18617","42079214000"
"18618","42079211205"
"18619","42081010800"
"18621","42079211205"
"18622","42079215900"
"18623","42015950900"
"18624","42089300304"
"18625","42131400500"
"18626","42113960100"
"18627","42079211205"
"18628","42113960100"
"18629","42131400400"
"18630","42131400400"
"18631","42037051400"
"18632","42113960100"
"18634","42079214000"
"18635","42037050500"
"18636","42079211205"
"18640","42079211701"
"18641","42079211701"
"18642","42079210300"
"18643","42079211701"
"18644","42079211701"
"18651","42079212700"
"18653","42069100600"
"18654","42079211205"
"18655","42079215900"
"18656","42079211205"
"18657","42131400400"
"18660","42037050500"
"18661","42089300304"
"18690","42079211205"
"186MH","42131400400"
"18701","42079212700"
"18702","42079215300"
"18703","42079212700"
"18704","42079212700"
"18705","42079201300"
"18706","42079212700"
"18707","42079215501"
"18708","42079211205"
"18709","42079212700"
"18710","42079212700"
"18711","42079212700"
"18762","42079212700"
"18764","42079212700"
"18765","42079212700"
"18766","42079212700"
"18767","42079212700"
"18769","42079212700"
"18773","42079212700"
"18801","42131400400"
"18810","42015950500"
"18812","42115032600"
"18813","42131400400"
"18814","42015950900"
"18815","42015950900"
"18816","42131400400"
"18817","42015950500"
"18818","42115032600"
"18820","42115032300"
"18821","42115032300"
"18822","42115032600"
"18823","42115032600"
"18824","42131400400"
"18825","42115032300"
"18826","42115032600"
"18827","42115032300"
"18828","42131400400"
"18829","42015950900"
"18830","42115032600"
"18831","42015950500"
"18832","42015950900"
"18833","42015950900"
"18834","42115032600"
"18837","42015950900"
"18840","42015950500"
"18842","42115032300"
"18843","42115032600"
"18844","42131400400"
"18845","42015950900"
"18846","42015950900"
"18847","42115032300"
"18848","42015950900"
"18850","42015950500"
"18851","42015950900"
"18853","42015950900"
"18854","42015950900"
"188MH","42015950900"
"18901","42017104204"
"18902","42017104204"
"18910","42017104204"
"18911","42017102401"
"18912","42017104502"
"18913","42017104502"
"18914","42017101900"
"18915","42091200903"
"18916","42017104204"
"18917","42017104100"
"18918","42091207003"
"18920","42017104204"
"18921","42017104204"
"18922","42017104502"
"18923","42017104204"
"18924","42091207003"
"18925","42017104502"
"18926","42017104204"
"18927","42017102104"
"18928","42017104502"
"18929","42017104902"
"18930","42017104204"
"18931","42017104502"
"18932","42017101900"
"18933","42017104502"
"18934","42017104502"
"18935","42017103103"
"18936","42091200903"
"18938","42017104502"
"18940","42017105203"
"18942","42017104204"
"18943","42017104502"
"18944","42017104204"
"18946","42017104502"
"18947","42017104204"
"18949","42017104204"
"18950","42017104204"
"18951","42017103103"
"18953","42017104204"
"18954","42017105013"
"18955","42017103103"
"18956","42017104502"
"18957","42091207003"
"18958","42091207003"
"18960","42017102104"
"18962","42017102104"
"18963","42017104502"
"18964","42091207003"
"18966","42017105004"
"18968","42017103103"
"18969","42091207103"
"18970","42017103103"
"18971","42091207003"
"18972","42017104204"
"18974","42017104902"
"18976","42091201608"
"18977","42017100808"
"18979","42091207003"
"18980","42017104502"
"18981","42017103103"
"18991","42091201608"
"19001","42091201608"
"19002","42091201410"
"19003","42091205503"
"19004","42091205503"
"19006","42091201502"
"19007","42017100807"
"19008","42045409904"
"19009","42091201502"
"19010","42091205503"
"19012","42091201901"
"19013","42045406300"
"19014","42045410301"
"19015","42045407202"
"19016","42045406300"
"19017","42045407202"
"19018","42091205503"
"19019","42101035900"
"19020","42017100209"
"19021","42017100807"
"19022","42045403901"
"19023","42091205503"
"19025","42091201608"
"19026","42091205503"
"19027","42091201608"
"19028","42045407202"
"19029","42045403901"
"19030","42017100807"
"19031","42091204002"
"19032","42045403901"
"19033","42045403901"
"19034","42091201410"
"19035","42091205503"
"19036","42045403901"
"19037","42045407202"
"19038","42091202604"
"19039","42045407202"
"19040","42091201608"
"19041","42045408300"
"19043","42045403901"
"19044","42091201608"
"19046","42091201901"
"19047","42017100807"
"19048","42017100807"
"19049","42017100807"
"19050","42101009100"
"19052","42045407202"
"19053","42017101404"
"19054","42017100807"
"19055","42017100807"
"19056","42017100807"
"19057","42017100807"
"19058","42017100807"
"19060","42045410301"
"19061","42045410301"
"19063","42045407202"
"19064","42091205503"
"19065","42045407202"
"19066","42091205503"
"19067","42017105801"
"19070","42045403901"
"19072","42091205503"
"19073","42045409904"
"19074","42045403901"
"19075","42091210300"
"19076","42045403901"
"19078","42045403901"
"19079","42045403901"
"19080","42045409802"
"19081","42045403901"
"19082","42091205503"
"19083","42091205503"
"19085","42045409802"
"19086","42045407202"
"19087","42029300201"
"19088","42045409802"
"19089","42045409802"
"19090","42091201608"
"19091","42045407202"
"19092","42101000500"
"19093","42101000500"
"19094","42045403901"
"19095","42091201608"
"19096","42091205503"
"19098","42045403901"
"19099","42101000500"
"19101","42101000500"
"19102","42101000500"
"19103","42101000500"
"19104","42101009100"
"19105","42101000500"
"19106","42101000500"
"19107","42101000500"
"19108","42101000500"
"19109","42101000500"
"19110","42101000500"
"19111","42091201901"
"19112","42101037200"
"19113","34015500205"
"19114","42101035302"
"19115","42101035601"
"19116","42101035900"
"19118","42091202604"
"19119","42101023600"
"19120","42101029000"
"19121","42101000500"
"19122","42101000500"
"19123","42101000500"
"19124","42101029300"
"19125","42101015800"
"19126","42101028200"
"19127","42101021100"
"19128","42101021700"
"19129","42101021100"
"19130","42101000500"
"19131","42101000500"
"19132","42101000500"
"19133","42101017602"
"19134","42101038200"
"19135","42101032500"
"19136","42101034801"
"19137","42101018300"
"19138","42101025600"
"19139","42101009100"
"19140","42101020000"
"19141","42101028200"
"19142","42101006000"
"19143","42101009100"
"19144","42101024000"
"19145","42101003901"
"19146","42101000500"
"19147","42101000500"
"19148","42101037200"
"19149","42091201901"
"19150","42101025600"
"19151","42091205503"
"19152","42101033300"
"19153","42101003901"
"19154","42101035302"
"19155","42101035302"
"19160","42101020000"
"19161","42091201901"
"19162","42101000500"
"19170","42101000500"
"19171","42101000500"
"19172","42101000500"
"19173","42101000500"
"19175","42101000500"
"19176","42101003901"
"19177","42101000500"
"19178","42101000500"
"19179","42101024000"
"19181","42101000500"
"19182","42101000500"
"19183","42101000500"
"19184","42101000500"
"19185","42101037200"
"19187","42101000500"
"19188","42101000500"
"19190","42101000500"
"19191","42101000500"
"19192","42101000500"
"19193","42101000500"
"19194","42101000500"
"19195","42101000500"
"19196","42101000500"
"19197","42101000500"
"19244","42101000500"
"19255","42101035302"
"19301","42029300303"
"19310","42071014202"
"19311","42029303502"
"19312","42029300303"
"19316","42029300303"
"19317","42029303502"
"19318","42029311700"
"19319","42045410301"
"19320","42029311401"
"19330","42029311700"
"19331","42045410301"
"19333","42029300201"
"19335","42029300303"
"19339","42045410301"
"19340","42045410301"
"19341","42029300303"
"19342","42045410301"
"19343","42029300303"
"19344","42029304900"
"19345","42029300303"
"19346","42029311700"
"19347","42029311700"
"19348","42029303502"
"19350","10003013613"
"19351","42029308000"
"19352","42029311700"
"19353","42029300303"
"19354","42029300303"
"19355","42029300303"
"19357","42029303502"
"19358","42029311401"
"19360","42029311700"
"19362","42029308000"
"19363","42029308000"
"19365","42071014202"
"19366","42029303502"
"19367","42071014202"
"19369","42071014202"
"19371","42029304900"
"19372","42029311401"
"19373","42045410301"
"19374","42029303502"
"19375","42029303502"
"19376","42029311401"
"19380","42029302702"
"19381","42029302702"
"19382","42029302702"
"19383","42029302702"
"19388","42029302702"
"19390","42029311700"
"19395","42029302702"
"19397","42029300201"
"19398","42029300201"
"19399","42029300201"
"19401","42091203602"
"19403","42091203304"
"19404","42091203602"
"19405","42091205700"
"19406","42091205905"
"19407","42029300700"
"19408","42091203304"
"19409","42091203304"
"19415","42091203602"
"19420","42029300700"
"19421","42029300303"
"19422","42091203207"
"19423","42091203304"
"19424","42091203207"
"19425","42029300303"
"19426","42091206704"
"19428","42091204101"
"19429","42091204101"
"19430","42091206704"
"19432","42029300303"
"19435","42091207800"
"19436","42091201201"
"19437","42091201201"
"19438","42091207003"
"19440","42017102104"
"19441","42091207003"
"19442","42029300700"
"19443","42091207003"
"19444","42091210300"
"19446","42091200903"
"19450","42091207003"
"19451","42091207003"
"19453","42029300700"
"19454","42091200903"
"19455","42091200903"
"19456","42029300700"
"19457","42091208604"
"19460","42029300700"
"19462","42091204002"
"19464","42091208704"
"19465","42091208704"
"19468","42091208604"
"19470","42029300303"
"19472","42011013302"
"19473","42091206600"
"19474","42091206704"
"19475","42091208604"
"19477","42091201201"
"19478","42091206600"
"19480","42029300303"
"19481","42029300700"
"19482","42029300700"
"19484","42029300303"
"19485","42029300303"
"19486","42091200903"
"19490","42091203304"
"19492","42091206600"
"19493","42029300700"
"19494","42029300700"
"19495","42029300700"
"19496","42029300700"
"19501","42071012200"
"19503","42011013302"
"19504","42011013302"
"19505","42011013302"
"19506","42011010302"
"19507","42075002100"
"19508","42011011800"
"19510","42011011200"
"19511","42011014200"
"19512","42011013302"
"19516","42011013800"
"19518","42011012101"
"19519","42011012101"
"19520","42029300303"
"19522","42011011200"
"19523","42011011800"
"19525","42091208704"
"19526","42011013800"
"19529","42011013800"
"19530","42011014200"
"19533","42011011200"
"19534","42011013800"
"19535","42011011200"
"19536","42011014200"
"19538","42011014200"
"19539","42011014200"
"19540","42011011200"
"19541","42011013800"
"19542","42011012101"
"19543","42029300303"
"19544","42011010302"
"19545","42011013302"
"19547","42011011200"
"19548","42011013302"
"19549","42107003000"
"19550","42011010302"
"19551","42011011200"
"19554","42011013800"
"19555","42011013800"
"19559","42075002100"
"19560","42011011200"
"19562","42011014200"
"19564","42011011200"
"19565","42011011200"
"19567","42011010302"
"19601","42011011200"
"19602","42011011200"
"19603","42011011200"
"19604","42011011200"
"19605","42011011200"
"19606","42011012101"
"19607","42011011200"
"19608","42011011200"
"19609","42011011200"
"19610","42011011200"
"19611","42011011200"
"19612","42011011200"
"19701","10003013903"
"19702","10003013903"
"19703","10003011400"
"19706","-80"
"19707","10003013613"
"19708","10003013903"
"19709","10003016608"
"19710","10003011400"
"19711","10003013613"
"19712","10003013613"
"19713","10003013613"
"19714","10003013613"
"19715","10003013613"
"19716","10003013613"
"19717","10003013613"
"19718","10003013613"
"19720","10003013613"
"19721","10003013613"
"19725","10003013613"
"19726","10003013613"
"19730","10003016608"
"19731","10003016608"
"19732","10003011400"
"19733","10003013613"
"19734","10003016608"
"19735","10003011400"
"19736","10003013613"
"197MH","-80"
"19801","10003011400"
"19802","10003011400"
"19803","10003011400"
"19804","10003013613"
"19805","10003013613"
"19806","10003011400"
"19807","10003011400"
"19808","10003013613"
"19809","10003011400"
"19810","10003011400"
"19850","10003011400"
"19880","10003011400"
"19884","10003011400"
"19885","10003011400"
"19886","10003011400"
"19890","10003011400"
"19891","10003011400"
"19892","10003011400"
"19893","10003011400"
"19894","10003011400"
"19895","10003011400"
"19896","10003011400"
"19897","10003011400"
"19898","10003011400"
"19899","10003011400"
"19901","10001041400"
"19902","10001041400"
"19903","10001041400"
"19904","10001041400"
"19905","10001041400"
"19906","10001041400"
"19930","10005051303"
"19931","10005050406"
"19933","10005050301"
"19934","10001041400"
"19936","10001041400"
"19938","10001040203"
