NDC,MRX_CAT
00440801330,MRX3
00440801390,MRX3
00440805990,MRX2
00440806060,MRX3
00440806160,MRX3
00440808501,MRX14
00440808530,MRX14
00440808590,MRX14
00440808591,MRX14
00440808592,MRX14
00440808594,MRX14
00440808595,MRX14
00440818830,MRX14
00440818860,MRX14
00440818890,MRX14
00440823060,MRX2
00440823090,MRX2
00440823091,MRX2
00440823092,MRX2
00440823094,MRX2
00440823099,MRX2
00440823160,MRX2
00440823190,MRX2
00440823192,MRX2
00440823194,MRX2
00440823230,MRX2
00440823290,MRX2
00440823294,MRX2
00440823390,MRX2
00440823394,MRX2
00440823490,MRX2
00440823494,MRX2
00440827006,MRX2
00440827206,MRX2
00440830530,MRX2
00440830590,MRX2
00440830630,MRX2
00440830690,MRX2
00440831030,MRX15
00440831060,MRX15
00440831130,MRX15
00440836030,MRX2
00440836060,MRX2
00440836090,MRX2
00440836091,MRX2
00440836130,MRX2
00440836160,MRX2
00440836190,MRX2
00440836191,MRX2
00440836230,MRX2
00440836260,MRX2
00440836290,MRX2
00440836291,MRX2
00440838510,MRX2
00440838530,MRX2
00440838560,MRX2
00440838590,MRX2
00440838591,MRX2
00440838592,MRX2
00440838595,MRX2
00440839030,MRX2
00440839060,MRX2
00440839091,MRX2
00440845030,MRX11
00440845060,MRX11
00440845092,MRX11
00440845130,MRX11
00440845160,MRX11
00440845192,MRX11
00440856190,MRX3
00440856260,MRX2
00440856291,MRX2
00440856292,MRX2
00440856390,MRX4
00440856730,MRX2
00440856760,MRX2
00440856790,MRX2
00440856830,MRX2
00440856860,MRX2
00440856890,MRX2
00440856930,MRX2
00440856960,MRX2
00440856990,MRX2
00440857504,MRX3
00440857520,MRX3
00440857530,MRX3
00440857560,MRX3
00440857590,MRX3
00440857599,MRX3
00440857630,MRX3
00440857660,MRX3
00440857830,MRX2
00440857890,MRX2
00440857930,MRX2
00440857990,MRX2
00440858030,MRX2
00440858090,MRX2
00440858510,MRX2
00440858515,MRX2
00440858530,MRX2
00440858545,MRX2
00440858590,MRX2
00440860430,MRX2
00440860490,MRX2
00440860494,MRX2
00440860530,MRX2
00440860590,MRX2
00440860594,MRX2
00440860630,MRX2
00440860660,MRX2
00440860690,MRX2
00440860691,MRX2
00440860692,MRX2
00440860694,MRX2
00440860830,MRX2
00440860860,MRX2
00440860890,MRX2
00440860930,MRX2
00440860960,MRX2
00440860990,MRX2
00440860994,MRX2
00440861010,MRX2
00440861030,MRX2
00440861060,MRX2
00440861090,MRX2
00440861094,MRX2
00440876091,MRX14
00440876160,MRX14
00440876191,MRX14
00440876230,MRX14
00440876260,MRX14
00440876291,MRX14
00456063701,MRX2
00456068301,MRX2
00456110031,MRX3
00456111030,MRX3
00456112030,MRX3
00456114030,MRX3
00456140201,MRX2
00456140211,MRX2
00456140230,MRX2
00456140263,MRX2
00456140501,MRX2
00456140511,MRX2
00456140530,MRX2
00456140563,MRX2
00456141001,MRX2
00456141011,MRX2
00456141030,MRX2
00456141063,MRX2
00456142001,MRX2
00456142030,MRX2
00456200501,MRX3
00456201001,MRX3
00456201011,MRX3
00456201063,MRX3
00456202001,MRX3
00456202011,MRX3
00456202063,MRX3
00456210108,MRX3
00456261200,MRX2
00456261230,MRX2
00456261263,MRX2
00456261290,MRX2
00456261300,MRX2
00456261330,MRX2
00456261363,MRX2
00456261390,MRX2
00456261400,MRX2
00456261430,MRX2
00456261463,MRX2
00456261490,MRX2
00456261500,MRX2
00456261530,MRX2
00456261563,MRX2
00456261590,MRX2
00456261600,MRX2
00456261630,MRX2
00456261663,MRX2
00456261690,MRX2
00456261700,MRX2
00456261730,MRX2
00456261790,MRX2
00456401001,MRX3
00456402001,MRX3
00456402063,MRX3
00456404001,MRX3
00456404063,MRX3
00456413004,MRX3
00456413008,MRX3
00463103405,MRX1
00463200710,MRX14
00463301001,MRX2
00463301101,MRX2
00463301110,MRX2
00469012599,MRX11
00469087202,MRX2
00469272020,MRX3
00469352530,MRX9
00469357550,MRX9
00469436901,MRX3
00469723412,MRX2
00469723414,MRX2
00469823412,MRX2
00469823414,MRX2
00472002104,MRX3
00472006708,MRX14
00472021016,MRX3
00472023516,MRX14
00472025116,MRX3
00472074298,MRX3
00472101516,MRX14
00472101528,MRX14
00472145194,MRX3
00472500208,MRX14
00472500259,MRX14
00472500260,MRX14
00482102501,MRX2
00482106501,MRX2
00482109001,MRX2
00490009100,MRX3
00490009130,MRX3
00490009160,MRX3
00490009190,MRX3
00517050172,MRX2
00517077010,MRX2
00517077110,MRX2
00517078505,MRX13
00517090125,MRX2
00517091125,MRX2
00517095501,MRX3
00517135501,MRX2
00517135525,MRX2
00517207510,MRX2
00517360501,MRX14
00517360525,MRX14
00517400205,MRX2
00517400225,MRX2
00517401001,MRX2
00517405025,MRX2
00517480510,MRX2
00517481010,MRX2
00517481025,MRX2
00517540205,MRX2
00517540225,MRX2
00517540405,MRX2
00517570225,MRX2
00517570425,MRX2
00517571025,MRX2
00517690225,MRX14
00517860525,MRX11
00517881001,MRX2
00517890501,MRX2
00517890510,MRX2
00527110910,MRX15
00527110930,MRX15
00527123101,MRX14
00527123105,MRX14
00527123110,MRX14
00527129901,MRX2
00527130001,MRX2
00527130101,MRX14
00527130105,MRX14
00527130110,MRX14
00527131501,MRX15
00527131506,MRX15
00527131530,MRX15
00527132401,MRX2
00527132410,MRX2
00527132501,MRX2
00527132510,MRX2
00527139301,MRX15
00527139330,MRX15
00527139401,MRX3
00527139501,MRX3
00527139601,MRX3
00527139701,MRX3
00527141301,MRX2
00527141310,MRX2
00527141401,MRX2
00527141410,MRX2
00527146101,MRX2
00527146110,MRX2
00527146201,MRX2
00527146210,MRX2
00527146301,MRX2
00527146310,MRX2
00527163201,MRX2
00527163210,MRX2
00527163501,MRX2
00527163505,MRX2
00527163510,MRX2
00527178801,MRX3
00527178805,MRX3
00527178901,MRX3
00527178905,MRX3
00527179001,MRX3
00527179005,MRX3
00527179101,MRX3
00527179105,MRX3
00548119000,MRX2
00548119200,MRX2
00548119300,MRX2
00548119900,MRX2
00548143100,MRX2
00548219000,MRX2
00548338000,MRX2
00548339000,MRX2
00548560100,MRX1
00548560200,MRX1
00548560300,MRX1
00548560400,MRX1
00548560500,MRX1
00548560600,MRX1
00548560700,MRX1
00548580000,MRX2
00548580200,MRX2
00555006602,MRX15
00555006605,MRX15
00555007101,MRX15
00555007102,MRX15
00555007105,MRX15
00555010102,MRX2
00555010202,MRX2
00555010702,MRX4
00555020101,MRX3
00555024171,MRX3
00555024271,MRX3
00555025202,MRX2
00555025204,MRX2
00555025205,MRX2
00555028502,MRX2
00555028504,MRX2
00555028505,MRX2
00555028602,MRX2
00555028604,MRX2
00555028605,MRX2
00555034502,MRX3
00555035101,MRX10
00555035201,MRX10
00555038502,MRX4
00555038504,MRX4
00555038602,MRX4
00555038702,MRX4
00555044202,MRX4
00555044302,MRX4
00555044402,MRX2
00555044404,MRX2
00555044605,MRX11
00555044609,MRX11
00555044663,MRX11
00555048302,MRX2
00555048305,MRX2
00555048401,MRX11
00555048402,MRX11
00555048527,MRX11
00555048802,MRX2
00555048805,MRX2
00555048902,MRX3
00555048904,MRX3
00555049002,MRX3
00555049004,MRX3
00555057202,MRX11
00555057235,MRX11
00555057245,MRX11
00555057246,MRX11
00555057247,MRX11
00555057248,MRX11
00555057249,MRX11
00555058801,MRX8
00555058901,MRX8
00555059001,MRX8
00555059402,MRX3
00555059502,MRX3
00555060602,MRX11
00555060702,MRX11
00555060703,MRX11
00555060704,MRX11
00555061214,MRX13
00555061314,MRX13
00555061414,MRX13
00555061514,MRX13
00555061762,MRX13
00555062502,MRX4
00555062602,MRX4
00555062702,MRX4
00555064302,MRX2
00555064304,MRX2
00555073202,MRX3
00555073204,MRX3
00555073302,MRX3
00555080802,MRX11
00555082702,MRX14
00555082902,MRX14
00555083102,MRX1
00555083105,MRX1
00555083202,MRX1
00555083205,MRX1
00555083302,MRX1
00555083305,MRX1
00555083402,MRX1
00555083405,MRX1
00555083502,MRX1
00555083504,MRX1
00555085902,MRX2
00555086002,MRX2
00555086102,MRX2
00555086902,MRX1
00555086905,MRX1
00555087004,MRX11
00555087063,MRX11
00555087154,MRX3
00555087188,MRX3
00555087402,MRX1
00555087405,MRX1
00555087502,MRX2
00555087505,MRX2
00555087602,MRX3
00555087702,MRX3
00555087704,MRX3
00555087705,MRX3
00555087707,MRX3
00555088202,MRX11
00555090401,MRX11
00555090405,MRX11
00555090414,MRX11
00555091704,MRX2
00555091709,MRX2
00555092302,MRX15
00555092502,MRX1
00555092602,MRX1
00555092701,MRX11
00555092801,MRX11
00555092901,MRX11
00555094501,MRX11
00555096702,MRX3
00555096802,MRX3
00555096902,MRX3
00555098037,MRX2
00555098040,MRX2
00555100916,MRX2
00555101016,MRX2
00555101116,MRX2
00555106902,MRX2
00555107002,MRX2
00555177104,MRX3
00555177109,MRX3
00555177204,MRX3
00555177209,MRX3
00555177304,MRX3
00555177309,MRX3
00555177409,MRX3
00555198414,MRX11
00555198514,MRX11
00555724371,MRX3
00574010601,MRX13
00574010603,MRX13
00574011001,MRX2
00574011215,MRX2
00574013301,MRX2
00574013401,MRX2
00574013501,MRX2
00574029101,MRX2
00574029201,MRX2
00574084001,MRX2
00574086201,MRX2
00590032435,MRX1
00590032496,MRX1
00591030001,MRX2
00591030010,MRX2
00591030101,MRX2
00591030110,MRX2
00591030201,MRX2
00591030205,MRX2
00591034301,MRX2
00591034305,MRX2
00591034310,MRX2
00591034401,MRX2
00591034405,MRX2
00591034410,MRX2
00591034501,MRX2
00591034505,MRX2
00591034510,MRX2
00591034601,MRX2
00591034605,MRX2
00591034610,MRX2
00591034701,MRX2
00591034705,MRX2
00591034801,MRX2
00591034805,MRX2
00591034810,MRX2
00591036901,MRX3
00591037001,MRX3
00591037101,MRX3
00591037201,MRX3
00591037901,MRX3
00591038101,MRX3
00591038230,MRX3
00591040401,MRX2
00591040501,MRX2
00591040505,MRX2
00591040601,MRX2
00591040610,MRX2
00591040701,MRX2
00591040710,MRX2
00591040801,MRX2
00591040810,MRX2
00591040901,MRX2
00591040905,MRX2
00591040975,MRX2
00591042401,MRX2
00591042405,MRX2
00591042616,MRX3
00591043701,MRX2
00591043801,MRX2
00591044401,MRX2
00591045301,MRX2
00591046001,MRX4
00591046005,MRX4
00591046010,MRX4
00591046101,MRX4
00591046105,MRX4
00591046110,MRX4
00591046201,MRX2
00591046210,MRX2
00591046301,MRX2
00591046310,MRX2
00591049101,MRX2
00591049201,MRX2
00591049301,MRX2
00591052701,MRX2
00591054501,MRX3
00591058201,MRX2
00591058301,MRX2
00591059401,MRX3
00591059501,MRX3
00591059601,MRX3
00591060501,MRX2
00591060505,MRX2
00591060601,MRX2
00591060605,MRX2
00591060701,MRX2
00591066001,MRX2
00591066101,MRX2
00591066801,MRX2
00591066805,MRX2
00591066901,MRX2
00591066905,MRX2
00591067001,MRX2
00591067005,MRX2
00591067101,MRX2
00591067105,MRX2
00591076460,MRX3
00591076560,MRX3
00591076660,MRX3
00591076760,MRX3
00591077501,MRX2
00591077601,MRX2
00591077605,MRX2
00591077701,MRX2
00591077801,MRX2
00591080801,MRX3
00591080805,MRX3
00591080901,MRX3
00591080905,MRX3
00591082601,MRX3
00591082610,MRX3
00591082701,MRX3
00591082710,MRX3
00591082730,MRX3
00591082790,MRX3
00591083925,MRX3
00591083960,MRX3
00591084101,MRX2
00591084105,MRX2
00591084201,MRX2
00591084205,MRX2
00591084301,MRX2
00591084330,MRX2
00591084401,MRX4
00591084410,MRX4
00591084415,MRX4
00591084501,MRX4
00591084510,MRX4
00591084515,MRX4
00591085860,MRX3
00591086001,MRX2
00591086005,MRX2
00591086101,MRX2
00591086105,MRX2
00591086201,MRX2
00591086205,MRX2
00591088501,MRX2
00591090030,MRX4
00591111710,MRX3
00591111730,MRX3
00591111810,MRX3
00591111830,MRX3
00591111930,MRX3
00591221911,MRX11
00591222011,MRX11
00591222718,MRX11
00591223015,MRX3
00591223115,MRX3
00591223218,MRX11
00591223260,MRX11
00591223319,MRX11
00591223330,MRX11
00591230001,MRX3
00591245501,MRX4
00591245505,MRX4
00591246618,MRX11
00591247218,MRX11
00591247260,MRX11
00591247319,MRX11
00591247330,MRX11
00591271301,MRX4
00591271305,MRX4
00591271960,MRX4
00591272060,MRX4
00591277501,MRX4
00591277525,MRX4
00591278219,MRX2
00591278230,MRX2
00591278319,MRX2
00591278330,MRX2
00591278419,MRX2
00591278430,MRX2
00591278519,MRX2
00591278530,MRX2
00591278619,MRX2
00591278630,MRX2
00591288001,MRX2
00591288201,MRX2
00591288401,MRX2
00591288601,MRX2
00591317601,MRX3
00591317605,MRX3
00591317701,MRX3
00591317705,MRX3
00591317801,MRX3
00591317805,MRX3
00591319301,MRX2
00591319305,MRX2
00591319401,MRX2
00591319405,MRX2
00591319578,MRX2
00591320505,MRX4
00591320519,MRX4
00591320530,MRX4
00591320605,MRX4
00591320619,MRX4
00591320630,MRX4
00591320705,MRX4
00591320719,MRX4
00591320730,MRX4
00591323819,MRX3
00591323830,MRX3
00591323910,MRX3
00591323919,MRX3
00591323930,MRX3
00591324010,MRX3
00591324019,MRX3
00591324030,MRX3
00591333105,MRX3
00591333119,MRX3
00591333130,MRX3
00591333205,MRX3
00591333230,MRX3
00591333626,MRX11
00591333712,MRX11
00591333889,MRX11
00591335401,MRX4
00591335501,MRX4
00591338560,MRX3
00591343601,MRX2
00591343610,MRX2
00591343701,MRX2
00591343710,MRX2
00591343801,MRX2
00591343805,MRX2
00591345460,MRX11
00591354005,MRX3
00591354060,MRX3
00591354105,MRX3
00591354125,MRX3
00591354160,MRX3
00591354260,MRX3
00591356015,MRX9
00591356115,MRX9
00591356279,MRX11
00591356355,MRX11
00591357035,MRX10
00591361119,MRX13
00591361130,MRX13
00591361230,MRX13
00591361319,MRX13
00591361330,MRX13
00591361419,MRX13
00591361430,MRX13
00591363560,MRX14
00591368711,MRX11
00591369960,MRX14
00591370030,MRX13
00591374510,MRX2
00591374519,MRX2
00591374610,MRX2
00591374619,MRX2
00591374630,MRX2
00591374710,MRX2
00591374719,MRX2
00591374730,MRX2
00591375119,MRX13
00591375219,MRX13
00591375319,MRX13
00591375419,MRX13
00591375519,MRX13
00591375701,MRX2
00591375801,MRX2
00591375805,MRX2
00591375901,MRX2
00591375905,MRX2
00591376001,MRX2
00591376005,MRX2
00591376101,MRX2
00591376201,MRX2
00591378019,MRX2
00591397101,MRX4
00591397201,MRX4
00591397301,MRX4
00591401201,MRX3
00591532101,MRX14
00591532110,MRX14
00591533501,MRX13
00591533510,MRX13
00591533701,MRX13
00591533710,MRX13
00591543801,MRX2
00591543810,MRX2
00591545401,MRX2
00591553801,MRX2
00591553805,MRX2
00591553825,MRX2
00591555401,MRX2
00591555410,MRX2
00591555501,MRX2
00591555510,MRX2
00591555601,MRX2
00591555610,MRX2
00591555701,MRX2
00591555705,MRX2
00591556001,MRX2
00591556101,MRX2
00591559901,MRX3
00591559910,MRX3
00591560001,MRX3
00591560010,MRX3
00591562901,MRX3
00591563001,MRX3
00591563010,MRX3
00591563101,MRX3
00591563110,MRX3
00591563201,MRX3
00591563301,MRX3
00591564201,MRX2
00591564205,MRX2
00591564301,MRX2
00591564305,MRX2
00591568201,MRX2
00591571301,MRX3
00591571401,MRX3
00591571501,MRX3
00591571630,MRX3
00591577701,MRX2
00591577710,MRX2
00591577801,MRX2
00591578201,MRX2
00591578301,MRX2
00591578601,MRX3
00591578605,MRX3
00591578701,MRX3
00591578705,MRX3
00591578710,MRX3
00591578801,MRX3
00591578805,MRX3
00591578901,MRX3
00597000160,MRX2
00597000201,MRX8
00597000302,MRX8
00597000601,MRX2
00597000701,MRX2
00597000801,MRX2
00597000901,MRX2
00597001101,MRX2
00597001701,MRX2
00597001801,MRX2
00597001901,MRX2
00597002001,MRX3
00597002101,MRX3
00597002201,MRX3
00597002301,MRX3
00597002504,MRX3
00597002702,MRX3
00597003112,MRX2
00597003134,MRX2
00597003212,MRX2
00597003234,MRX2
00597003334,MRX2
00597003928,MRX2
00597003937,MRX2
00597004028,MRX2
00597004037,MRX2
00597004128,MRX2
00597004137,MRX2
00597004228,MRX2
00597004237,MRX2
00597004328,MRX2
00597004337,MRX2
00597004428,MRX2
00597004437,MRX2
00597004601,MRX8
00597004646,MRX8
00597004660,MRX8
00597004661,MRX8
00597004724,MRX8
00597006601,MRX2
00597006701,MRX2
00597006801,MRX2
00597008353,MRX13
00597008461,MRX13
00597008490,MRX13
00597008561,MRX13
00597008590,MRX13
00597009061,MRX13
00597009090,MRX13
00597009161,MRX13
00597009190,MRX13
00597010190,MRX13
00597010917,MRX13
00597010930,MRX13
00597011317,MRX13
00597011330,MRX13
00597011530,MRX13
00597011630,MRX13
00597012330,MRX8
00597014030,MRX4
00597014061,MRX4
00597014090,MRX4
00597014618,MRX4
00597014660,MRX4
00597014718,MRX4
00597014760,MRX4
00597014818,MRX4
00597014860,MRX4
00597018390,MRX13
00597018461,MRX13
00597018490,MRX13
00597018561,MRX13
00597018590,MRX13
00597019061,MRX13
00597019090,MRX13
00597019161,MRX13
00597019190,MRX13
00597028517,MRX13
00597028530,MRX13
00597028630,MRX13
00597028730,MRX13
00603125052,MRX2
00603129054,MRX3
00603138458,MRX14
00603141058,MRX3
00603150858,MRX14
00603175654,MRX3
00603176254,MRX3
00603184058,MRX3
00603184158,MRX3
00603210802,MRX2
00603210825,MRX2
00603210828,MRX2
00603210832,MRX2
00603210902,MRX2
00603210925,MRX2
00603210928,MRX2
00603210932,MRX2
00603210934,MRX2
00603211002,MRX2
00603211016,MRX2
00603211028,MRX2
00603211032,MRX2
00603211033,MRX2
00603211060,MRX2
00603221202,MRX3
00603221216,MRX3
00603221221,MRX3
00603221232,MRX3
00603221321,MRX3
00603221330,MRX3
00603221332,MRX3
00603221421,MRX3
00603221432,MRX3
00603221521,MRX3
00603221525,MRX3
00603221621,MRX3
00603221625,MRX3
00603221721,MRX3
00603237021,MRX2
00603237121,MRX2
00603237132,MRX2
00603237221,MRX2
00603237421,MRX2
00603237521,MRX2
00603243021,MRX13
00603243121,MRX13
00603243132,MRX13
00603243221,MRX13
00603243232,MRX13
00603243321,MRX13
00603243332,MRX13
00603243421,MRX13
00603243432,MRX13
00603243521,MRX13
00603243532,MRX13
00603255521,MRX2
00603255532,MRX2
00603255621,MRX2
00603255632,MRX2
00603255721,MRX2
00603255732,MRX2
00603256321,MRX3
00603273821,MRX2
00603280821,MRX3
00603280921,MRX3
00603281021,MRX3
00603281121,MRX3
00603281221,MRX3
00603283521,MRX4
00603283528,MRX4
00603283621,MRX4
00603283628,MRX4
00603283632,MRX4
00603286021,MRX2
00603286121,MRX2
00603286132,MRX2
00603286221,MRX2
00603295702,MRX2
00603295704,MRX2
00603295721,MRX2
00603295728,MRX2
00603295730,MRX2
00603295732,MRX2
00603295821,MRX2
00603295828,MRX2
00603295830,MRX2
00603295832,MRX2
00603295921,MRX2
00603295928,MRX2
00603316621,MRX3
00603316721,MRX3
00603316821,MRX3
00603338321,MRX2
00603338332,MRX2
00603338421,MRX2
00603338521,MRX2
00603338532,MRX2
00603344121,MRX3
00603344125,MRX3
00603344221,MRX3
00603344228,MRX3
00603344321,MRX3
00603344328,MRX3
00603345521,MRX3
00603345621,MRX3
00603345721,MRX3
00603345732,MRX3
00603345921,MRX3
00603346021,MRX3
00603352721,MRX2
00603358121,MRX2
00603358128,MRX2
00603358221,MRX2
00603358228,MRX2
00603358321,MRX2
00603358328,MRX2
00603373621,MRX2
00603373632,MRX2
00603373732,MRX2
00603373821,MRX2
00603373921,MRX2
00603373932,MRX2
00603373934,MRX2
00603374021,MRX2
00603374032,MRX2
00603374034,MRX2
00603374102,MRX2
00603374104,MRX2
00603374121,MRX2
00603374128,MRX2
00603374132,MRX2
00603374421,MRX4
00603374428,MRX4
00603374521,MRX4
00603374528,MRX4
00603374621,MRX4
00603374628,MRX4
00603375521,MRX4
00603375528,MRX4
00603375621,MRX4
00603375628,MRX4
00603377421,MRX2
00603377521,MRX2
00603383021,MRX2
00603383032,MRX2
00603383121,MRX2
00603383132,MRX2
00603383221,MRX2
00603383232,MRX2
00603383321,MRX2
00603385521,MRX2
00603385525,MRX2
00603385532,MRX2
00603385593,MRX2
00603385621,MRX2
00603385632,MRX2
00603385634,MRX2
00603385721,MRX2
00603385732,MRX2
00603394621,MRX11
00603404321,MRX3
00603404332,MRX3
00603404421,MRX3
00603404432,MRX3
00603404521,MRX3
00603404532,MRX3
00603408002,MRX2
00603408016,MRX2
00603408102,MRX2
00603408116,MRX2
00603408128,MRX2
00603408202,MRX2
00603408216,MRX2
00603408228,MRX2
00603408802,MRX2
00603408816,MRX2
00603408902,MRX2
00603408916,MRX2
00603411021,MRX2
00603411028,MRX2
00603411032,MRX2
00603411121,MRX2
00603411128,MRX2
00603411132,MRX2
00603411221,MRX2
00603411225,MRX2
00603411621,MRX2
00603411632,MRX2
00603411721,MRX2
00603411732,MRX2
00603411821,MRX2
00603411832,MRX2
00603412221,MRX2
00603412232,MRX2
00603412321,MRX2
00603412332,MRX2
00603418016,MRX11
00603418620,MRX14
00603418720,MRX14
00603420921,MRX2
00603420928,MRX2
00603421002,MRX2
00603421016,MRX2
00603421021,MRX2
00603421028,MRX2
00603421032,MRX2
00603421060,MRX2
00603421102,MRX2
00603421121,MRX2
00603421128,MRX2
00603421132,MRX2
00603421134,MRX2
00603421160,MRX2
00603421202,MRX2
00603421221,MRX2
00603421228,MRX2
00603421232,MRX2
00603421234,MRX2
00603421260,MRX2
00603421321,MRX2
00603421328,MRX2
00603421402,MRX2
00603421404,MRX2
00603421421,MRX2
00603421428,MRX2
00603421430,MRX2
00603421432,MRX2
00603421460,MRX2
00603422402,MRX2
00603422432,MRX2
00603422502,MRX2
00603422516,MRX2
00603422532,MRX2
00603422602,MRX2
00603422616,MRX2
00603422632,MRX2
00603422802,MRX2
00603422816,MRX2
00603422832,MRX2
00603422902,MRX2
00603422916,MRX2
00603422932,MRX2
00603423002,MRX2
00603423016,MRX2
00603423032,MRX2
00603439121,MRX11
00603439221,MRX11
00603446721,MRX4
00603446728,MRX4
00603446732,MRX4
00603446821,MRX4
00603446828,MRX4
00603446832,MRX4
00603446921,MRX4
00603446928,MRX4
00603446932,MRX4
00603462721,MRX2
00603462732,MRX2
00603462821,MRX2
00603462832,MRX2
00603474221,MRX2
00603478221,MRX2
00603478321,MRX2
00603478420,MRX2
00603504321,MRX2
00603504332,MRX2
00603506021,MRX3
00603506028,MRX3
00603506121,MRX3
00603506128,MRX3
00603506221,MRX3
00603506228,MRX3
00603506321,MRX3
00603509021,MRX3
00603509028,MRX3
00603509121,MRX3
00603509128,MRX3
00603509221,MRX3
00603509228,MRX3
00603509321,MRX3
00603516521,MRX14
00603516532,MRX14
00603516601,MRX14
00603516602,MRX14
00603516603,MRX14
00603516604,MRX14
00603516616,MRX14
00603516620,MRX14
00603516621,MRX14
00603516622,MRX14
00603516632,MRX14
00603516721,MRX14
00603516732,MRX14
00603516821,MRX14
00603516832,MRX14
00603522021,MRX2
00603522121,MRX2
00603536921,MRX14
00603536928,MRX14
00603537021,MRX14
00603537121,MRX14
00603537128,MRX14
00603537221,MRX14
00603537228,MRX14
00603544821,MRX2
00603544825,MRX2
00603544921,MRX2
00603544925,MRX2
00603545021,MRX2
00603548221,MRX2
00603548232,MRX2
00603548302,MRX2
00603548321,MRX2
00603548332,MRX2
00603548421,MRX2
00603548432,MRX2
00603548521,MRX2
00603548621,MRX2
00603548628,MRX2
00603548921,MRX2
00603548932,MRX2
00603549021,MRX2
00603549032,MRX2
00603549132,MRX2
00603549221,MRX2
00603549321,MRX2
00603549328,MRX2
00603550321,MRX2
00603550421,MRX2
00603553121,MRX3
00603553221,MRX3
00603559821,MRX2
00603559828,MRX2
00603568320,MRX3
00603568328,MRX3
00603568420,MRX3
00603568428,MRX3
00603568432,MRX3
00603568520,MRX3
00603568528,MRX3
00603568532,MRX3
00603568620,MRX3
00603568628,MRX3
00603568632,MRX3
00603568820,MRX3
00603568828,MRX3
00603568920,MRX3
00603568928,MRX3
00603576321,MRX2
00603576328,MRX2
00603576330,MRX2
00603576332,MRX2
00603576421,MRX2
00603576428,MRX2
00603576516,MRX2
00603576521,MRX2
00603576528,MRX2
00603576621,MRX2
00603576628,MRX2
00603576721,MRX2
00603576728,MRX2
00603576921,MRX2
00603576928,MRX2
00603577021,MRX2
00603577025,MRX2
00603577121,MRX2
00603577221,MRX2
00603599221,MRX3
00603599321,MRX3
00603599332,MRX3
00603599421,MRX3
00603599432,MRX3
00603599521,MRX3
00603613421,MRX2
00603613521,MRX2
00603613621,MRX2
00603613628,MRX2
00603613721,MRX2
00603614421,MRX3
00603614428,MRX3
00603614521,MRX3
00603614528,MRX3
00603614621,MRX3
00603614721,MRX3
00603614732,MRX3
00603614821,MRX3
00603614832,MRX3
00603614921,MRX3
00603615016,MRX3
00603615021,MRX3
00603615025,MRX3
00603615121,MRX3
00603615125,MRX3
00603615621,MRX3
00603615721,MRX3
00603615725,MRX3
00603616002,MRX3
00603616013,MRX3
00603616016,MRX3
00603616020,MRX3
00603616021,MRX3
00603616028,MRX3
00603616032,MRX3
00603616102,MRX3
00603616104,MRX3
00603616116,MRX3
00603616120,MRX3
00603616121,MRX3
00603616128,MRX3
00603616132,MRX3
00603618021,MRX2
00603618221,MRX2
00603618228,MRX2
00603624021,MRX13
00603624032,MRX13
00603624121,MRX13
00603624132,MRX13
00603633421,MRX3
00603942445,MRX3
00615035953,MRX2
00615035963,MRX2
00615036043,MRX2
00615036053,MRX2
00615036063,MRX2
00615042153,MRX14
00615042163,MRX14
00615044643,MRX2
00615044653,MRX2
00615044663,MRX2
00615046243,MRX14
00615046253,MRX14
00615046263,MRX14
00615046343,MRX14
00615046353,MRX14
00615046363,MRX14
00615051843,MRX2
00615051853,MRX2
00615051863,MRX2
00615054743,MRX2
00615054753,MRX2
00615054763,MRX2
00615067529,MRX13
00615067543,MRX13
00615067553,MRX13
00615067563,MRX13
00615082853,MRX3
00615082863,MRX3
00615082943,MRX3
00615082953,MRX3
00615082963,MRX3
00615130643,MRX3
00615130653,MRX3
00615130663,MRX3
00615130743,MRX3
00615130753,MRX3
00615130763,MRX3
00615131553,MRX3
00615131563,MRX3
00615132543,MRX3
00615132553,MRX3
00615132563,MRX3
00615132653,MRX2
00615132663,MRX2
00615133353,MRX2
00615133363,MRX2
00615134153,MRX2
00615134163,MRX2
00615134253,MRX2
00615134263,MRX2
00615134353,MRX14
00615134363,MRX14
00615150153,MRX3
00615150163,MRX3
00615150329,MRX3
00615150343,MRX3
00615150353,MRX3
00615150363,MRX3
00615150929,MRX1
00615151029,MRX1
00615151229,MRX1
00615153543,MRX2
00615153553,MRX2
00615153563,MRX2
00615156043,MRX2
00615156053,MRX2
00615156063,MRX2
00615156153,MRX2
00615156163,MRX2
00615156443,MRX2
00615156453,MRX2
00615156463,MRX2
00615156943,MRX2
00615156953,MRX2
00615156963,MRX2
00615157143,MRX2
00615157153,MRX2
00615157163,MRX2
00615157343,MRX2
00615157353,MRX2
00615157363,MRX2
00615157543,MRX2
00615157553,MRX2
00615157563,MRX2
00615250443,MRX3
00615250453,MRX3
00615250463,MRX3
00615250553,MRX3
00615250563,MRX3
00615250643,MRX3
00615250653,MRX3
00615250663,MRX3
00615250743,MRX3
00615250753,MRX3
00615250763,MRX3
00615250843,MRX3
00615250853,MRX3
00615250863,MRX3
00615250953,MRX3
00615250963,MRX3
00615251053,MRX3
00615251063,MRX3
00615252143,MRX14
00615252153,MRX14
00615252163,MRX14
00615254743,MRX13
00615254753,MRX13
00615254763,MRX13
00615254843,MRX13
00615254853,MRX13
00615254863,MRX13
00615254953,MRX13
