1154329753,3
1962424036,2
1548375082,2
1124272547,2
1578670543,2
1447368071,2
1912014564,2
1164539730,2
1629026364,2
1467560128,2
1558479212,2
1548278476,3
1164530465,2
1760415939,2
1265465439,2
1407889652,2
1265577191,1
1265454391,1
1205923539,1
1033210166,1
1679659585,1
1487715645,1
1922177229,1
1376644385,1
1770678260,1
1053481630,3
1760571699,3
1013071653,3
1770610073,3
1902854623,3
1265493720,3
1548357973,3
1427069632,3
1548306343,3
1184670549,3
1447228788,3
1518075795,1
1588771919,1
1447221312,3
1083685986,3
1427132604,3
1114935681,3
1831170232,1
1780692087,3
1457344491,3
1073584058,3
1609817220,3
1962425611,1
1629140934,1
1205850690,1
1306800602,1
1629057302,1
1205818481,1
1457319154,1
1326041229,1
1902800535,3
1629003470,3
1497750699,3
1184630519,3
1588612832,3
1124021308,3
1427043546,3
1821191321,1
1598768780,1
1689738957,1
1376521575,1
1295710580,1
1669420766,3
1730139031,3
1982796181,2
1255317590,3
1730166224,1
1629118609,2
1164474755,2
1649370057,3
1871581314,2
1619059300,2
1518057769,2
1376703215,3
1770531600,3
1003864810,3
1407859655,3
1669534517,3
1124025176,3
1982611281,3
1730194259,3
1497859649,3
1972594877,3
1629020086,1
1427000884,1
1790739977,1
1588713440,1
1043260482,1
1407808090,1
1619916806,1
1164485363,1
1851386692,1
1972619815,3
1184703019,1
1033116876,3
1487664561,3
1538208210,3
1568472819,3
1295882561,3
1932213600,3
1417043977,3
1194723999,1
1518170877,1
1528079027,1
1669564662,3
1093801797,3
1568553519,2
1609897339,1
1083617245,1
1811034291,1
1861494072,1
1477690873,1
1326057076,1
1295732725,1
1831151257,2
1760542732,3
1932296472,3
1033218128,3
1427111046,3
1316047632,3
1598756686,3
1508956509,3
1245227479,3
1861431751,3
1184705931,3
1639120694,3
1780720664,3
1902125529,3
1144549775,3
1306953393,3
1770802308,3
1053457929,3
1982923512,3
1922145994,3
