pcsa,zip,state_cd,zcta,fips_code,lat,lng,zip_type,ruca_code,census_region,census_division,distance_to_fqhc
35009000602,88103,NM,88103,009,34.3841,-103.3154,Zip Code Area,4,W,M,28.152972443395377
06107001200,93262,CA,93262,107,36.6007,-118.711,Zip Code Area,2,W,P,65.24576902941534
18059410600,46129,IN,46130,059,39.8215,-85.7652,Post Office or large volume customer,2,MW,ENC,23.5231797412194
30089000200,59853,MT,59853,089,48.0768,-115.8582,Zip Code Area,10,W,M,35.95656313306299
45013002102,29915,SC,29915,013,32.1145,-80.8686,Zip Code Area,2.1,S,SA,22.48804124306148
02090000100,99702,AK,99702,090,64.6735,-147.0805,Zip Code Area,7,W,P,249.91058173984712
28037950100,39647,MS,39647,037,31.4908,-90.7836,Zip Code Area,6,S,ESC,35.17410285132047
02070000100,99678,AK,99678,070,59.0619,-160.3764,Post Office or large volume customer,10,W,P,97.97140806211786
02070000100,99636,AK,99636,070,59.4882,-157.2905,Zip Code Area,10,W,P,81.08970688401861
02090000100,99714,AK,99714,090,64.5091,-146.953,Zip Code Area,2,W,P,221.14682360188425
02070000100,99628,AK,99628,070,59.0096,-158.9897,Zip Code Area,10,W,P,134.53914597472132
02070000100,99569,AK,99569,070,58.8173,-158.5299,Zip Code Area,10,W,P,94.28980945904853
02070000100,99555,AK,99555,070,59.2697,-158.6199,Zip Code Area,10,W,P,107.91074765896859
02090000300,99791,AK,99791,185,70.4947,-157.4411,Post Office or large volume customer,10,W,P,394.60459035026184
02090000300,99790,AK,99790,090,64.8378,-147.7164,Post Office or large volume customer,2,W,P,194.70804716434125
02090000300,99789,AK,99789,185,70.1927,-150.9971,Zip Code Area,10,W,P,339.813143171821
02090000300,99788,AK,99788,290,66.6544,-143.7222,Zip Code Area,10,W,P,152.11911348517097
02090000300,99782,AK,99782,185,70.6369,-160.0383,Zip Code Area,10,W,P,376.7462512784407
02090000300,99781,AK,99781,290,67.0104,-146.4137,Zip Code Area,10,W,P,70.41949452671939
02070000100,99576,AK,99576,070,59.0402,-158.5231,Zip Code Area,10,W,P,0.0
02100000100,99840,AK,99840,232,59.4685,-135.3018,Zip Code Area,10.1,W,P,0.0
02220000200,99689,AK,99689,232,59.812,-139.5505,Zip Code Area,10,W,P,0.0
30095966500,59061,MT,59061,095,45.441,-109.8271,Zip Code Area,10,W,M,61.63752475979469
02170000102,99688,AK,99688,170,61.8966,-150.0038,Zip Code Area,10,W,P,50.871566065540144
02170000102,99676,AK,99676,170,62.2605,-150.1101,Zip Code Area,10.2,W,P,0.0
20153950600,67745,KS,67745,153,39.7923,-101.3227,Zip Code Area,10,MW,WNC,200.28650522410138
02130000200,99923,AK,99923,198,55.9169,-130.0247,Zip Code Area,10,W,P,110.0705267872363
02122001300,99664,AK,99664,122,60.1329,-149.3985,Zip Code Area,10,W,P,89.89684123816346
02122001200,99603,AK,99603,122,59.5374,-151.2356,Zip Code Area,10,W,P,29.039654743625693
02122001000,99639,AK,99639,122,60.0108,-151.6396,Zip Code Area,10,W,P,39.49762061303419
02122001000,99556,AK,99556,122,59.8371,-151.7078,Zip Code Area,10,W,P,55.50868800181814
02122000500,99669,AK,99669,122,60.4818,-151.1358,Zip Code Area,8,W,P,0.0
02122000500,99635,AK,99611,122,60.7007,-151.2766,Post Office or large volume customer,8,W,P,27.13962286930406
02122000500,99631,AK,99631,122,60.6148,-149.4056,Zip Code Area,10,W,P,66.50918305936466
02122000500,99605,AK,99605,122,60.8726,-149.4683,Zip Code Area,10,W,P,45.029825836142834
02122000500,99572,AK,99572,122,60.4767,-149.8235,Zip Code Area,10,W,P,61.36253830175893
06057000501,95712,CA,95945,057,39.143,-120.9666,Post Office or large volume customer,5,W,P,45.02932196053671
19121060200,50222,IA,50222,121,41.2145,-93.9437,Zip Code Area,2,MW,WNC,50.13175965151283
21195931400,41543,KY,41543,195,37.5624,-82.2803,Zip Code Area,10,S,ESC,39.36205600603608
21195931400,41544,KY,41544,195,37.5969,-82.1674,Zip Code Area,10,S,ESC,28.298497731795507
34011010700,08313,NJ,08302,011,39.5293,-75.2249,Post Office or large volume customer,4,NE,MA,0.0
30097967000,59011,MT,59011,097,45.8283,-109.9631,Zip Code Area,10,W,M,63.95043828230649
02090000300,99777,AK,99777,290,65.1719,-152.0789,Zip Code Area,10,W,P,235.8715480673441
02090000300,99768,AK,99768,290,64.7201,-155.5039,Zip Code Area,10,W,P,136.63152568928857
02090000300,99767,AK,99767,290,65.509,-150.1619,Zip Code Area,10,W,P,181.00369635647667
02090000300,99766,AK,99766,185,68.3486,-166.7347,Zip Code Area,10,W,P,217.87308711695516
02050000200,99666,AK,99666,158,62.5309,-164.8496,Post Office or large volume customer,10,W,P,250.81618986322093
02050000200,99662,AK,99662,158,61.845,-165.5819,Zip Code Area,10,W,P,244.72047085798386
02050000200,99658,AK,99658,158,62.1172,-163.2376,Zip Code Area,10,W,P,160.33271409625866
02050000200,99655,AK,99655,050,59.7381,-161.8749,Zip Code Area,10,W,P,119.22226283416252
02050000200,99651,AK,99651,050,59.0131,-161.8164,Zip Code Area,10,W,P,194.5894125696704
02050000200,99650,AK,99650,158,61.9462,-162.8747,Zip Code Area,10,W,P,137.21215655033046
02050000200,99641,AK,99641,050,60.8969,-162.4594,Post Office or large volume customer,10,W,P,34.030434856693596
02050000200,99637,AK,99637,050,60.5338,-165.1037,Post Office or large volume customer,10,W,P,179.58669945930268
02050000200,99634,AK,99634,050,60.6967,-161.9519,Zip Code Area,10,W,P,16.6497501765838
02050000200,99632,AK,99632,158,62.1123,-163.6644,Zip Code Area,10,W,P,173.422897138295
02050000200,99630,AK,99630,050,60.3657,-166.2836,Zip Code Area,10,W,P,245.88863426453088
02050000200,99622,AK,99622,050,59.8644,-163.1342,Zip Code Area,10,W,P,128.28274238359583
42047950400,16728,PA,16728,047,41.4159,-78.6651,Post Office or large volume customer,8,NE,MA,50.54641476478251
02050000200,99620,AK,99620,158,63.0295,-163.5542,Zip Code Area,10,W,P,198.36378935833298
02050000200,99614,AK,99614,050,59.9232,-164.101,Zip Code Area,10,W,P,155.75169169162973
02050000200,99609,AK,99609,050,60.8956,-162.5181,Post Office or large volume customer,10,W,P,37.61226294005411
02050000200,99604,AK,99604,158,61.527,-166.1151,Zip Code Area,10,W,P,242.49427120618714
02050000200,99585,AK,99585,158,61.9287,-162.268,Zip Code Area,10,W,P,124.93640835648286
02050000200,99581,AK,99581,158,62.7818,-164.5335,Zip Code Area,10,W,P,217.7238306707566
42047950900,15821,PA,15821,047,41.3253,-78.3576,Zip Code Area,8,NE,MA,17.077006220465737
02170000200,99645,AK,99645,170,61.6303,-148.9872,Zip Code Area,4.1,W,P,52.52609033438159
48451001800,76908,TX,76908,451,31.4321,-100.4022,Zip Code Area,1,S,WSC,6.767860922910421
02050000200,99690,AK,99690,050,60.4794,-164.7239,Post Office or large volume customer,10,W,P,165.47537825129632
02090000300,99765,AK,99765,290,64.7194,-158.1031,Zip Code Area,10,W,P,59.73921674840333
02090000300,99760,AK,99760,290,64.5577,-149.0867,Zip Code Area,10,W,P,213.69474243527264
02090000300,99759,AK,99759,185,69.7439,-163.0084,Zip Code Area,10,W,P,280.4261715582666
02090000300,99758,AK,99758,290,65.0584,-149.6912,Zip Code Area,10,W,P,215.89609216414564
30087000300,59012,MT,59012,087,45.2862,-106.5095,Zip Code Area,10,W,M,26.57503531622108
21199930402,42564,KY,42503,199,37.1114,-84.5929,Post Office or large volume customer,4,S,ESC,55.88781602693802
02090000300,99747,AK,99747,185,70.1319,-143.6239,Zip Code Area,10,W,P,247.17452012348016
06107001200,93633,CA,93633,107,36.7341,-118.9588,Zip Code Area,2,W,P,80.32956927445476
02090000300,99741,AK,99741,290,64.7333,-156.9275,Zip Code Area,10,W,P,0.0
02090000300,99740,AK,99740,290,66.5647,-145.2739,Zip Code Area,10,W,P,0.0
02090000300,99734,AK,99734,185,70.2922,-148.6694,Zip Code Area,10,W,P,325.0550943008088
02090000300,99733,AK,99733,290,65.8245,-144.0826,Zip Code Area,10,W,P,235.99214712525202
02090000300,99730,AK,99730,290,65.4681,-144.7489,Zip Code Area,10,W,P,231.53511254383153
02090000300,99726,AK,99726,290,65.2264,-151.0251,Zip Code Area,10,W,P,127.6151526742844
02090000300,99723,AK,99723,185,71.2346,-156.8174,Zip Code Area,7,W,P,473.0454790042216
02090000300,99722,AK,99722,290,68.1269,-145.5378,Zip Code Area,10,W,P,32.014349099615
02090000300,99721,AK,99721,185,68.1433,-151.7358,Zip Code Area,10,W,P,154.6706655618894
02090000300,99720,AK,99720,290,66.5656,-152.6456,Zip Code Area,10,W,P,161.14368697220672
02090000300,99703,AK,99703,090,64.8283,-147.6557,Zip Code Area,1,W,P,263.02208788358007
02050000200,99681,AK,99681,050,60.5856,-165.2558,Zip Code Area,10,W,P,179.63973652585094
02050000200,99578,AK,99578,050,60.2151,-162.0323,Zip Code Area,10,W,P,67.38469560782876
02170000200,99674,AK,99674,170,61.7327,-148.7837,Zip Code Area,5,W,P,98.70387397214286
02170000703,99654,AK,99654,170,61.5923,-149.3959,Zip Code Area,4.1,W,P,0.0
32005001400,93541,CA,93541,051,37.989,-119.1234,Zip Code Area,10,W,P,132.60775103625693
12086000708,33055,FL,33055,086,25.9476,-80.2778,Zip Code Area,1,S,SA,9.419045285188995
06101050202,95903,CA,95903,115,39.1115,-121.3604,Zip Code Area,10,W,P,17.00255624161304
26147643000,48054,MI,48054,147,42.7769,-82.5437,Zip Code Area,1,MW,ENC,15.194099322858698
32005001400,96133,CA,96133,051,38.6415,-119.5122,Zip Code Area,10,W,P,59.58278748478582
13135050219,30029,GA,30096,135,33.9792,-84.1263,Post Office or large volume customer,1,S,SA,14.085475619493451
13135050219,30026,GA,30096,135,33.9792,-84.1263,Post Office or large volume customer,1,S,SA,14.085475619493451
24027605602,20723,MD,20723,027,39.1208,-76.8435,Zip Code Area,1,S,SA,22.971065427590364
32005001400,93517,CA,93517,051,38.2566,-119.208,Zip Code Area,10,W,P,101.43847590467148
24005401503,21250,MD,21250,005,39.2582,-76.7131,Zip Code Area,1,S,SA,8.537590733035394
26147625000,48059,MI,48059,147,43.0888,-82.4905,Zip Code Area,1,MW,ENC,50.29302080419911
21195931900,41559,KY,41559,195,37.3744,-82.3831,Zip Code Area,8,S,ESC,45.405923152245734
28025950100,39741,MS,39741,025,33.6162,-88.8267,Zip Code Area,8,S,ESC,67.75506208855022
24510250500,21225,MD,21225,003,39.2259,-76.6153,Zip Code Area,1,S,SA,0.0
26147625000,48049,MI,48049,147,43.0349,-82.5748,Zip Code Area,1,MW,ENC,44.59474692420424
21195931900,41563,KY,41563,195,37.2311,-82.5286,Zip Code Area,10,S,ESC,30.130096503784575
02261000100,99693,AK,99693,261,60.7734,-148.6839,Post Office or large volume customer,10,W,P,103.6232561952221
02261000100,99686,AK,99686,261,61.101,-146.9,Zip Code Area,10,W,P,95.89843836571298
04001942700,86544,AZ,86544,001,35.2375,-109.5229,Post Office or large volume customer,8.1,W,M,70.71413107488931
12086000708,33054,FL,33054,086,25.9097,-80.247,Zip Code Area,1,S,SA,5.94180325602219
42051262000,15421,PA,15421,051,39.8451,-79.5991,Post Office or large volume customer,10.1,NE,MA,14.015144341831453
17097864307,60011,IL,60010,097,42.3228,-87.6101,Post Office or large volume customer,1,MW,ENC,13.852753457921755
04003001100,85617,AZ,85617,003,31.5121,-109.8438,Zip Code Area,10,W,M,23.255992227766388
21183920500,42354,KY,42354,183,37.3778,-86.9298,Zip Code Area,8.1,S,ESC,35.00335495294393
04003001602,85670,AZ,85635,003,31.8801,-109.7543,Post Office or large volume customer,1,W,M,44.83703578457361
24005490605,21152,MD,21152,005,39.5483,-76.6819,Zip Code Area,1,S,SA,21.761934583610415
48371950300,79848,TX,79848,443,30.1221,-102.3974,Post Office or large volume customer,10,S,WSC,0.0
31041971900,69157,NE,69157,009,42.065,-100.2585,Zip Code Area,10,MW,WNC,223.75927451451213
04003001602,85613,AZ,85613,003,31.5587,-110.3441,Zip Code Area,1,W,M,54.51540870820575
53061053301,98282,WA,98282,061,48.1761,-122.521,Zip Code Area,2,W,P,41.699472371676706
48371950300,78851,TX,78851,443,30.0446,-102.1146,Zip Code Area,10,S,WSC,41.00167613797026
45063020505,29228,SC,29201,063,33.9252,-81.2483,Post Office or large volume customer,1,S,SA,0.0
21191930100,41033,KY,41033,191,38.7623,-84.4859,Zip Code Area,2,S,ESC,26.198233273063305
28083950700,38943,MS,38943,015,33.5864,-89.8513,Zip Code Area,5,S,ESC,50.81125283428132
11001009504,20398,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA,0.0
42051262000,15458,PA,15458,051,39.8882,-79.8694,Zip Code Area,2,NE,MA,9.061581851643128
11001009504,20391,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA,0.0
35031945200,87375,NM,87375,031,35.4809,-108.1767,Post Office or large volume customer,5,W,M,180.31528690002298
39097040600,43151,OH,43151,097,39.733,-83.4764,Post Office or large volume customer,5,MW,ENC,30.46287355258481
11001009504,20388,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA,0.0
11001009504,20376,DC,20003,001,38.9164,-76.9947,Post Office or large volume customer,1,S,SA,0.0
02261000100,99677,AK,99677,261,60.8906,-146.6703,Post Office or large volume customer,10,W,P,84.3705074606662
02261000100,99588,AK,99588,261,62.1039,-145.6617,Zip Code Area,10,W,P,0.0
02261000100,99586,AK,99586,261,62.3014,-145.3027,Zip Code Area,10,W,P,191.82727169367507
02261000100,99574,AK,99574,261,60.5362,-145.7534,Zip Code Area,10,W,P,0.0
02188000100,99749,AK,99749,188,66.975,-160.4228,Zip Code Area,10,W,P,47.245446653239526
02188000100,99736,AK,99736,188,66.0737,-162.714,Zip Code Area,10,W,P,150.4754748916866
02188000100,99727,AK,99727,188,65.9789,-161.1262,Zip Code Area,10,W,P,145.6929802994898
02180000200,99785,AK,99785,180,65.3342,-166.4786,Zip Code Area,10,W,P,109.35599434878696
02180000200,99784,AK,99784,180,64.6814,-163.4056,Zip Code Area,10,W,P,59.895680924925685
02180000200,99783,AK,99783,180,65.6092,-168.0875,Zip Code Area,10,W,P,190.0665136626011
02180000200,99778,AK,99778,180,65.2402,-166.3833,Zip Code Area,10,W,P,90.50887145613946
02180000200,99772,AK,99772,180,66.2306,-166.1373,Zip Code Area,10,W,P,151.48167568547734
02180000200,99771,AK,99771,180,64.3537,-161.1932,Zip Code Area,10,W,P,170.21921297480648
02180000200,99769,AK,99769,180,63.6797,-170.4709,Zip Code Area,10,W,P,305.1532899480818
02180000200,99762,AK,99762,180,64.5011,-165.4064,Zip Code Area,7,W,P,0.0
21195931400,25672,WV,25672,059,37.7431,-82.108,Post Office or large volume customer,10,S,SA,24.38595858300383
02180000200,99742,AK,99742,180,63.7766,-171.7017,Zip Code Area,10,W,P,357.31654487187825
02180000200,99739,AK,99739,180,64.6217,-162.2604,Zip Code Area,10,W,P,104.87158402905733
02180000200,99684,AK,99684,180,63.8835,-160.7884,Zip Code Area,10,W,P,176.46328394681635
02180000200,99671,AK,99671,180,63.5222,-162.2881,Zip Code Area,10,W,P,183.01683989193228
02180000200,99659,AK,99659,180,63.4776,-162.1091,Zip Code Area,10,W,P,187.84020706316028
02170000703,99694,AK,99694,170,61.6303,-149.8181,Post Office or large volume customer,5,W,P,20.385451161093947
02170000703,99687,AK,99654,170,61.5313,-149.4784,Post Office or large volume customer,4.1,W,P,0.0
02188000100,99750,AK,99750,188,67.7269,-164.5333,Zip Code Area,10,W,P,150.9617162640605
02170000703,99629,AK,99654,170,61.5841,-149.4436,Post Office or large volume customer,4.1,W,P,0.0
02188000100,99751,AK,99751,188,66.9072,-156.8811,Zip Code Area,10,W,P,190.64487673330393
02188000100,99761,AK,99761,188,67.5711,-162.9653,Zip Code Area,10,W,P,88.01964053281988
02261000100,99573,AK,99573,261,61.977,-145.3297,Zip Code Area,10,W,P,92.4932693601495
02261000100,99566,AK,99566,261,61.5156,-144.4396,Post Office or large volume customer,10,W,P,140.88519696486546
02240000400,99737,AK,99737,240,64.0378,-145.7322,Zip Code Area,10,W,P,179.02898032966112
02240000400,99731,AK,99737,240,63.952,-146.451,Post Office or large volume customer,10,W,P,179.02898032966112
02240000100,99780,AK,99780,240,63.3367,-142.9856,Zip Code Area,10,W,P,213.5544425597515
02240000100,99776,AK,99776,240,63.3853,-143.3464,Post Office or large volume customer,10,W,P,210.51177303170178
02240000100,99764,AK,99764,240,62.9617,-141.9372,Post Office or large volume customer,10,W,P,287.5179463346153
02240000100,99738,AK,99738,240,64.7881,-141.2,Post Office or large volume customer,10,W,P,270.18532026290524
02240000100,99732,AK,99732,240,64.0733,-141.9361,Post Office or large volume customer,10,W,P,308.8561764044309
24003740702,20755,MD,20755,003,39.1059,-76.7467,Zip Code Area,1,S,SA,17.35462301115109
24003740702,20724,MD,20724,003,39.0958,-76.8155,Zip Code Area,1,S,SA,21.358415662565168
30107000100,59085,MT,59085,107,46.4242,-110.0712,Zip Code Area,10,W,M,91.14527352990454
21195931900,41566,KY,41566,195,37.4029,-82.2071,Zip Code Area,9,S,ESC,43.72043836900996
24033800212,20797,MD,20743,033,38.8336,-76.8777,Post Office or large volume customer,1,S,SA,7.86596242974387
17031820400,60501,IL,60501,031,41.7801,-87.824,Zip Code Area,1,MW,ENC,3.8164870245040325
02188000100,99786,AK,99786,188,67.0861,-157.8514,Zip Code Area,10,W,P,208.84495159559594
02188000100,99773,AK,99773,188,66.8881,-157.1364,Zip Code Area,10,W,P,179.46209352852892
02188000100,99770,AK,99770,188,66.6039,-160.0069,Zip Code Area,10,W,P,94.2210487803863
02188000100,99763,AK,99763,188,66.8364,-161.0441,Zip Code Area,10,W,P,51.44409948919403
02188000100,99752,AK,99752,188,66.8985,-162.5981,Zip Code Area,7,W,P,0.0
40105172400,74072,OK,74072,105,36.9837,-95.6065,Zip Code Area,4,S,WSC,87.9707023976607
02050000200,99563,AK,99563,158,61.529,-165.5905,Zip Code Area,10,W,P,215.92893674365843
02050000200,99554,AK,99554,158,62.6944,-164.6475,Zip Code Area,10,W,P,225.90293327651793
34015501001,08096,NJ,08096,015,39.7539,-74.996,Zip Code Area,1,NE,MA,12.14436801899295
41035972000,97604,OR,97604,035,42.9465,-122.1769,Post Office or large volume customer,2,W,P,57.818623418782714
11001010700,20374,DC,20003,001,38.8951,-77.0364,Zip Code Area,1,S,SA,0.0
08001008100,80010,CO,80010,005,39.7368,-104.8646,Zip Code Area,1,W,M,2.308587829691434
11001010700,20373,DC,20373,001,38.8951,-77.0364,Zip Code Area,1,S,SA,2.5112999572483634
22003950200,70651,LA,70651,003,30.5648,-92.9583,Post Office or large volume customer,2,S,WSC,45.46417310326644
30049001100,59636,MT,59636,049,46.6197,-112.1099,Post Office or large volume customer,5,W,M,12.047993199895506
55025010502,53558,WI,53558,025,43.0107,-89.2948,Zip Code Area,1,MW,ENC,10.030744062046066
06111008500,93064,CA,93064,111,34.2582,-118.7107,Post Office or large volume customer,1.1,W,P,20.11304248523072
13095000502,31743,GA,31743,261,31.9502,-84.0271,Zip Code Area,5,S,SA,20.605294410354038
41035972000,96134,CA,96134,093,41.9316,-121.4347,Zip Code Area,10,W,P,68.81354948460516
08005080700,80012,CO,80012,005,39.6987,-104.8377,Zip Code Area,1,W,M,5.348763469819737
08005080700,80013,CO,80013,005,39.6575,-104.7846,Zip Code Area,1,W,M,0.0
08005080700,80014,CO,80014,005,39.6662,-104.835,Zip Code Area,1,W,M,6.198417509011715
08005080700,80015,CO,80015,005,39.6255,-104.7874,Zip Code Area,1,W,M,3.956740451572761
08005080700,80017,CO,80017,005,39.6948,-104.7881,Zip Code Area,1,W,M,4.397948423746237
08005080700,80018,CO,80018,005,39.7102,-104.7071,Zip Code Area,1,W,M,7.134648459433876
30051050100,59545,MT,59545,051,48.911,-111.1075,Zip Code Area,10,W,M,102.02534281301243
38095951500,58365,ND,58365,095,48.8216,-99.1796,Zip Code Area,10,MW,WNC,171.48954283808024
42091205503,19066,PA,19066,091,40.003,-75.2503,Zip Code Area,1,NE,MA,4.879894950929074
12087971200,33001,FL,33001,087,24.8306,-80.8049,Post Office or large volume customer,10,S,SA,22.019225206265126
26125160900,48382,MI,48382,125,42.5834,-83.5009,Zip Code Area,1,MW,ENC,19.839312621068068
30075000100,59062,MT,59062,075,45.0903,-106.1499,Zip Code Area,10,W,M,39.008860364234145
36061012800,10075,NY,10075,061,40.7143,-74.006,Zip Code Area,1,NE,MA,2.2901317667478547
30067000400,59086,MT,59086,067,45.9484,-110.6061,Zip Code Area,10.3,W,M,58.29299985126434
42045410301,19014,PA,19014,045,39.8643,-75.4332,Zip Code Area,1,NE,MA,5.0406044124217635
30067000400,59052,MT,59052,097,45.5963,-109.9357,Zip Code Area,10,W,M,34.36869796378732
20135956100,67584,KS,67584,135,38.6411,-100.138,Zip Code Area,10,MW,WNC,73.78312634176852
01125010602,35111,AL,35111,073,33.2845,-87.1024,Zip Code Area,2,S,ESC,35.3980577749326
37051001800,28308,NC,28308,051,35.0635,-78.8943,Zip Code Area,1,S,SA,25.31818926223682
17039971700,61735,IL,61735,039,40.1848,-88.7637,Zip Code Area,2,MW,ENC,34.19813157227448
42045407202,19037,PA,19063,045,39.934,-75.406,Post Office or large volume customer,1,NE,MA,8.656981802460683
28049001300,39161,MS,39047,121,32.4983,-89.8686,Post Office or large volume customer,2,S,ESC,22.567556818666453
06111003300,93042,CA,93042,111,34.1134,-119.1124,Zip Code Area,1,W,P,117.13758302604057
30057000300,59740,MT,59740,057,45.408,-111.7761,Zip Code Area,10,W,M,79.26046273918182
06111003300,93043,CA,93043,111,34.1621,-119.2074,Zip Code Area,1,W,P,12.450061865960503
37049961302,28533,NC,28533,049,34.9038,-76.9,Post Office or large volume customer,4,S,SA,67.29261083827026
06049000400,96112,CA,96112,049,41.8644,-120.162,Zip Code Area,10.3,W,P,117.36941798022801
38085940900,57641,SD,57641,031,45.7084,-101.1546,Zip Code Area,10,MW,WNC,47.133381468295354
38085940900,57642,SD,57642,031,45.8763,-100.8915,Zip Code Area,10.1,MW,WNC,67.03099786662396
41035972000,97737,OR,97737,035,43.4771,-121.6853,Zip Code Area,2,W,P,31.637159272685157
08005080700,80041,CO,80011,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M,4.902889034474086
17043846504,60599,IL,60504,043,41.8397,-88.0887,Post Office or large volume customer,1,MW,ENC,10.577355448637089
08005080700,80044,CO,80014,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M,6.198417509011715
08005080700,80046,CO,80015,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M,3.956740451572761
13121010115,31146,GA,30338,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,19.907054197141154
13121010115,31141,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,13.185912515033596
01131034800,36753,AL,36753,131,32.0481,-87.2623,Post Office or large volume customer,10.1,S,ESC,38.51042056022067
13121010115,30366,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,13.185912515033596
13121010115,30362,GA,30340,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,12.256799595830035
53015000400,98645,WA,98645,015,46.3163,-122.7649,Zip Code Area,2,W,P,26.4973332174954
13121010115,30360,GA,30360,089,33.9378,-84.2716,Zip Code Area,1,S,SA,16.647703915459438
13121010115,30356,GA,30338,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,19.907054197141154
13121010115,30350,GA,30350,089,33.9795,-84.3411,Zip Code Area,1,S,SA,23.65923476618986
28039950200,39456,MS,39456,041,31.0867,-88.7977,Zip Code Area,3,S,ESC,23.213522182788733
23029955500,04694,ME,04694,029,45.1035,-67.4722,Zip Code Area,10.3,NE,NE,13.798341357667436
13121010115,30346,GA,30346,089,33.9267,-84.3334,Zip Code Area,1,S,SA,17.397487288715986
06061021501,95614,CA,95614,017,38.8923,-120.9802,Zip Code Area,2,W,P,23.509207393107566
51185020900,24634,VA,24634,027,37.2746,-81.9024,Zip Code Area,8,S,SA,31.290232065816426
13121010115,30341,GA,30341,089,33.8879,-84.2905,Zip Code Area,1,S,SA,13.185912515033596
26117970200,48852,MI,48852,117,43.3503,-85.0517,Post Office or large volume customer,10,MW,ENC,65.92660385859837
06045011102,95497,CA,95497,097,38.7256,-123.4675,Zip Code Area,10,W,P,9.949313353934274
28077960200,39140,MS,39140,077,31.73,-90.0153,Zip Code Area,3,S,ESC,57.13188027030582
45031010300,29101,SC,29101,025,34.4606,-80.2544,Zip Code Area,5,S,SA,16.478673598808143
36065022701,13401,NY,13308,065,43.2672,-75.6882,Post Office or large volume customer,3,NE,MA,46.14147768388804
13111050400,30555,GA,30555,111,34.9739,-84.4291,Zip Code Area,3,S,SA,23.56087833410625
13121010115,39901,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA,13.185912515033596
30033000100,59318,MT,59318,033,47.4253,-107.2668,Zip Code Area,10,W,M,141.1832987004987
08005080700,80047,CO,80017,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M,4.397948423746237
06049000100,96108,CA,96108,049,41.7336,-120.3741,Zip Code Area,10.3,W,P,93.33695068147523
13091960300,31037,GA,31037,271,32.0738,-82.9146,Zip Code Area,7,S,SA,63.69111292172111
55025013301,53532,WI,53532,025,43.2478,-89.3437,Zip Code Area,1,MW,ENC,24.298610130416435
36063024404,14109,NY,14109,063,43.138,-79.0342,Zip Code Area,1,NE,MA,23.408634559439307
08073961700,80815,CO,80815,063,39.3127,-103.0624,Zip Code Area,10,W,M,59.30702984158638
30063000300,59843,MT,59843,077,46.83,-112.9413,Zip Code Area,10,W,M,67.35679402229097
48309004103,76633,TX,76633,309,31.6673,-97.3002,Zip Code Area,2,S,WSC,22.455070727946094
48309002900,76657,TX,76657,309,31.4431,-97.3943,Zip Code Area,2,S,WSC,24.151531157802715
12091020800,32542,FL,32542,091,30.5393,-86.6087,Zip Code Area,1,S,SA,66.92416485600529
45035010817,29404,SC,29404,019,32.8982,-80.0686,Zip Code Area,1,S,SA,14.352182301284387
37041930101,27980,NC,27980,041,36.2502,-76.6428,Zip Code Area,10,S,SA,31.782852617146503
42041013101,17265,PA,17265,055,40.058,-77.7368,Zip Code Area,2,NE,MA,12.962173487242909
30063000300,59733,MT,59733,077,46.59,-112.9706,Zip Code Area,10,W,M,56.897943107667004
35061971100,87028,NM,87028,053,34.3813,-106.815,Zip Code Area,2,W,M,67.9778389859556
55029100100,54246,WI,54246,029,45.3738,-86.8975,Zip Code Area,10,MW,ENC,115.82705363524143
28087000900,35471,AL,35461,107,33.2626,-88.0885,Post Office or large volume customer,6,S,ESC,61.91743380951369
06015000104,95543,CA,95543,015,41.9056,-123.831,Zip Code Area,5,W,P,37.19025650889926
13089022001,30340,GA,30340,089,33.8932,-84.2539,Zip Code Area,1,S,SA,12.256799595830035
48095950300,76841,TX,76841,327,30.829,-100.0809,Zip Code Area,10,S,WSC,41.35352821313209
02050000200,99561,AK,99561,050,60.1537,-164.2103,Zip Code Area,10,W,P,150.65486154943366
19131560300,50455,IA,50455,131,43.45,-92.6048,Zip Code Area,10,MW,WNC,105.23045447213575
38101010100,58704,ND,58704,101,48.4232,-101.3168,Zip Code Area,7,MW,WNC,100.38632224999157
02020001602,99656,AK,99656,050,61.7611,-157.3125,Zip Code Area,10,W,P,31.52057710787841
02020001602,99653,AK,99653,164,60.2025,-154.3128,Zip Code Area,10,W,P,172.6226100252015
02020001602,99652,AK,99652,170,61.5214,-149.9544,Zip Code Area,5,W,P,9.921469523908101
02020001602,99649,AK,99649,164,57.5642,-157.5792,Zip Code Area,10,W,P,144.83675537774263
