pcsa,zip,state_cd,zcta,fips_code,lat,lng,zip_type,ruca_code,census_region,census_division,distance_to_fqhc
36061012800,10111,NY,10111,061,40.7592,-73.9778,Post Office or large volume customer,1,NE,MA,1.0301889717980022
36061012800,10036,NY,10036,061,40.7597,-73.9918,Zip Code Area,1,NE,MA,0.0
36061012800,10028,NY,10028,061,40.7763,-73.9529,Zip Code Area,1,NE,MA,1.882327100702725
36061012800,10023,NY,10023,061,40.7764,-73.9827,Zip Code Area,1,NE,MA,1.9489228760232649
36061012800,10022,NY,10022,061,40.7571,-73.9657,Zip Code Area,1,NE,MA,1.7258871478598956
36061007800,10168,NY,10168,061,40.7519,-73.9768,Zip Code Area,1,NE,MA,0.6994567473109357
36061007800,10173,NY,10173,061,40.7543,-73.9796,Post Office or large volume customer,1,NE,MA,0.9943247953960608
36061007800,10178,NY,10017,061,40.7514,-73.9785,Post Office or large volume customer,1,NE,MA,0.9316477242593197
36061007800,10199,NY,10199,061,40.7503,-74.0006,Post Office or large volume customer,1,NE,MA,1.0700039858147188
36061007800,10211,NY,10199,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,1.0700039858147188
36061007800,10276,NY,10003,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.0
36061008100,10001,NY,10001,061,40.7484,-73.9967,Zip Code Area,1,NE,MA,0.997812907090296
36061007800,10165,NY,10165,061,40.7524,-73.9791,Post Office or large volume customer,1,NE,MA,0.7689641688874274
36061008100,10011,NY,10011,061,40.7402,-73.9996,Zip Code Area,1,NE,MA,0.0
36061008100,10014,NY,10014,061,40.7339,-74.0054,Zip Code Area,1,NE,MA,0.0
36061008100,10018,NY,10018,061,40.7547,-73.9925,Zip Code Area,1,NE,MA,0.5172871705498119
36061008100,10113,NY,10011,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.0
36061008100,10114,NY,10003,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.0
36061012800,10019,NY,10019,061,40.7651,-73.9858,Zip Code Area,1,NE,MA,0.7632231464121112
36061012800,10020,NY,10020,061,40.7354,-73.9968,Zip Code Area,1,NE,MA,0.9322949590371209
36061012800,10021,NY,10021,061,40.7685,-73.9588,Zip Code Area,1,NE,MA,2.795894452266198
36061008100,10012,NY,10012,061,40.7255,-73.9983,Zip Code Area,1,NE,MA,0.0
36061001501,10265,NY,10005,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6396253834900035
36061001501,10261,NY,10017,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.9316477242593197
36061001501,10260,NY,10005,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6396253834900035
36059413600,11510,NY,11510,059,40.6548,-73.6097,Zip Code Area,1,NE,MA,16.741084710867494
36059413200,11572,NY,11572,059,40.6362,-73.6375,Zip Code Area,1,NE,MA,13.756103069258279
36059414304,11520,NY,11520,059,40.6536,-73.5866,Zip Code Area,1,NE,MA,18.66934711199505
36059414304,11575,NY,11575,059,40.6802,-73.5867,Zip Code Area,1,NE,MA,19.078897912724525
36059415401,11566,NY,11566,059,40.6685,-73.5536,Zip Code Area,1,NE,MA,21.486110331955825
36059415401,11710,NY,11710,059,40.6729,-73.5365,Zip Code Area,1,NE,MA,23.570728172150062
36059416201,11558,NY,11558,059,40.604,-73.6554,Zip Code Area,1,NE,MA,12.124293738817354
36059416801,11561,NY,11561,059,40.5877,-73.6595,Zip Code Area,1,NE,MA,12.148151947656538
36059416801,11569,NY,11569,059,40.5905,-73.5808,Zip Code Area,1,NE,MA,17.700226407306236
36059416801,11793,NY,11793,059,40.685,-73.5103,Zip Code Area,1,NE,MA,24.23208376661771
36059517102,11542,NY,11542,059,40.865,-73.6277,Zip Code Area,1,NE,MA,17.737924044037335
36059517102,11545,NY,11545,059,40.8281,-73.6076,Zip Code Area,1,NE,MA,22.456896307106284
36059517102,11547,NY,11547,059,40.8307,-73.6387,Zip Code Area,1,NE,MA,18.04089449733038
36059517102,11560,NY,11560,059,40.8817,-73.5927,Zip Code Area,1,NE,MA,20.890148050833023
36059517102,11579,NY,11579,059,40.846,-73.6436,Zip Code Area,1,NE,MA,17.45961818629842
36059411100,11096,NY,11096,059,40.6205,-73.7474,Zip Code Area,1,NE,MA,4.224565949083665
36059411400,11598,NY,11598,059,40.6326,-73.7141,Zip Code Area,1,NE,MA,7.86418339553075
36059411400,11581,NY,11581,059,40.6523,-73.7118,Zip Code Area,1,NE,MA,9.041655361673751
36059411400,11559,NY,11559,059,40.614,-73.733,Zip Code Area,1,NE,MA,6.386332829681829
36059412000,11552,NY,11552,059,40.6929,-73.6539,Zip Code Area,1,NE,MA,13.278256562439626
36059412000,11563,NY,11563,059,40.6571,-73.6741,Zip Code Area,1,NE,MA,12.192511370707177
36059412000,11565,NY,11565,059,40.675,-73.6731,Zip Code Area,1,NE,MA,11.98391026769468
36059412400,11570,NY,11570,059,40.6637,-73.638,Zip Code Area,1,NE,MA,14.948743920808969
36059412400,11571,NY,11570,059,40.6587,-73.6412,Post Office or large volume customer,1,NE,MA,14.948743920808969
36059521200,11735,NY,11735,059,40.7315,-73.4327,Zip Code Area,1,NE,MA,31.932980661734756
36059521200,11737,NY,11735,059,40.7326,-73.4454,Post Office or large volume customer,1,NE,MA,31.932980661734756
36059517102,11709,NY,11709,059,40.9074,-73.5601,Zip Code Area,1,NE,MA,22.6136342487404
36059521200,11756,NY,11756,059,40.7254,-73.5166,Zip Code Area,1,NE,MA,24.84118584084062
36059521200,11762,NY,11762,059,40.6807,-73.4444,Zip Code Area,1,NE,MA,30.652492650771553
36059521200,11783,NY,11783,059,40.6795,-73.491,Zip Code Area,1,NE,MA,27.05959176396964
36059410500,11580,NY,11580,059,40.6742,-73.7057,Zip Code Area,1,NE,MA,9.517685156623102
36059410500,11582,NY,11580,059,40.6643,-73.7085,Post Office or large volume customer,1,NE,MA,9.517685156623102
36059411400,11509,NY,11509,059,40.5887,-73.7255,Zip Code Area,1,NE,MA,5.3985828221093985
36059411400,11516,NY,11516,059,40.6236,-73.7264,Zip Code Area,1,NE,MA,6.534717045096887
36059411400,11557,NY,11557,059,40.6404,-73.6957,Zip Code Area,1,NE,MA,9.696476428743239
36059521200,11758,NY,11758,059,40.6682,-73.4588,Zip Code Area,1,NE,MA,29.330156584743737
36059517102,11732,NY,11732,059,40.8472,-73.5349,Zip Code Area,1,NE,MA,25.962081388169555
36059517102,11765,NY,11765,059,40.8857,-73.5526,Zip Code Area,1,NE,MA,23.353806754763728
36059517102,11771,NY,11771,059,40.866,-73.5272,Zip Code Area,1,NE,MA,24.870134698540184
36061001501,10008,NY,10007,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6696371241964659
36061001501,10038,NY,10038,061,40.7101,-74.0013,Zip Code Area,1,NE,MA,0.0
36061001501,10043,NY,10005,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6396253834900035
36061001501,10045,NY,10004,061,40.7086,-74.0087,Post Office or large volume customer,1,NE,MA,2.448255380724305
36061001501,10080,NY,10282,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.9266529535050009
36061001501,10081,NY,10005,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6396253834900035
36061001501,10090,NY,10007,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.6696371241964659
36061001501,10006,NY,10006,061,40.7085,-74.0135,Zip Code Area,1,NE,MA,0.8758315123989358
36061001501,10161,NY,,061,40.7808,-73.9772,,,NE,MA,2.168962384836866
36061001501,10203,NY,10005,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6396253834900035
36061001501,10212,NY,10199,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,1.0700039858147188
36061001501,10242,NY,10007,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6696371241964659
36061001501,10249,NY,10007,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6696371241964659
36061001501,10256,NY,10006,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.8758315123989358
36061001501,10258,NY,10271,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.6827099351286935
36061001501,10259,NY,10017,061,40.7143,-74.006,Post Office or large volume customer,1,NE,MA,0.9316477242593197
36061001501,10179,NY,10017,061,40.7808,-73.9772,Post Office or large volume customer,1,NE,MA,0.9316477242593197
36055013001,14652,NY,14608,055,43.286,-77.6843,Post Office or large volume customer,1,NE,MA,2.053369210913513
36061001501,10005,NY,10005,061,40.7056,-74.0083,Zip Code Area,1,NE,MA,0.6396253834900035
36061002900,10013,NY,10013,061,40.7185,-74.0025,Zip Code Area,1,NE,MA,0.0
36059518300,11753,NY,11753,059,40.7881,-73.5331,Zip Code Area,1,NE,MA,24.746645019022253
36059518300,11773,NY,11791,059,40.8262,-73.5021,Post Office or large volume customer,1,NE,MA,28.973525963596906
36059518300,11791,NY,11791,059,40.8146,-73.5024,Zip Code Area,1,NE,MA,28.973525963596906
36059518300,11853,NY,11753,059,40.792,-73.5398,Post Office or large volume customer,1,NE,MA,24.746645019022253
36059519801,11714,NY,11714,059,40.74,-73.4857,Zip Code Area,1,NE,MA,27.63481562114047
36059519801,11797,NY,11797,059,40.8154,-73.4716,Zip Code Area,1,NE,MA,29.555400020899405
36059519801,11803,NY,11803,059,40.7781,-73.4816,Zip Code Area,1,NE,MA,29.717565394833038
36061002900,10278,NY,10278,061,40.7152,-74.0038,Post Office or large volume customer,1,NE,MA,0.5608441343180894
36059519801,11804,NY,11804,059,40.765,-73.4575,Zip Code Area,1,NE,MA,30.35038322435202
36059519300,11802,NY,11801,059,40.7684,-73.5251,Post Office or large volume customer,1,NE,MA,24.95544897208438
36059519300,11815,NY,11801,059,40.7548,-73.6018,Post Office or large volume customer,1,NE,MA,24.95544897208438
36059519300,11819,NY,,059,40.7684,-73.5251,,,NE,MA,25.095045909165442
36103123500,11701,NY,11701,103,40.6842,-73.4171,Zip Code Area,1,NE,MA,33.6321960607918
36103123500,11726,NY,11726,103,40.6778,-73.3963,Zip Code Area,1,NE,MA,34.71381746719844
36061002900,10002,NY,10002,061,40.7152,-73.9877,Zip Code Area,1,NE,MA,0.0
36061002900,10009,NY,10009,061,40.7262,-73.9796,Zip Code Area,1,NE,MA,1.0734301853132344
36059519300,11801,NY,11801,059,40.7623,-73.523,Zip Code Area,1,NE,MA,24.95544897208438
36061012800,10112,NY,10112,061,40.7593,-73.9798,Post Office or large volume customer,1,NE,MA,0.8554496475582252
36055013001,14642,NY,14620,055,43.286,-77.6843,Zip Code Area,1,NE,MA,2.9512384798289673
36055013001,14625,NY,14625,055,43.1522,-77.5057,Zip Code Area,1,NE,MA,6.560061187198271
36039080502,12405,NY,12405,039,42.3304,-74.0857,Zip Code Area,2,NE,MA,46.99047931443994
36039080502,12413,NY,12413,039,42.3096,-74.0115,Zip Code Area,2,NE,MA,44.46541727013941
36039080502,12470,NY,12470,039,42.2959,-74.0773,Zip Code Area,2,NE,MA,48.993022327743134
36039080502,12473,NY,12473,039,42.2678,-74.0523,Zip Code Area,2,NE,MA,50.62851538528725
36039080502,12482,NY,12482,039,42.2681,-73.9554,Zip Code Area,3,NE,MA,46.64388295790317
36041950100,12847,NY,12847,041,43.9477,-74.4662,Zip Code Area,10,NE,MA,76.44117660796337
36041950100,13360,NY,13360,041,43.748,-74.7846,Zip Code Area,10,NE,MA,93.07268798248818
36041950100,13436,NY,13436,041,43.8131,-74.6574,Post Office or large volume customer,10,NE,MA,93.56102041145596
36041950300,12811,NY,12811,113,43.6148,-74.0249,Zip Code Area,10,NE,MA,40.32914870419916
36041950300,12812,NY,12812,041,43.8553,-74.4435,Zip Code Area,10,NE,MA,82.09586407396523
36041950300,12842,NY,12842,041,43.7606,-74.2766,Zip Code Area,10,NE,MA,70.43218896611629
36041950300,12843,NY,12843,113,43.586,-73.9165,Zip Code Area,10,NE,MA,33.997942638100355
36041950300,12853,NY,12853,113,43.6978,-73.986,Zip Code Area,10,NE,MA,46.55687533931088
36041950300,12856,NY,12856,113,43.7237,-74.0873,Post Office or large volume customer,10,NE,MA,51.588113344869356
36041950300,12862,NY,12862,113,43.6617,-73.8971,Post Office or large volume customer,10,NE,MA,42.33461566442718
36039081102,12463,NY,12463,039,42.1729,-74.0167,Zip Code Area,3,NE,MA,55.132411112757076
36039081102,12451,NY,12451,039,42.3045,-73.9457,Zip Code Area,3,NE,MA,42.63607607494024
36039081102,12414,NY,12414,039,42.2276,-73.8985,Zip Code Area,7,NE,MA,48.971243389297896
36039081102,12015,NY,12015,039,42.2736,-73.8152,Zip Code Area,3,NE,MA,41.004196517285784
36039080300,12454,NY,12454,039,42.2995,-74.1655,Zip Code Area,10,NE,MA,52.89587356587423
36039080300,12468,NY,12468,039,42.2979,-74.3895,Zip Code Area,10,NE,MA,68.3228284490406
36039080300,12496,NY,12496,039,42.3175,-74.262,Zip Code Area,10,NE,MA,55.808918636285576
36039080401,12410,NY,12410,111,42.074,-74.453,Zip Code Area,10,NE,MA,65.95602608824032
36039080401,12416,NY,12416,111,42.095,-74.2717,Zip Code Area,10,NE,MA,65.31297484115649
36039080401,12424,NY,12424,039,42.2469,-74.1353,Zip Code Area,10,NE,MA,54.80465285938676
36039080401,12427,NY,12427,039,42.1643,-74.1245,Zip Code Area,10,NE,MA,66.40936754344263
36041950300,12864,NY,12864,041,43.7284,-74.3057,Post Office or large volume customer,10,NE,MA,65.8361385623421
36039080401,12430,NY,12430,025,42.1772,-74.5473,Zip Code Area,10,NE,MA,80.66162317750856
36039080401,12442,NY,12442,039,42.2333,-74.2416,Zip Code Area,10,NE,MA,65.75610209600201
36039080401,12444,NY,12444,039,42.2694,-74.2793,Zip Code Area,10,NE,MA,62.954416611659475
36039080401,12450,NY,12450,039,42.1332,-74.2443,Zip Code Area,10,NE,MA,67.76547564090862
36039080401,12452,NY,12452,039,42.2404,-74.3654,Post Office or large volume customer,10,NE,MA,67.90552882778285
36039080401,12464,NY,12464,111,42.0848,-74.3154,Zip Code Area,10,NE,MA,59.60337551105251
36039080401,12485,NY,12485,039,42.1956,-74.1338,Zip Code Area,10,NE,MA,60.04342065069797
36039080401,12492,NY,12492,039,42.2046,-74.362,Zip Code Area,10,NE,MA,71.47903943930737
36039080401,12436,NY,12436,039,42.1955,-74.1023,Post Office or large volume customer,10,NE,MA,58.17289888743931
36039080300,12439,NY,12439,039,42.2898,-74.2165,Zip Code Area,10,NE,MA,56.90338414437899
36041950300,12886,NY,12886,113,43.6313,-73.9364,Zip Code Area,10,NE,MA,42.050573834855875
36077590202,12116,NY,12116,077,42.5371,-74.903,Zip Code Area,5,NE,MA,85.23156874895646
36077590202,13475,NY,13475,043,42.8951,-74.8276,Post Office or large volume customer,3,NE,MA,73.79844424549566
36077590202,13482,NY,13315,077,42.7043,-75.1849,Zip Code Area,10,NE,MA,88.48690819521326
36077590202,13488,NY,13488,077,42.6809,-74.7653,Zip Code Area,10,NE,MA,67.97491628907711
36077590202,13491,NY,13491,043,42.8826,-75.1835,Zip Code Area,2,NE,MA,82.36449568026235
36077590202,13747,NY,12116,077,42.5051,-74.9821,Post Office or large volume customer,5,NE,MA,85.23156874895646
36077590202,13807,NY,13807,077,42.6148,-74.9685,Zip Code Area,5,NE,MA,88.93437013016992
36077590202,13810,NY,13810,077,42.6068,-75.1264,Zip Code Area,10,NE,MA,84.702166968233
36077590202,13834,NY,13834,077,42.5304,-74.9671,Post Office or large volume customer,5,NE,MA,83.80200813142382
36065023400,13301,NY,13301,065,43.4157,-75.2137,Zip Code Area,10,NE,MA,75.8070209767379
36065023400,13304,NY,13304,065,43.2237,-75.1612,Zip Code Area,2,NE,MA,83.32005764579857
36065023400,13309,NY,13309,065,43.4786,-75.344,Zip Code Area,10,NE,MA,64.15726285281325
36065023400,13318,NY,13318,065,42.9069,-75.2607,Zip Code Area,2,NE,MA,73.661817150928
36065023400,13319,NY,13319,065,43.0226,-75.2656,Zip Code Area,1,NE,MA,71.80538520517104
36065023400,13321,NY,13321,065,43.0923,-75.3796,Zip Code Area,1,NE,MA,63.51233395140715
36065023400,13323,NY,13323,065,43.0586,-75.3808,Zip Code Area,1,NE,MA,62.64161222328381
36077590202,13468,NY,13468,077,42.8388,-74.859,Zip Code Area,10,NE,MA,75.05702527852108
36077590202,13457,NY,13357,077,42.7758,-75.0485,Post Office or large volume customer,3,NE,MA,87.27805962345877
36077590202,13450,NY,13450,077,42.708,-74.8025,Zip Code Area,10,NE,MA,72.50888323924352
36077590202,13439,NY,13439,077,42.8402,-74.9716,Zip Code Area,3,NE,MA,86.77895307295994
36077590202,12155,NY,12155,077,42.59,-74.8149,Zip Code Area,10,NE,MA,76.66645057931056
36077590202,12197,NY,12197,077,42.6049,-74.7299,Zip Code Area,10,NE,MA,68.19964639972791
36077590202,13315,NY,13315,077,42.7516,-75.169,Zip Code Area,10,NE,MA,88.48690819521326
36077590202,13320,NY,13320,077,42.7823,-74.7444,Zip Code Area,10,NE,MA,65.95704312132632
36077590202,13322,NY,13322,065,42.9801,-75.251,Zip Code Area,1,NE,MA,77.76328928189115
36077590202,13326,NY,13326,077,42.7005,-74.9243,Zip Code Area,10,NE,MA,79.06055472220638
36077590202,13333,NY,13333,077,42.8336,-74.8233,Zip Code Area,10,NE,MA,72.28867851260199
36077590202,12064,NY,12064,077,42.6321,-74.6674,Zip Code Area,10,NE,MA,62.72051155426215
36077590202,13335,NY,13335,077,42.6979,-75.2438,Zip Code Area,10,NE,MA,79.27675552355237
36077590202,13342,NY,13342,077,42.6315,-75.1866,Zip Code Area,10,NE,MA,82.8272964245954
36077590202,13348,NY,13348,077,42.695,-75.055,Zip Code Area,10,NE,MA,93.13293019577166
36077590202,13357,NY,13357,043,43.0064,-75.0484,Zip Code Area,4.1,NE,MA,87.27805962345877
36077590202,13361,NY,13361,043,42.9148,-74.9515,Zip Code Area,3,NE,MA,76.94332995304943
36077590202,13407,NY,13407,043,42.99,-74.9853,Zip Code Area,4.1,NE,MA,84.84216936882599
36077590202,13411,NY,13411,017,42.6224,-75.3474,Zip Code Area,8,NE,MA,73.56383966904954
36077590202,13415,NY,13415,077,42.5904,-75.1957,Zip Code Area,10,NE,MA,80.52576355798425
36077590202,13337,NY,13337,077,42.7252,-74.9869,Zip Code Area,10,NE,MA,87.15917566265098
36065023400,13340,NY,13340,043,43.044,-75.1072,Zip Code Area,4.1,NE,MA,83.01687798172402
36039080300,12407,NY,12407,039,42.3037,-74.3335,Post Office or large volume customer,10,NE,MA,62.854249415514154
36037951100,14486,NY,14486,037,42.8943,-77.9216,Zip Code Area,2,NE,MA,35.293414968198064
36033950501,12915,NY,12920,033,44.8578,-74.0335,Post Office or large volume customer,5,NE,MA,81.31284483296545
36033950501,12916,NY,12916,033,44.8282,-74.5223,Zip Code Area,5,NE,MA,56.979171213098056
36033950501,12917,NY,12917,033,44.9177,-74.1731,Zip Code Area,10.2,NE,MA,85.28242914922839
36033950501,12920,NY,12920,033,44.9088,-74.0741,Zip Code Area,10.2,NE,MA,81.31284483296545
36033950501,12926,NY,12926,033,44.9417,-74.3297,Zip Code Area,10.2,NE,MA,76.25827981685038
36033950501,12937,NY,12937,033,44.9731,-74.4929,Zip Code Area,10,NE,MA,67.32541601582923
36033950501,12953,NY,12953,033,44.8482,-74.2928,Zip Code Area,4,NE,MA,72.1329462798089
36033950501,12957,NY,12957,033,44.8504,-74.5603,Zip Code Area,5,NE,MA,53.83813411018865
36033950501,12966,NY,12966,033,44.8532,-74.4191,Zip Code Area,5,NE,MA,62.137306484885364
36033950501,12969,NY,12969,033,44.7308,-74.1342,Zip Code Area,5,NE,MA,74.94807714815661
36033950501,12995,NY,12953,033,44.8057,-74.2523,Post Office or large volume customer,4,NE,MA,72.1329462798089
36035970200,12117,NY,12117,035,43.1411,-74.2444,Zip Code Area,4,NE,MA,48.29506325865308
36035970200,12134,NY,12134,035,43.2662,-74.2288,Zip Code Area,10,NE,MA,44.57110944382021
36035970200,12190,NY,12190,041,43.4012,-74.2886,Zip Code Area,5,NE,MA,50.658075366754524
36057072100,12010,NY,12010,057,42.9387,-74.1882,Zip Code Area,2,NE,MA,24.514106630987737
36033950501,12914,NY,12914,033,44.9479,-74.5947,Zip Code Area,10,NE,MA,57.45119007442278
36033940000,13655,NY,13655,033,44.9825,-74.6626,Zip Code Area,10,NE,MA,59.14996071737538
36031961400,12879,NY,12852,031,43.9697,-74.1662,Post Office or large volume customer,10,NE,MA,76.61296006890726
36031961400,12857,NY,12857,031,43.7799,-73.9335,Zip Code Area,10,NE,MA,55.67998461821037
36113073000,12808,NY,12808,113,43.7165,-73.7825,Zip Code Area,10,NE,MA,42.619655945761075
36113073000,12810,NY,12810,113,43.4839,-73.8817,Zip Code Area,2,NE,MA,29.46467121750172
36113073000,12815,NY,12815,113,43.6989,-73.7205,Zip Code Area,10,NE,MA,37.196998934198255
36113073000,12817,NY,12817,113,43.6451,-73.8066,Zip Code Area,10,NE,MA,34.993354018391265
36113073000,12836,NY,12836,113,43.7463,-73.5282,Zip Code Area,10,NE,MA,32.63247985469508
36113073000,12858,NY,12858,031,43.8914,-73.645,Zip Code Area,10,NE,MA,47.5398774470278
36113073000,12860,NY,12860,113,43.7312,-73.8193,Zip Code Area,10,NE,MA,47.94213562816318
36057072100,12016,NY,12010,057,42.9295,-74.3165,Post Office or large volume customer,2,NE,MA,24.514106630987737
36113073000,12861,NY,12861,115,43.756,-73.4123,Zip Code Area,3,NE,MA,20.17757571610784
36113073000,12872,NY,12872,031,43.8759,-73.7304,Post Office or large volume customer,10,NE,MA,49.237890070142726
36113073000,12874,NY,12874,113,43.6978,-73.5071,Zip Code Area,10,NE,MA,27.73811104778366
36113073000,12878,NY,12878,113,43.4214,-73.9495,Zip Code Area,2,NE,MA,28.787761871211163
36113073000,12885,NY,12885,113,43.5003,-73.792,Zip Code Area,2,NE,MA,22.675835408361337
36031961400,12851,NY,12851,031,43.7811,-73.9835,Zip Code Area,10,NE,MA,62.33604823950638
36031961400,12852,NY,12852,031,43.946,-74.1299,Zip Code Area,10,NE,MA,76.61296006890726
36031961400,12855,NY,12855,031,43.9869,-73.7121,Zip Code Area,10,NE,MA,61.137130802182575
36113073000,12870,NY,12870,031,43.8412,-73.7674,Zip Code Area,10,NE,MA,48.80113089901381
36037951100,14525,NY,14525,037,42.9102,-78.0269,Zip Code Area,10,NE,MA,37.687799641820575
36057072100,12025,NY,12025,035,43.0727,-74.1684,Zip Code Area,2,NE,MA,35.15239259343908
36057072100,12069,NY,12069,057,42.9423,-74.2851,Zip Code Area,2,NE,MA,32.3227802140096
36037950500,14011,NY,14011,121,42.8499,-78.2798,Zip Code Area,7,NE,MA,43.20149900349444
36037950500,14013,NY,14013,037,43.0807,-78.3951,Zip Code Area,2,NE,MA,37.51325219077415
36037950500,14020,NY,14020,037,43.0003,-78.1929,Zip Code Area,4,NE,MA,32.94823507687332
36037950500,14021,NY,14020,037,42.9981,-78.1848,Post Office or large volume customer,4,NE,MA,32.94823507687332
36037950500,14036,NY,14036,037,42.9777,-78.3929,Zip Code Area,2,NE,MA,34.51920233897237
36037950500,14040,NY,14040,037,42.8948,-78.3878,Zip Code Area,3,NE,MA,35.669206814818786
36037950500,14056,NY,14020,037,42.9912,-78.3122,Post Office or large volume customer,4,NE,MA,32.94823507687332
36037950500,14058,NY,14058,037,43.0897,-78.1704,Zip Code Area,5,NE,MA,22.56745301187033
36037950500,14125,NY,14125,037,43.0717,-78.2702,Zip Code Area,5,NE,MA,30.96273047594672
36037950100,14416,NY,14416,037,43.0869,-77.9603,Zip Code Area,2,NE,MA,14.808406018991132
36037950100,14422,NY,14422,037,43.0738,-78.0629,Zip Code Area,2,NE,MA,17.729243581578498
36037950100,14557,NY,14422,037,43.0416,-78.0573,Post Office or large volume customer,2,NE,MA,17.729243581578498
36037951100,14054,NY,14054,037,42.9166,-78.1342,Zip Code Area,10,NE,MA,36.02189544594734
36037951100,14143,NY,14143,037,42.9829,-78.0898,Zip Code Area,6,NE,MA,28.616645416586675
36037951100,14482,NY,14482,037,42.9774,-77.9851,Zip Code Area,3,NE,MA,26.047043247426515
36037950500,14005,NY,14005,037,42.9159,-78.2589,Zip Code Area,3,NE,MA,41.26601142678588
36035970600,13470,NY,13470,035,43.1791,-74.6768,Zip Code Area,6,NE,MA,71.05932564080574
36035970600,13454,NY,13454,043,43.1625,-74.7809,Zip Code Area,3,NE,MA,81.34790974836073
36035970600,13452,NY,13452,057,43.017,-74.646,Zip Code Area,10,NE,MA,62.63082378801242
36057072100,12070,NY,12070,057,42.9765,-74.2484,Zip Code Area,2,NE,MA,33.578956721425094
36057072100,12072,NY,12072,057,42.9036,-74.3598,Zip Code Area,2,NE,MA,35.6621307225413
36057072100,12074,NY,12074,091,43.0217,-74.029,Zip Code Area,2,NE,MA,28.803140375005736
36057072100,12086,NY,12086,057,42.9695,-74.1556,Zip Code Area,2,NE,MA,25.887420616488434
36057072100,12166,NY,12166,057,42.8484,-74.4536,Zip Code Area,2,NE,MA,41.91004465192573
36057072100,12177,NY,12177,057,42.9554,-74.2851,Post Office or large volume customer,2,NE,MA,33.10871642404024
36057072100,12850,NY,12850,091,43.0975,-74.0167,Zip Code Area,2,NE,MA,33.31012636290806
36057072100,12068,NY,12068,057,42.9571,-74.4021,Zip Code Area,2,NE,MA,41.71883291021715
36035970600,12032,NY,12032,035,43.1922,-74.5169,Zip Code Area,5,NE,MA,59.80188625814812
36035970600,12095,NY,12095,035,43.0069,-74.3715,Zip Code Area,4,NE,MA,45.454195126812
36035970600,12108,NY,12108,041,43.6676,-74.4569,Zip Code Area,2,NE,MA,66.93227804582082
36035970600,12139,NY,12139,041,43.4481,-74.5263,Zip Code Area,2,NE,MA,74.2671345281733
36035970600,12164,NY,12164,041,43.5042,-74.3667,Zip Code Area,2,NE,MA,60.35457080532887
36035970600,13329,NY,13329,043,43.1042,-74.7643,Zip Code Area,10,NE,MA,71.47613836234531
36035970600,13353,NY,13353,041,43.3915,-74.74,Zip Code Area,2,NE,MA,82.30407740169635
36035970600,13365,NY,13365,043,43.0474,-74.8606,Zip Code Area,7,NE,MA,82.90125117447813
36035970600,12078,NY,12078,035,43.0616,-74.3375,Zip Code Area,4,NE,MA,49.33354682201541
36065023400,13341,NY,13341,065,43.0361,-75.3962,Post Office or large volume customer,1,NE,MA,61.22420439523118
36065023400,13350,NY,13350,043,43.0307,-74.9876,Zip Code Area,4.1,NE,MA,91.40186130806322
36065023400,13352,NY,13352,065,43.3126,-75.1169,Post Office or large volume customer,2,NE,MA,86.78500408725894
36047060800,11235,NY,11235,047,40.5839,-73.9536,Zip Code Area,1,NE,MA,4.905740928572699
36047055400,11230,NY,11230,047,40.6225,-73.965,Zip Code Area,1,NE,MA,1.7055741212517066
36081054900,11386,NY,11385,081,40.7001,-73.9057,Post Office or large volume customer,1,NE,MA,4.638642170605065
36047044500,11237,NY,11237,047,40.7006,-73.918,Zip Code Area,1,NE,MA,2.850198446765461
36047050100,11211,NY,11211,047,40.7095,-73.9563,Zip Code Area,1,NE,MA,0.0
36047079200,11226,NY,11226,047,40.6467,-73.957,Zip Code Area,1,NE,MA,1.668169840896725
36047057500,11222,NY,11222,047,40.7272,-73.9498,Zip Code Area,1,NE,MA,1.750666044098454
36047062800,11229,NY,11229,047,40.6011,-73.9475,Zip Code Area,1,NE,MA,3.9180421653938953
36047095000,11234,NY,11234,047,40.6205,-73.9239,Zip Code Area,1,NE,MA,6.284236924307674
36047095000,11236,NY,11236,047,40.6407,-73.9028,Zip Code Area,1,NE,MA,2.813636846042059
36081107202,11693,NY,11693,081,40.6076,-73.8198,Zip Code Area,1,NE,MA,1.5388573668538814
