pcsa,zip,state_cd,zcta,fips_code,lat,lng,zip_type,ruca_code,census_region,census_division
35009000602,88103,NM,88103,009,34.3841,-103.3154,Zip Code Area,4,W,M
06107001200,93262,CA,93262,107,36.6007,-118.711,Zip Code Area,2,W,P
18059410600,46129,IN,46130,059,39.8215,-85.7652,Post Office or large volume customer,2,MW,ENC
30089000200,59853,MT,59853,089,48.0768,-115.8582,Zip Code Area,10,W,M
45013002102,29915,SC,29915,013,32.1145,-80.8686,Zip Code Area,2.1,S,SA
02090000100,99702,AK,99702,090,64.6735,-147.0805,Zip Code Area,7,W,P
28037950100,39647,MS,39647,037,31.4908,-90.7836,Zip Code Area,6,S,ESC
02070000100,99678,AK,99678,070,59.0619,-160.3764,Post Office or large volume customer,10,W,P
02070000100,99636,AK,99636,070,59.4882,-157.2905,Zip Code Area,10,W,P
02090000100,99714,AK,99714,090,64.5091,-146.953,Zip Code Area,2,W,P
02070000100,99628,AK,99628,070,59.0096,-158.9897,Zip Code Area,10,W,P
02070000100,99569,AK,99569,070,58.8173,-158.5299,Zip Code Area,10,W,P
02070000100,99555,AK,99555,070,59.2697,-158.6199,Zip Code Area,10,W,P
02090000300,99791,AK,99791,185,70.4947,-157.4411,Post Office or large volume customer,10,W,P
02090000300,99790,AK,99790,090,64.8378,-147.7164,Post Office or large volume customer,2,W,P
02090000300,99789,AK,99789,185,70.1927,-150.9971,Zip Code Area,10,W,P
02090000300,99788,AK,99788,290,66.6544,-143.7222,Zip Code Area,10,W,P
02090000300,99782,AK,99782,185,70.6369,-160.0383,Zip Code Area,10,W,P
02090000300,99781,AK,99781,290,67.0104,-146.4137,Zip Code Area,10,W,P
02070000100,99576,AK,99576,070,59.0402,-158.5231,Zip Code Area,10,W,P
02100000100,99840,AK,99840,232,59.4685,-135.3018,Zip Code Area,10.1,W,P
02220000200,99689,AK,99689,232,59.812,-139.5505,Zip Code Area,10,W,P
30095966500,59061,MT,59061,095,45.441,-109.8271,Zip Code Area,10,W,M
02170000102,99688,AK,99688,170,61.8966,-150.0038,Zip Code Area,10,W,P
02170000102,99676,AK,99676,170,62.2605,-150.1101,Zip Code Area,10.2,W,P
20153950600,67745,KS,67745,153,39.7923,-101.3227,Zip Code Area,10,MW,WNC
02130000200,99923,AK,99923,198,55.9169,-130.0247,Zip Code Area,10,W,P
02122001300,99664,AK,99664,122,60.1329,-149.3985,Zip Code Area,10,W,P
02122001200,99603,AK,99603,122,59.5374,-151.2356,Zip Code Area,10,W,P
02122001000,99639,AK,99639,122,60.0108,-151.6396,Zip Code Area,10,W,P
02122001000,99556,AK,99556,122,59.8371,-151.7078,Zip Code Area,10,W,P
02122000500,99669,AK,99669,122,60.4818,-151.1358,Zip Code Area,8,W,P
02122000500,99635,AK,99611,122,60.7007,-151.2766,Post Office or large volume customer,8,W,P
02122000500,99631,AK,99631,122,60.6148,-149.4056,Zip Code Area,10,W,P
02122000500,99605,AK,99605,122,60.8726,-149.4683,Zip Code Area,10,W,P
02122000500,99572,AK,99572,122,60.4767,-149.8235,Zip Code Area,10,W,P
06057000501,95712,CA,95945,057,39.143,-120.9666,Post Office or large volume customer,5,W,P
19121060200,50222,IA,50222,121,41.2145,-93.9437,Zip Code Area,2,MW,WNC
21195931400,41543,KY,41543,195,37.5624,-82.2803,Zip Code Area,10,S,ESC
21195931400,41544,KY,41544,195,37.5969,-82.1674,Zip Code Area,10,S,ESC
34011010700,08313,NJ,08302,011,39.5293,-75.2249,Post Office or large volume customer,4,NE,MA
30097967000,59011,MT,59011,097,45.8283,-109.9631,Zip Code Area,10,W,M
02090000300,99777,AK,99777,290,65.1719,-152.0789,Zip Code Area,10,W,P
02090000300,99768,AK,99768,290,64.7201,-155.5039,Zip Code Area,10,W,P
02090000300,99767,AK,99767,290,65.509,-150.1619,Zip Code Area,10,W,P
02090000300,99766,AK,99766,185,68.3486,-166.7347,Zip Code Area,10,W,P
02050000200,99666,AK,99666,158,62.5309,-164.8496,Post Office or large volume customer,10,W,P
02050000200,99662,AK,99662,158,61.845,-165.5819,Zip Code Area,10,W,P
02050000200,99658,AK,99658,158,62.1172,-163.2376,Zip Code Area,10,W,P
02050000200,99655,AK,99655,050,59.7381,-161.8749,Zip Code Area,10,W,P
02050000200,99651,AK,99651,050,59.0131,-161.8164,Zip Code Area,10,W,P
02050000200,99650,AK,99650,158,61.9462,-162.8747,Zip Code Area,10,W,P
02050000200,99641,AK,99641,050,60.8969,-162.4594,Post Office or large volume customer,10,W,P
02050000200,99637,AK,99637,050,60.5338,-165.1037,Post Office or large volume customer,10,W,P
02050000200,99634,AK,99634,050,60.6967,-161.9519,Zip Code Area,10,W,P
02050000200,99632,AK,99632,158,62.1123,-163.6644,Zip Code Area,10,W,P
02050000200,99630,AK,99630,050,60.3657,-166.2836,Zip Code Area,10,W,P
02050000200,99622,AK,99622,050,59.8644,-163.1342,Zip Code Area,10,W,P
42047950400,16728,PA,16728,047,41.4159,-78.6651,Post Office or large volume customer,8,NE,MA
02050000200,99620,AK,99620,158,63.0295,-163.5542,Zip Code Area,10,W,P
02050000200,99614,AK,99614,050,59.9232,-164.101,Zip Code Area,10,W,P
02050000200,99609,AK,99609,050,60.8956,-162.5181,Post Office or large volume customer,10,W,P
02050000200,99604,AK,99604,158,61.527,-166.1151,Zip Code Area,10,W,P
02050000200,99585,AK,99585,158,61.9287,-162.268,Zip Code Area,10,W,P
02050000200,99581,AK,99581,158,62.7818,-164.5335,Zip Code Area,10,W,P
42047950900,15821,PA,15821,047,41.3253,-78.3576,Zip Code Area,8,NE,MA
02170000200,99645,AK,99645,170,61.6303,-148.9872,Zip Code Area,4.1,W,P
48451001800,76908,TX,76908,451,31.4321,-100.4022,Zip Code Area,1,S,WSC
02050000200,99690,AK,99690,050,60.4794,-164.7239,Post Office or large volume customer,10,W,P
02090000300,99765,AK,99765,290,64.7194,-158.1031,Zip Code Area,10,W,P
02090000300,99760,AK,99760,290,64.5577,-149.0867,Zip Code Area,10,W,P
02090000300,99759,AK,99759,185,69.7439,-163.0084,Zip Code Area,10,W,P
02090000300,99758,AK,99758,290,65.0584,-149.6912,Zip Code Area,10,W,P
30087000300,59012,MT,59012,087,45.2862,-106.5095,Zip Code Area,10,W,M
21199930402,42564,KY,42503,199,37.1114,-84.5929,Post Office or large volume customer,4,S,ESC
02090000300,99747,AK,99747,185,70.1319,-143.6239,Zip Code Area,10,W,P
06107001200,93633,CA,93633,107,36.7341,-118.9588,Zip Code Area,2,W,P
02090000300,99741,AK,99741,290,64.7333,-156.9275,Zip Code Area,10,W,P
02090000300,99740,AK,99740,290,66.5647,-145.2739,Zip Code Area,10,W,P
02090000300,99734,AK,99734,185,70.2922,-148.6694,Zip Code Area,10,W,P
02090000300,99733,AK,99733,290,65.8245,-144.0826,Zip Code Area,10,W,P
02090000300,99730,AK,99730,290,65.4681,-144.7489,Zip Code Area,10,W,P
02090000300,99726,AK,99726,290,65.2264,-151.0251,Zip Code Area,10,W,P
02090000300,99723,AK,99723,185,71.2346,-156.8174,Zip Code Area,7,W,P
02090000300,99722,AK,99722,290,68.1269,-145.5378,Zip Code Area,10,W,P
02090000300,99721,AK,99721,185,68.1433,-151.7358,Zip Code Area,10,W,P
02090000300,99720,AK,99720,290,66.5656,-152.6456,Zip Code Area,10,W,P
02090000300,99703,AK,99703,090,64.8283,-147.6557,Zip Code Area,1,W,P
02050000200,99681,AK,99681,050,60.5856,-165.2558,Zip Code Area,10,W,P
02050000200,99578,AK,99578,050,60.2151,-162.0323,Zip Code Area,10,W,P
02170000200,99674,AK,99674,170,61.7327,-148.7837,Zip Code Area,5,W,P
02170000703,99654,AK,99654,170,61.5923,-149.3959,Zip Code Area,4.1,W,P
32005001400,93541,CA,93541,051,37.989,-119.1234,Zip Code Area,10,W,P
12086000708,33055,FL,33055,086,25.9476,-80.2778,Zip Code Area,1,S,SA
06101050202,95903,CA,95903,115,39.1115,-121.3604,Zip Code Area,10,W,P
26147643000,48054,MI,48054,147,42.7769,-82.5437,Zip Code Area,1,MW,ENC
32005001400,96133,CA,96133,051,38.6415,-119.5122,Zip Code Area,10,W,P
13135050219,30029,GA,30096,135,33.9792,-84.1263,Post Office or large volume customer,1,S,SA
13135050219,30026,GA,30096,135,33.9792,-84.1263,Post Office or large volume customer,1,S,SA
24027605602,20723,MD,20723,027,39.1208,-76.8435,Zip Code Area,1,S,SA
32005001400,93517,CA,93517,051,38.2566,-119.208,Zip Code Area,10,W,P
24005401503,21250,MD,21250,005,39.2582,-76.7131,Zip Code Area,1,S,SA
26147625000,48059,MI,48059,147,43.0888,-82.4905,Zip Code Area,1,MW,ENC
21195931900,41559,KY,41559,195,37.3744,-82.3831,Zip Code Area,8,S,ESC
28025950100,39741,MS,39741,025,33.6162,-88.8267,Zip Code Area,8,S,ESC
24510250500,21225,MD,21225,003,39.2259,-76.6153,Zip Code Area,1,S,SA
26147625000,48049,MI,48049,147,43.0349,-82.5748,Zip Code Area,1,MW,ENC
21195931900,41563,KY,41563,195,37.2311,-82.5286,Zip Code Area,10,S,ESC
02261000100,99693,AK,99693,261,60.7734,-148.6839,Post Office or large volume customer,10,W,P
02261000100,99686,AK,99686,261,61.101,-146.9,Zip Code Area,10,W,P
04001942700,86544,AZ,86544,001,35.2375,-109.5229,Post Office or large volume customer,8.1,W,M
12086000708,33054,FL,33054,086,25.9097,-80.247,Zip Code Area,1,S,SA
42051262000,15421,PA,15421,051,39.8451,-79.5991,Post Office or large volume customer,10.1,NE,MA
17097864307,60011,IL,60010,097,42.3228,-87.6101,Post Office or large volume customer,1,MW,ENC
04003001100,85617,AZ,85617,003,31.5121,-109.8438,Zip Code Area,10,W,M
21183920500,42354,KY,42354,183,37.3778,-86.9298,Zip Code Area,8.1,S,ESC
04003001602,85670,AZ,85635,003,31.8801,-109.7543,Post Office or large volume customer,1,W,M
24005490605,21152,MD,21152,005,39.5483,-76.6819,Zip Code Area,1,S,SA
48371950300,79848,TX,79848,443,30.1221,-102.3974,Post Office or large volume customer,10,S,WSC
31041971900,69157,NE,69157,009,42.065,-100.2585,Zip Code Area,10,MW,WNC
04003001602,85613,AZ,85613,003,31.5587,-110.3441,Zip Code Area,1,W,M
53061053301,98282,WA,98282,061,48.1761,-122.521,Zip Code Area,2,W,P
48371950300,78851,TX,78851,443,30.0446,-102.1146,Zip Code Area,10,S,WSC
45063020505,29228,SC,29201,063,33.9252,-81.2483,Post Office or large volume customer,1,S,SA
21191930100,41033,KY,41033,191,38.7623,-84.4859,Zip Code Area,2,S,ESC
28083950700,38943,MS,38943,015,33.5864,-89.8513,Zip Code Area,5,S,ESC
11001009504,20398,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA
42051262000,15458,PA,15458,051,39.8882,-79.8694,Zip Code Area,2,NE,MA
11001009504,20391,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA
35031945200,87375,NM,87375,031,35.4809,-108.1767,Post Office or large volume customer,5,W,M
39097040600,43151,OH,43151,097,39.733,-83.4764,Post Office or large volume customer,5,MW,ENC
11001009504,20388,DC,20003,001,38.8951,-77.0364,Post Office or large volume customer,1,S,SA
11001009504,20376,DC,20003,001,38.9164,-76.9947,Post Office or large volume customer,1,S,SA
02261000100,99677,AK,99677,261,60.8906,-146.6703,Post Office or large volume customer,10,W,P
02261000100,99588,AK,99588,261,62.1039,-145.6617,Zip Code Area,10,W,P
02261000100,99586,AK,99586,261,62.3014,-145.3027,Zip Code Area,10,W,P
02261000100,99574,AK,99574,261,60.5362,-145.7534,Zip Code Area,10,W,P
02188000100,99749,AK,99749,188,66.975,-160.4228,Zip Code Area,10,W,P
02188000100,99736,AK,99736,188,66.0737,-162.714,Zip Code Area,10,W,P
02188000100,99727,AK,99727,188,65.9789,-161.1262,Zip Code Area,10,W,P
02180000200,99785,AK,99785,180,65.3342,-166.4786,Zip Code Area,10,W,P
02180000200,99784,AK,99784,180,64.6814,-163.4056,Zip Code Area,10,W,P
02180000200,99783,AK,99783,180,65.6092,-168.0875,Zip Code Area,10,W,P
02180000200,99778,AK,99778,180,65.2402,-166.3833,Zip Code Area,10,W,P
02180000200,99772,AK,99772,180,66.2306,-166.1373,Zip Code Area,10,W,P
02180000200,99771,AK,99771,180,64.3537,-161.1932,Zip Code Area,10,W,P
02180000200,99769,AK,99769,180,63.6797,-170.4709,Zip Code Area,10,W,P
02180000200,99762,AK,99762,180,64.5011,-165.4064,Zip Code Area,7,W,P
21195931400,25672,WV,25672,059,37.7431,-82.108,Post Office or large volume customer,10,S,SA
02180000200,99742,AK,99742,180,63.7766,-171.7017,Zip Code Area,10,W,P
02180000200,99739,AK,99739,180,64.6217,-162.2604,Zip Code Area,10,W,P
02180000200,99684,AK,99684,180,63.8835,-160.7884,Zip Code Area,10,W,P
02180000200,99671,AK,99671,180,63.5222,-162.2881,Zip Code Area,10,W,P
02180000200,99659,AK,99659,180,63.4776,-162.1091,Zip Code Area,10,W,P
02170000703,99694,AK,99694,170,61.6303,-149.8181,Post Office or large volume customer,5,W,P
02170000703,99687,AK,99654,170,61.5313,-149.4784,Post Office or large volume customer,4.1,W,P
02188000100,99750,AK,99750,188,67.7269,-164.5333,Zip Code Area,10,W,P
02170000703,99629,AK,99654,170,61.5841,-149.4436,Post Office or large volume customer,4.1,W,P
02188000100,99751,AK,99751,188,66.9072,-156.8811,Zip Code Area,10,W,P
02188000100,99761,AK,99761,188,67.5711,-162.9653,Zip Code Area,10,W,P
02261000100,99573,AK,99573,261,61.977,-145.3297,Zip Code Area,10,W,P
02261000100,99566,AK,99566,261,61.5156,-144.4396,Post Office or large volume customer,10,W,P
02240000400,99737,AK,99737,240,64.0378,-145.7322,Zip Code Area,10,W,P
02240000400,99731,AK,99737,240,63.952,-146.451,Post Office or large volume customer,10,W,P
02240000100,99780,AK,99780,240,63.3367,-142.9856,Zip Code Area,10,W,P
02240000100,99776,AK,99776,240,63.3853,-143.3464,Post Office or large volume customer,10,W,P
02240000100,99764,AK,99764,240,62.9617,-141.9372,Post Office or large volume customer,10,W,P
02240000100,99738,AK,99738,240,64.7881,-141.2,Post Office or large volume customer,10,W,P
02240000100,99732,AK,99732,240,64.0733,-141.9361,Post Office or large volume customer,10,W,P
24003740702,20755,MD,20755,003,39.1059,-76.7467,Zip Code Area,1,S,SA
24003740702,20724,MD,20724,003,39.0958,-76.8155,Zip Code Area,1,S,SA
30107000100,59085,MT,59085,107,46.4242,-110.0712,Zip Code Area,10,W,M
21195931900,41566,KY,41566,195,37.4029,-82.2071,Zip Code Area,9,S,ESC
24033800212,20797,MD,20743,033,38.8336,-76.8777,Post Office or large volume customer,1,S,SA
17031820400,60501,IL,60501,031,41.7801,-87.824,Zip Code Area,1,MW,ENC
02188000100,99786,AK,99786,188,67.0861,-157.8514,Zip Code Area,10,W,P
02188000100,99773,AK,99773,188,66.8881,-157.1364,Zip Code Area,10,W,P
02188000100,99770,AK,99770,188,66.6039,-160.0069,Zip Code Area,10,W,P
02188000100,99763,AK,99763,188,66.8364,-161.0441,Zip Code Area,10,W,P
02188000100,99752,AK,99752,188,66.8985,-162.5981,Zip Code Area,7,W,P
40105172400,74072,OK,74072,105,36.9837,-95.6065,Zip Code Area,4,S,WSC
02050000200,99563,AK,99563,158,61.529,-165.5905,Zip Code Area,10,W,P
02050000200,99554,AK,99554,158,62.6944,-164.6475,Zip Code Area,10,W,P
34015501001,08096,NJ,08096,015,39.7539,-74.996,Zip Code Area,1,NE,MA
41035972000,97604,OR,97604,035,42.9465,-122.1769,Post Office or large volume customer,2,W,P
11001010700,20374,DC,20003,001,38.8951,-77.0364,Zip Code Area,1,S,SA
08001008100,80010,CO,80010,005,39.7368,-104.8646,Zip Code Area,1,W,M
11001010700,20373,DC,20373,001,38.8951,-77.0364,Zip Code Area,1,S,SA
22003950200,70651,LA,70651,003,30.5648,-92.9583,Post Office or large volume customer,2,S,WSC
30049001100,59636,MT,59636,049,46.6197,-112.1099,Post Office or large volume customer,5,W,M
55025010502,53558,WI,53558,025,43.0107,-89.2948,Zip Code Area,1,MW,ENC
06111008500,93064,CA,93064,111,34.2582,-118.7107,Post Office or large volume customer,1.1,W,P
13095000502,31743,GA,31743,261,31.9502,-84.0271,Zip Code Area,5,S,SA
41035972000,96134,CA,96134,093,41.9316,-121.4347,Zip Code Area,10,W,P
08005080700,80012,CO,80012,005,39.6987,-104.8377,Zip Code Area,1,W,M
08005080700,80013,CO,80013,005,39.6575,-104.7846,Zip Code Area,1,W,M
08005080700,80014,CO,80014,005,39.6662,-104.835,Zip Code Area,1,W,M
08005080700,80015,CO,80015,005,39.6255,-104.7874,Zip Code Area,1,W,M
08005080700,80017,CO,80017,005,39.6948,-104.7881,Zip Code Area,1,W,M
08005080700,80018,CO,80018,005,39.7102,-104.7071,Zip Code Area,1,W,M
30051050100,59545,MT,59545,051,48.911,-111.1075,Zip Code Area,10,W,M
38095951500,58365,ND,58365,095,48.8216,-99.1796,Zip Code Area,10,MW,WNC
42091205503,19066,PA,19066,091,40.003,-75.2503,Zip Code Area,1,NE,MA
12087971200,33001,FL,33001,087,24.8306,-80.8049,Post Office or large volume customer,10,S,SA
26125160900,48382,MI,48382,125,42.5834,-83.5009,Zip Code Area,1,MW,ENC
30075000100,59062,MT,59062,075,45.0903,-106.1499,Zip Code Area,10,W,M
36061012800,10075,NY,10075,061,40.7143,-74.006,Zip Code Area,1,NE,MA
30067000400,59086,MT,59086,067,45.9484,-110.6061,Zip Code Area,10.3,W,M
42045410301,19014,PA,19014,045,39.8643,-75.4332,Zip Code Area,1,NE,MA
30067000400,59052,MT,59052,097,45.5963,-109.9357,Zip Code Area,10,W,M
20135956100,67584,KS,67584,135,38.6411,-100.138,Zip Code Area,10,MW,WNC
01125010602,35111,AL,35111,073,33.2845,-87.1024,Zip Code Area,2,S,ESC
37051001800,28308,NC,28308,051,35.0635,-78.8943,Zip Code Area,1,S,SA
17039971700,61735,IL,61735,039,40.1848,-88.7637,Zip Code Area,2,MW,ENC
42045407202,19037,PA,19063,045,39.934,-75.406,Post Office or large volume customer,1,NE,MA
28049001300,39161,MS,39047,121,32.4983,-89.8686,Post Office or large volume customer,2,S,ESC
06111003300,93042,CA,93042,111,34.1134,-119.1124,Zip Code Area,1,W,P
30057000300,59740,MT,59740,057,45.408,-111.7761,Zip Code Area,10,W,M
06111003300,93043,CA,93043,111,34.1621,-119.2074,Zip Code Area,1,W,P
37049961302,28533,NC,28533,049,34.9038,-76.9,Post Office or large volume customer,4,S,SA
06049000400,96112,CA,96112,049,41.8644,-120.162,Zip Code Area,10.3,W,P
38085940900,57641,SD,57641,031,45.7084,-101.1546,Zip Code Area,10,MW,WNC
38085940900,57642,SD,57642,031,45.8763,-100.8915,Zip Code Area,10.1,MW,WNC
41035972000,97737,OR,97737,035,43.4771,-121.6853,Zip Code Area,2,W,P
08005080700,80041,CO,80011,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M
17043846504,60599,IL,60504,043,41.8397,-88.0887,Post Office or large volume customer,1,MW,ENC
08005080700,80044,CO,80014,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M
08005080700,80046,CO,80015,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M
13121010115,31146,GA,30338,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
13121010115,31141,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
01131034800,36753,AL,36753,131,32.0481,-87.2623,Post Office or large volume customer,10.1,S,ESC
13121010115,30366,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
13121010115,30362,GA,30340,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
53015000400,98645,WA,98645,015,46.3163,-122.7649,Zip Code Area,2,W,P
13121010115,30360,GA,30360,089,33.9378,-84.2716,Zip Code Area,1,S,SA
13121010115,30356,GA,30338,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
13121010115,30350,GA,30350,089,33.9795,-84.3411,Zip Code Area,1,S,SA
28039950200,39456,MS,39456,041,31.0867,-88.7977,Zip Code Area,3,S,ESC
23029955500,04694,ME,04694,029,45.1035,-67.4722,Zip Code Area,10.3,NE,NE
13121010115,30346,GA,30346,089,33.9267,-84.3334,Zip Code Area,1,S,SA
06061021501,95614,CA,95614,017,38.8923,-120.9802,Zip Code Area,2,W,P
51185020900,24634,VA,24634,027,37.2746,-81.9024,Zip Code Area,8,S,SA
13121010115,30341,GA,30341,089,33.8879,-84.2905,Zip Code Area,1,S,SA
26117970200,48852,MI,48852,117,43.3503,-85.0517,Post Office or large volume customer,10,MW,ENC
06045011102,95497,CA,95497,097,38.7256,-123.4675,Zip Code Area,10,W,P
28077960200,39140,MS,39140,077,31.73,-90.0153,Zip Code Area,3,S,ESC
45031010300,29101,SC,29101,025,34.4606,-80.2544,Zip Code Area,5,S,SA
36065022701,13401,NY,13308,065,43.2672,-75.6882,Post Office or large volume customer,3,NE,MA
13111050400,30555,GA,30555,111,34.9739,-84.4291,Zip Code Area,3,S,SA
13121010115,39901,GA,30341,089,33.8913,-84.0746,Post Office or large volume customer,1,S,SA
30033000100,59318,MT,59318,033,47.4253,-107.2668,Zip Code Area,10,W,M
08005080700,80047,CO,80017,005,39.7388,-104.4083,Post Office or large volume customer,1,W,M
06049000100,96108,CA,96108,049,41.7336,-120.3741,Zip Code Area,10.3,W,P
13091960300,31037,GA,31037,271,32.0738,-82.9146,Zip Code Area,7,S,SA
55025013301,53532,WI,53532,025,43.2478,-89.3437,Zip Code Area,1,MW,ENC
36063024404,14109,NY,14109,063,43.138,-79.0342,Zip Code Area,1,NE,MA
08073961700,80815,CO,80815,063,39.3127,-103.0624,Zip Code Area,10,W,M
30063000300,59843,MT,59843,077,46.83,-112.9413,Zip Code Area,10,W,M
48309004103,76633,TX,76633,309,31.6673,-97.3002,Zip Code Area,2,S,WSC
48309002900,76657,TX,76657,309,31.4431,-97.3943,Zip Code Area,2,S,WSC
12091020800,32542,FL,32542,091,30.5393,-86.6087,Zip Code Area,1,S,SA
45035010817,29404,SC,29404,019,32.8982,-80.0686,Zip Code Area,1,S,SA
37041930101,27980,NC,27980,041,36.2502,-76.6428,Zip Code Area,10,S,SA
42041013101,17265,PA,17265,055,40.058,-77.7368,Zip Code Area,2,NE,MA
30063000300,59733,MT,59733,077,46.59,-112.9706,Zip Code Area,10,W,M
35061971100,87028,NM,87028,053,34.3813,-106.815,Zip Code Area,2,W,M
55029100100,54246,WI,54246,029,45.3738,-86.8975,Zip Code Area,10,MW,ENC
28087000900,35471,AL,35461,107,33.2626,-88.0885,Post Office or large volume customer,6,S,ESC
06015000104,95543,CA,95543,015,41.9056,-123.831,Zip Code Area,5,W,P
13089022001,30340,GA,30340,089,33.8932,-84.2539,Zip Code Area,1,S,SA
48095950300,76841,TX,76841,327,30.829,-100.0809,Zip Code Area,10,S,WSC
02050000200,99561,AK,99561,050,60.1537,-164.2103,Zip Code Area,10,W,P
19131560300,50455,IA,50455,131,43.45,-92.6048,Zip Code Area,10,MW,WNC
38101010100,58704,ND,58704,101,48.4232,-101.3168,Zip Code Area,7,MW,WNC
02020001602,99656,AK,99656,050,61.7611,-157.3125,Zip Code Area,10,W,P
02020001602,99653,AK,99653,164,60.2025,-154.3128,Zip Code Area,10,W,P
02020001602,99652,AK,99652,170,61.5214,-149.9544,Zip Code Area,5,W,P
02020001602,99649,AK,99649,164,57.5642,-157.5792,Zip Code Area,10,W,P
02020001602,99648,AK,99648,164,55.9453,-159.2593,Zip Code Area,10,W,P
02020001602,99647,AK,99647,164,59.8681,-154.0757,Zip Code Area,10,W,P
02020001602,99643,AK,99643,150,57.2028,-153.3039,Post Office or large volume customer,8,W,P
02020001602,99640,AK,99640,164,59.9736,-154.8458,Zip Code Area,10,W,P
02020001602,99660,AK,99660,016,57.1842,-170.2764,Zip Code Area,10,W,P
02020001602,99638,AK,99638,016,52.9381,-168.8678,Zip Code Area,10,W,P
02020001602,99627,AK,99627,290,62.9457,-155.5712,Zip Code Area,10,W,P
02020001602,99626,AK,99626,050,61.5138,-160.36,Zip Code Area,10,W,P
02020001602,99625,AK,99625,164,59.2905,-156.6503,Zip Code Area,10,W,P
02020001602,99624,AK,99624,150,57.54,-153.9786,Post Office or large volume customer,8,W,P
02020001602,99619,AK,99615,150,57.79,-152.4072,Post Office or large volume customer,7,W,P
02020001602,99615,AK,99615,150,57.6036,-153.3751,Zip Code Area,7,W,P
02020001602,99613,AK,99613,060,58.6883,-156.6614,Zip Code Area,10,W,P
02020001602,99612,AK,99612,013,55.0628,-162.3056,Zip Code Area,10,W,P
02020001602,99633,AK,99633,060,58.783,-156.8992,Zip Code Area,10,W,P
02020001602,99661,AK,99661,013,55.3192,-160.4914,Zip Code Area,10,W,P
02020001602,99665,AK,99665,290,62.6822,-159.5619,Zip Code Area,10,W,P
02020001602,99667,AK,99667,170,61.9903,-151.3978,Zip Code Area,10,W,P
28045030300,39522,MS,39522,045,30.4032,-89.4982,Post Office or large volume customer,2,S,ESC
02020002900,99587,AK,99587,020,60.9577,-149.1406,Zip Code Area,2,W,P
02020002900,99545,AK,99559,050,59.9599,-162.8919,Post Office or large volume customer,7,W,P
02020002900,99540,AK,99540,020,61.1089,-149.4403,Zip Code Area,2,W,P
02020000201,99577,AK,99577,020,61.3114,-149.5085,Zip Code Area,2,W,P
02020000201,99567,AK,99567,020,61.4098,-149.4537,Zip Code Area,2,W,P
28045030300,39529,MS,39529,045,30.4032,-89.4982,Zip Code Area,2,S,ESC
02020001602,99748,AK,99748,290,64.3305,-158.7243,Zip Code Area,10,W,P
02020001602,99729,AK,99729,068,63.3955,-148.8973,Zip Code Area,10,W,P
02020001602,99697,AK,99615,150,57.79,-152.4072,Post Office or large volume customer,7,W,P
02020001602,99695,AK,99695,020,61.1089,-149.4403,Post Office or large volume customer,1,W,P
02020001602,99692,AK,99692,016,53.8898,-166.5422,Zip Code Area,10,W,P
02020001602,99691,AK,99691,290,63.0133,-154.375,Zip Code Area,10,W,P
02020001602,99685,AK,99685,016,53.8871,-166.5199,Zip Code Area,10,W,P
02020001602,99683,AK,99683,170,62.3167,-150.2314,Zip Code Area,10,W,P
47043060601,37101,TN,37101,085,36.1185,-87.6422,Zip Code Area,5,S,ESC
02020001602,99675,AK,99675,290,62.9886,-156.0642,Post Office or large volume customer,10,W,P
02020001602,99670,AK,99670,060,58.6639,-156.9756,Zip Code Area,10,W,P
02020001602,99668,AK,99668,050,61.7025,-157.1697,Zip Code Area,10,W,P
02020001602,99608,AK,99615,150,57.5689,-154.4551,Post Office or large volume customer,7,W,P
02020001602,99607,AK,99607,050,61.541,-160.3261,Zip Code Area,10,W,P
02020001602,99606,AK,99606,164,59.7525,-154.8236,Zip Code Area,10,W,P
02020001602,99602,AK,99602,290,62.1926,-159.8251,Zip Code Area,10,W,P
02020001602,99517,AK,99517,020,61.1901,-149.9361,Zip Code Area,1,W,P
02020001602,99516,AK,99516,020,61.1054,-149.78,Zip Code Area,1,W,P
02020001602,99515,AK,99515,020,61.1194,-149.8974,Zip Code Area,1,W,P
02020001602,99514,AK,99508,020,61.2181,-149.9003,Post Office or large volume customer,1,W,P
02020001602,99513,AK,99513,020,61.2149,-149.8862,Post Office or large volume customer,1,W,P
02020001602,99511,AK,99515,020,61.0683,-149.8005,Post Office or large volume customer,1,W,P
02020001602,99510,AK,99510,020,61.1446,-149.8784,Post Office or large volume customer,1,W,P
02020001602,99509,AK,99517,020,61.2181,-149.9003,Post Office or large volume customer,1,W,P
02020001602,99508,AK,99508,020,61.206,-149.8101,Zip Code Area,1,W,P
02020001602,99507,AK,99507,020,61.1535,-149.8289,Zip Code Area,1,W,P
02020001602,99506,AK,99506,020,59.8666,-158.5996,Zip Code Area,1,W,P
