pcsa,zip,state_cd,zcta,fips_code,lat,lng,zip_type,ruca_code,census_region,census_division
32510000200,89702,NV,89702,510,39.1355,-119.7588,Post Office or large volume customer,1,W,M
32510000200,89703,NV,89703,510,39.1704,-119.7782,Zip Code Area,1,W,M
32510000200,89705,NV,89705,005,39.0554,-119.8059,Zip Code Area,1,W,M
32510000200,89706,NV,89706,510,39.2025,-119.7526,Zip Code Area,1,W,M
32510000200,89423,NV,89423,005,39.0218,-119.7314,Zip Code Area,2,W,M
32510000200,89711,NV,89701,510,39.1678,-119.7764,Post Office or large volume customer,1,W,M
32510000200,89713,NV,89701,510,39.1678,-119.7764,Post Office or large volume customer,1,W,M
32510000200,89714,NV,89701,510,39.1678,-119.7764,Post Office or large volume customer,1,W,M
32510000200,89721,NV,89706,510,39.1678,-119.7764,Post Office or large volume customer,1,W,M
32007951700,89823,NV,89823,007,41.0655,-115.2748,Zip Code Area,4,W,M
32007951700,89825,NV,89825,007,41.8882,-114.7233,Zip Code Area,10.2,W,M
32007951700,89826,NV,89826,007,41.8873,-115.3813,Post Office or large volume customer,10.2,W,M
32007951700,89831,NV,89831,007,41.8385,-115.9654,Zip Code Area,10.2,W,M
32510000200,89712,NV,89701,510,39.1678,-119.7764,Post Office or large volume customer,1,W,M
32003002505,89142,NV,89142,003,36.148,-115.0404,Zip Code Area,1,W,M
32003002505,89132,NV,89119,003,36.019,-115.1519,Post Office or large volume customer,1,W,M
32003002505,89121,NV,89121,003,36.1232,-115.0902,Zip Code Area,1,W,M
32003003415,89086,NV,89086,003,36.2809,-115.1349,Zip Code Area,1,W,M
32003003415,89102,NV,89102,003,36.1433,-115.2004,Zip Code Area,1,W,M
32003003415,89103,NV,89103,003,36.1149,-115.2161,Zip Code Area,1,W,M
32003003415,89106,NV,89106,003,36.1847,-115.1617,Zip Code Area,1,W,M
32003003415,89107,NV,89107,003,36.1705,-115.2176,Zip Code Area,1,W,M
32003003415,89108,NV,89108,003,36.2044,-115.2233,Zip Code Area,1,W,M
32003003415,89113,NV,89113,003,36.0854,-115.2566,Zip Code Area,1,W,M
32003003415,89117,NV,89117,003,36.1302,-115.2755,Zip Code Area,1,W,M
32003003415,89118,NV,89118,003,36.0811,-115.2169,Zip Code Area,1,W,M
32003003415,89124,NV,89124,003,36.4257,-115.4809,Zip Code Area,1,W,M
32003003415,89125,NV,89101,003,36.2235,-115.2655,Post Office or large volume customer,1,W,M
32003003415,89126,NV,89102,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89127,NV,89106,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89128,NV,89128,003,36.1968,-115.2644,Zip Code Area,1,W,M
32003003415,89129,NV,89129,003,36.245,-115.2743,Zip Code Area,1,W,M
32003003415,89085,NV,89085,003,36.3097,-115.1981,Zip Code Area,1,W,M
32003003415,89084,NV,89084,003,36.2815,-115.1482,Zip Code Area,1,W,M
32003003415,89081,NV,89081,003,36.2583,-115.1068,Zip Code Area,1,W,M
32003003415,89070,NV,89018,003,36.5697,-115.6706,Post Office or large volume customer,2,W,M
31185969700,68367,NE,68367,185,41.021,-97.4079,Zip Code Area,8,MW,WNC
31185969700,68460,NE,68460,185,40.9198,-97.4534,Zip Code Area,8,MW,WNC
31185969700,68467,NE,68467,185,40.8667,-97.5825,Zip Code Area,7,MW,WNC
31185969900,68371,NE,68371,185,40.7814,-97.7979,Zip Code Area,8,MW,WNC
32001950301,89406,NV,89406,001,39.4703,-118.7861,Zip Code Area,4,W,M
32001950301,89407,NV,89406,001,39.4735,-118.7774,Post Office or large volume customer,4,W,M
32001950301,89408,NV,89408,019,39.6019,-119.235,Zip Code Area,2,W,M
32003003415,89130,NV,89130,003,36.2471,-115.221,Zip Code Area,1,W,M
32001950301,89496,NV,89406,001,39.4735,-118.7774,Post Office or large volume customer,4,W,M
32003003415,89018,NV,89018,003,36.5697,-115.6706,Zip Code Area,2,W,M
32003003415,89019,NV,89019,003,35.7368,-115.5405,Zip Code Area,1,W,M
32003003415,89025,NV,89025,003,36.6916,-114.6514,Post Office or large volume customer,10.1,W,M
32003003415,89031,NV,89031,003,36.2589,-115.1718,Zip Code Area,1,W,M
32003003415,89032,NV,89032,003,36.218,-115.1709,Zip Code Area,1,W,M
32003003415,89033,NV,89033,003,36.2845,-115.1345,Zip Code Area,10.1,W,M
32003003415,89054,NV,89054,003,35.935,-115.2058,Zip Code Area,1,W,M
32003003415,89004,NV,89004,003,36.0464,-115.4039,Post Office or large volume customer,2,W,M
32003003415,89131,NV,89131,003,36.2956,-115.2419,Zip Code Area,1,W,M
32003003415,89133,NV,89128,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89134,NV,89134,003,36.2092,-115.2941,Zip Code Area,1,W,M
32003003415,89164,NV,89117,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89166,NV,89166,003,36.3265,-115.3398,Zip Code Area,1,W,M
32003003415,89178,NV,89178,003,35.9977,-115.2861,Zip Code Area,1,W,M
32003003415,89179,NV,89179,003,36.2542,-115.5269,Zip Code Area,1,W,M
32003003415,89180,NV,89146,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003004601,89030,NV,89030,003,36.2115,-115.1241,Zip Code Area,1,W,M
32003004601,89087,NV,89030,003,36.2204,-115.1458,Post Office or large volume customer,1,W,M
32003003415,89162,NV,89142,003,36.1725,-115.1414,Post Office or large volume customer,1,W,M
32003004601,89101,NV,89101,003,36.1721,-115.1224,Zip Code Area,1,W,M
32003002505,89104,NV,89104,003,36.152,-115.1092,Zip Code Area,1,W,M
32003002505,89109,NV,89109,003,36.126,-115.1454,Zip Code Area,1,W,M
32003002505,89110,NV,89110,003,36.173,-115.0669,Zip Code Area,1,W,M
32003002505,89111,NV,89119,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003002505,89114,NV,89102,003,36.0113,-115.1015,Post Office or large volume customer,1,W,M
32003002505,89116,NV,89104,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003002505,89119,NV,89119,003,36.1008,-115.1365,Zip Code Area,1,W,M
32003004601,89115,NV,89115,003,36.2158,-115.0671,Zip Code Area,1,W,M
49021110200,84714,UT,84714,021,37.8958,-113.6614,Zip Code Area,4,W,M
32003003415,89157,NV,89108,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89155,NV,89106,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89135,NV,89135,003,36.1378,-115.3261,Zip Code Area,1,W,M
32003003415,89136,NV,89130,003,36.1753,-115.1364,Post Office or large volume customer,1,W,M
32003003415,89137,NV,89134,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89138,NV,89138,003,36.1666,-115.3613,Zip Code Area,1,W,M
32003003415,89139,NV,89139,003,36.0129,-115.2118,Zip Code Area,1,W,M
32003003415,89143,NV,89143,003,36.3223,-115.2932,Zip Code Area,1,W,M
32003003415,89144,NV,89144,003,36.1781,-115.3183,Zip Code Area,1,W,M
32003003415,89156,NV,89156,003,36.2034,-115.0364,Zip Code Area,1,W,M
32003003415,89145,NV,89145,003,36.1693,-115.2828,Zip Code Area,1,W,M
32003003415,89147,NV,89147,003,36.1128,-115.2801,Zip Code Area,1,W,M
32003003415,89148,NV,89148,003,36.0588,-115.3104,Zip Code Area,1,W,M
32003003415,89149,NV,89149,003,36.2765,-115.2885,Zip Code Area,1,W,M
32003003415,89150,NV,89103,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89151,NV,89146,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89152,NV,89107,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89153,NV,89107,003,36.175,-115.1372,Post Office or large volume customer,1,W,M
32003003415,89146,NV,89146,003,36.1424,-115.2242,Zip Code Area,1,W,M
33015003400,03841,NH,03841,015,42.882,-71.1758,Zip Code Area,1,NE,NE
33015003400,03873,NH,03873,015,42.9308,-71.1861,Zip Code Area,1,NE,NE
33015003701,03053,NH,03053,015,42.8656,-71.3772,Zip Code Area,1,NE,NE
34021003009,08666,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08690,NJ,08690,021,40.2336,-74.6576,Zip Code Area,1,NE,MA
34021003009,08691,NJ,08691,021,40.2197,-74.5939,Zip Code Area,1,NE,MA
34021003009,08695,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003202,08560,NJ,08560,021,40.3077,-74.8655,Zip Code Area,1,NE,MA
34021003202,08618,NJ,08618,021,40.2377,-74.7821,Zip Code Area,1,NE,MA
34021003202,08628,NJ,08628,021,40.2655,-74.8168,Zip Code Area,1,NE,MA
34021003202,08638,NJ,08638,021,40.251,-74.7627,Zip Code Area,1,NE,MA
34021004201,08502,NJ,08502,035,40.4483,-74.6557,Zip Code Area,1,NE,MA
34021004201,08504,NJ,08558,035,40.4076,-74.7027,Post Office or large volume customer,1,NE,MA
34021004201,08512,NJ,08512,023,40.3039,-74.5065,Zip Code Area,2,NE,MA
34021004201,08525,NJ,08525,021,40.3902,-74.771,Zip Code Area,1,NE,MA
34021004201,08528,NJ,08528,035,40.3828,-74.6096,Zip Code Area,1,NE,MA
34021004201,08534,NJ,08534,021,40.3339,-74.7944,Zip Code Area,1,NE,MA
34021004201,08536,NJ,08536,023,40.3324,-74.5688,Zip Code Area,1,NE,MA
34021003009,08650,NJ,08691,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08647,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08646,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08645,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08561,NJ,08561,021,40.2423,-74.5787,Zip Code Area,1,NE,MA
34021003009,08601,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08602,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08603,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08604,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08605,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08606,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021004201,08540,NJ,08540,021,40.3666,-74.6408,Zip Code Area,1,NE,MA
34021003009,08607,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08609,NJ,08609,021,40.2248,-74.741,Zip Code Area,1,NE,MA
34021003009,08610,NJ,08610,021,40.2016,-74.705,Zip Code Area,1,NE,MA
34021003009,08611,NJ,08611,021,40.2171,-74.7429,Zip Code Area,1,NE,MA
34021003009,08619,NJ,08619,021,40.2418,-74.6962,Zip Code Area,1,NE,MA
34021003009,08620,NJ,08620,021,40.167,-74.6488,Zip Code Area,1,NE,MA
34021003009,08625,NJ,08608,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34021003009,08629,NJ,08629,021,40.2196,-74.7334,Zip Code Area,1,NE,MA
34021003009,08608,NJ,08608,021,40.2204,-74.7622,Zip Code Area,1,NE,MA
34019011900,08530,NJ,08530,019,40.3731,-74.9266,Zip Code Area,1,NE,MA
34021004201,08541,NJ,08540,021,40.3487,-74.659,Post Office or large volume customer,1,NE,MA
34021004201,08543,NJ,08540,021,40.2805,-74.712,Post Office or large volume customer,1,NE,MA
34023001417,08840,NJ,08840,023,40.5449,-74.3517,Zip Code Area,1,NE,MA
34023001417,08855,NJ,08854,023,40.43,-74.4173,Post Office or large volume customer,1,NE,MA
34023001417,08899,NJ,08817,023,40.5203,-74.4205,Post Office or large volume customer,1,NE,MA
34023001417,08903,NJ,08901,023,40.5139,-74.4451,Post Office or large volume customer,1,NE,MA
34023000902,07061,NJ,07060,039,40.6657,-74.2997,Post Office or large volume customer,1,NE,MA
34023000902,07062,NJ,07062,039,40.6323,-74.3997,Zip Code Area,1,NE,MA
34035053404,08873,NJ,08873,035,40.5007,-74.5013,Zip Code Area,1,NE,MA
34035053404,08875,NJ,08873,035,40.4976,-74.4885,Post Office or large volume customer,1,NE,MA
34035053404,08904,NJ,08904,023,40.4991,-74.4266,Zip Code Area,1,NE,MA
34039036301,07065,NJ,07065,039,40.6087,-74.2819,Zip Code Area,1,NE,MA
34039036301,07066,NJ,07066,039,40.6203,-74.3106,Zip Code Area,1,NE,MA
34039036301,07067,NJ,07067,023,40.5937,-74.3164,Zip Code Area,1,NE,MA
34023002603,07001,NJ,07001,023,40.5826,-74.2785,Zip Code Area,1,NE,MA
34023002603,07077,NJ,07077,023,40.5542,-74.2607,Zip Code Area,1,NE,MA
34023002603,07095,NJ,07095,023,40.556,-74.2845,Zip Code Area,1,NE,MA
34023001417,08837,NJ,08837,023,40.5325,-74.3375,Zip Code Area,1,NE,MA
34023001417,08832,NJ,08832,023,40.5192,-74.3021,Zip Code Area,1,NE,MA
34023001417,08820,NJ,08820,023,40.578,-74.3589,Zip Code Area,1,NE,MA
34023001417,08818,NJ,08817,023,40.43,-74.4173,Post Office or large volume customer,1,NE,MA
34021004201,08544,NJ,08542,021,40.3492,-74.6528,Zip Code Area,1,NE,MA
34021004201,08550,NJ,08550,021,40.2669,-74.6511,Zip Code Area,2,NE,MA
34021004201,08553,NJ,08553,035,40.401,-74.64,Zip Code Area,1,NE,MA
34021004201,08558,NJ,08558,035,40.4173,-74.6938,Zip Code Area,1,NE,MA
34021004201,08810,NJ,08810,023,40.3825,-74.5111,Zip Code Area,1,NE,MA
34021004201,08823,NJ,08823,035,40.4421,-74.5369,Zip Code Area,1,NE,MA
34021004201,08824,NJ,08824,023,40.4208,-74.5529,Zip Code Area,1,NE,MA
34021004201,08542,NJ,08542,021,40.3535,-74.6594,Zip Code Area,1,NE,MA
34021004201,08852,NJ,08852,023,40.3869,-74.5558,Zip Code Area,1,NE,MA
34035052100,07060,NJ,07060,039,40.6152,-74.415,Zip Code Area,1,NE,MA
34035052100,07063,NJ,07063,039,40.6048,-74.4427,Zip Code Area,1,NE,MA
34035052100,07080,NJ,07080,023,40.5839,-74.4147,Zip Code Area,1,NE,MA
34035052100,08812,NJ,08812,023,40.5897,-74.4639,Zip Code Area,1,NE,MA
34035052100,08846,NJ,08846,023,40.5759,-74.5008,Zip Code Area,1,NE,MA
34035052100,08854,NJ,08854,023,40.5515,-74.459,Zip Code Area,1,NE,MA
34023001417,08817,NJ,08817,023,40.5171,-74.3973,Zip Code Area,1,NE,MA
34021004403,08520,NJ,08520,021,40.2669,-74.525,Zip Code Area,2,NE,MA
34023002603,08830,NJ,08830,023,40.5716,-74.3167,Zip Code Area,1,NE,MA
34019011301,08887,NJ,08887,019,40.5206,-74.7946,Zip Code Area,1,NE,MA
34019011301,08867,NJ,08867,019,40.5992,-74.9576,Zip Code Area,2,NE,MA
34015501603,08322,NJ,08322,015,39.6156,-75.0409,Zip Code Area,1,NE,MA
34015501603,08344,NJ,08344,015,39.5553,-75.0276,Zip Code Area,1,NE,MA
34015502001,08039,NJ,08039,015,39.6931,-75.2711,Post Office or large volume customer,2,NE,MA
34015502001,08062,NJ,08062,015,39.7252,-75.2065,Zip Code Area,1,NE,MA
34015502002,08025,NJ,08062,015,39.7015,-75.1629,Post Office or large volume customer,1,NE,MA
34015502002,08074,NJ,08074,015,39.7206,-75.1681,Post Office or large volume customer,1,NE,MA
34015502200,08014,NJ,08014,015,39.8016,-75.3478,Zip Code Area,1,NE,MA
34015502200,08085,NJ,08085,015,39.7529,-75.3362,Zip Code Area,1,NE,MA
34017000600,07307,NJ,07307,017,40.7482,-74.0498,Zip Code Area,1,NE,MA
34017001800,07097,NJ,07307,017,40.7328,-74.0755,Post Office or large volume customer,1,NE,MA
34017001800,07302,NJ,07302,017,40.7221,-74.0469,Zip Code Area,1,NE,MA
34017001800,07303,NJ,07302,017,40.7328,-74.0755,Post Office or large volume customer,1,NE,MA
34017001800,07304,NJ,07304,017,40.718,-74.0754,Zip Code Area,1,NE,MA
34017001800,07306,NJ,07306,017,40.7321,-74.066,Zip Code Area,1,NE,MA
34017001800,07308,NJ,07302,017,40.7328,-74.0755,Post Office or large volume customer,1,NE,MA
34015501603,08094,NJ,08094,015,39.665,-74.971,Zip Code Area,1,NE,MA
34015501406,08343,NJ,08343,015,39.6442,-75.1568,Zip Code Area,1,NE,MA
34015501406,08312,NJ,08312,015,39.659,-75.0942,Zip Code Area,1,NE,MA
34015501406,08028,NJ,08028,015,39.7068,-75.1172,Zip Code Area,1,NE,MA
34013021000,07044,NJ,07044,013,40.8319,-74.2428,Zip Code Area,1,NE,MA
34013021601,07004,NJ,07004,013,40.8822,-74.296,Zip Code Area,1,NE,MA
34013021702,07007,NJ,07006,013,40.8398,-74.2765,Post Office or large volume customer,1,NE,MA
34015501001,08063,NJ,08063,015,39.8664,-75.1794,Zip Code Area,1,NE,MA
34015501001,08093,NJ,08093,015,39.8605,-75.1323,Zip Code Area,1,NE,MA
34015500205,08027,NJ,08027,015,39.8231,-75.2751,Zip Code Area,1,NE,MA
34015500205,08066,NJ,08066,015,39.8312,-75.2242,Zip Code Area,1,NE,MA
34017001800,07310,NJ,07310,017,40.7324,-74.0431,Zip Code Area,1,NE,MA
34015500205,08086,NJ,08086,015,39.8457,-75.1943,Zip Code Area,1,NE,MA
34015500600,08020,NJ,08020,015,39.7992,-75.2237,Zip Code Area,1,NE,MA
34015500600,08056,NJ,08056,015,39.7857,-75.2498,Zip Code Area,1,NE,MA
34015500600,08061,NJ,08061,015,39.8097,-75.2082,Zip Code Area,1,NE,MA
34015500800,08051,NJ,08051,015,39.787,-75.1785,Zip Code Area,1,NE,MA
34015500800,08090,NJ,08090,015,39.7993,-75.1536,Zip Code Area,1,NE,MA
34015500900,08097,NJ,08097,015,39.8142,-75.153,Zip Code Area,1,NE,MA
34015501301,08071,NJ,08071,015,39.7312,-75.1297,Zip Code Area,1,NE,MA
34015500205,19113,PA,19113,045,39.865,-75.2752,Zip Code Area,1,NE,MA
34019011301,08868,NJ,08867,019,40.5655,-74.9389,Post Office or large volume customer,2,NE,MA
34017001800,07311,NJ,07311,017,40.7323,-74.0754,Post Office or large volume customer,1,NE,MA
34017001800,07399,NJ,07307,017,40.7323,-74.0754,Post Office or large volume customer,1,NE,MA
34019010701,08804,NJ,08804,019,40.6437,-75.0966,Zip Code Area,2,NE,MA
34019010701,08809,NJ,08809,019,40.6412,-74.9088,Zip Code Area,1,NE,MA
34019010701,08827,NJ,08827,019,40.6774,-74.9622,Zip Code Area,2,NE,MA
34019010701,08829,NJ,08829,019,40.6684,-74.8937,Zip Code Area,1,NE,MA
34019011301,08551,NJ,08551,019,40.4459,-74.8288,Zip Code Area,2,NE,MA
34019011301,08556,NJ,08559,019,40.42,-74.9886,Zip Code Area,2,NE,MA
34019011301,08557,NJ,08559,019,40.4459,-74.9435,Post Office or large volume customer,2,NE,MA
34019011301,08559,NJ,08559,019,40.4397,-74.9554,Zip Code Area,2,NE,MA
34019011301,08801,NJ,08801,019,40.6287,-74.8855,Zip Code Area,1,NE,MA
34019011301,08803,NJ,08825,019,40.5218,-75.006,Post Office or large volume customer,2,NE,MA
34019011301,08822,NJ,08822,019,40.518,-74.8453,Zip Code Area,1,NE,MA
34019011301,08825,NJ,08825,019,40.5208,-75.0325,Zip Code Area,2,NE,MA
34019011301,08833,NJ,08833,019,40.6466,-74.829,Zip Code Area,1,NE,MA
34019011301,08834,NJ,08848,019,40.5637,-74.9494,Post Office or large volume customer,2,NE,MA
34019011301,08848,NJ,08848,019,40.5929,-75.1025,Zip Code Area,2,NE,MA
34019010701,08802,NJ,08802,041,40.695,-75.0281,Zip Code Area,2,NE,MA
34019010200,08826,NJ,08826,019,40.7134,-74.9162,Zip Code Area,2,NE,MA
34019010200,07831,NJ,08826,041,40.7394,-74.9448,Post Office or large volume customer,2,NE,MA
34019011100,08889,NJ,08889,019,40.6156,-74.7724,Zip Code Area,1,NE,MA
34017010700,07002,NJ,07002,017,40.6664,-74.1192,Zip Code Area,1,NE,MA
34017010700,07305,NJ,07305,017,40.702,-74.089,Zip Code Area,1,NE,MA
34017013900,07029,NJ,07029,017,40.7445,-74.1508,Zip Code Area,1,NE,MA
34017017200,07047,NJ,07047,017,40.7939,-74.0258,Zip Code Area,1,NE,MA
34017017200,07086,NJ,07086,017,40.7681,-74.0208,Zip Code Area,1,NE,MA
34017017200,07087,NJ,07087,017,40.7674,-74.0323,Zip Code Area,1,NE,MA
34017017200,07093,NJ,07093,017,40.7888,-74.0115,Zip Code Area,1,NE,MA
34017001800,07395,NJ,07302,017,40.7279,-74.078,Post Office or large volume customer,1,NE,MA
34017019400,07030,NJ,07030,017,40.7445,-74.0329,Zip Code Area,1,NE,MA
34017020000,07096,NJ,07094,017,40.7328,-74.0755,Post Office or large volume customer,1,NE,MA
34019011100,07830,NJ,07830,019,40.7162,-74.8152,Zip Code Area,2,NE,MA
34019011100,07979,NJ,07979,019,40.7026,-74.7276,Post Office or large volume customer,2,NE,MA
34019011100,08858,NJ,08858,019,40.6726,-74.7474,Post Office or large volume customer,2,NE,MA
34019011100,08870,NJ,08889,019,40.5687,-74.7377,Post Office or large volume customer,1,NE,MA
34019011100,08885,NJ,08822,019,40.5764,-74.8311,Post Office or large volume customer,1,NE,MA
34019011100,08888,NJ,08889,019,40.6194,-74.7406,Post Office or large volume customer,1,NE,MA
34017020000,07094,NJ,07094,017,40.791,-74.0634,Zip Code Area,1,NE,MA
34023002603,08863,NJ,08863,023,40.5393,-74.3117,Zip Code Area,1,NE,MA
34023004400,08861,NJ,08861,023,40.5176,-74.2754,Zip Code Area,1,NE,MA
34023004400,08862,NJ,08861,023,40.43,-74.4173,Post Office or large volume customer,1,NE,MA
34027042600,07981,NJ,07981,027,40.8219,-74.42,Zip Code Area,1,NE,MA
34027042302,07950,NJ,07950,027,40.8445,-74.4824,Zip Code Area,1,NE,MA
34035052400,07920,NJ,07920,035,40.6789,-74.5605,Zip Code Area,1,NE,MA
34035052400,07921,NJ,07921,035,40.6571,-74.6432,Zip Code Area,1,NE,MA
34035052400,07924,NJ,07924,035,40.7225,-74.5778,Zip Code Area,1,NE,MA
34035052400,07931,NJ,07931,035,40.6996,-74.6536,Zip Code Area,1,NE,MA
34035052400,07934,NJ,07934,035,40.7219,-74.6707,Zip Code Area,1,NE,MA
34035052400,07935,NJ,07935,027,40.7416,-74.4517,Zip Code Area,1,NE,MA
34035052400,07939,NJ,07939,035,40.6674,-74.5539,Post Office or large volume customer,1,NE,MA
34035052400,07976,NJ,07976,027,40.7347,-74.4845,Zip Code Area,2,NE,MA
34035052400,07977,NJ,07977,035,40.7079,-74.6541,Post Office or large volume customer,1,NE,MA
34027044800,07802,NJ,07801,027,40.8673,-74.5783,Post Office or large volume customer,1,NE,MA
34027044800,07803,NJ,07803,027,40.8771,-74.5845,Zip Code Area,1,NE,MA
34027044800,07847,NJ,07847,027,40.8819,-74.621,Zip Code Area,1,NE,MA
34027044800,07856,NJ,07856,027,40.9283,-74.6363,Zip Code Area,1,NE,MA
34027042600,07940,NJ,07940,027,40.7599,-74.4179,Zip Code Area,1,NE,MA
34027042600,07932,NJ,07932,027,40.7757,-74.3928,Zip Code Area,1,NE,MA
34027042200,07999,NJ,07981,027,40.8673,-74.5783,Post Office or large volume customer,1,NE,MA
34027042200,07963,NJ,07960,027,40.7968,-74.4815,Post Office or large volume customer,1,NE,MA
34027040500,07405,NJ,07405,027,40.9988,-74.4261,Zip Code Area,1,NE,MA
34027040803,07045,NJ,07045,027,40.9049,-74.3646,Zip Code Area,1,NE,MA
34027040803,07058,NJ,07058,027,40.8742,-74.35,Zip Code Area,1,NE,MA
34027040803,07082,NJ,07082,027,40.9277,-74.3428,Zip Code Area,1,NE,MA
34027041400,07005,NJ,07005,027,40.9115,-74.414,Zip Code Area,1,NE,MA
34027041400,07034,NJ,07034,027,40.8825,-74.383,Zip Code Area,1,NE,MA
34027041400,07046,NJ,07046,027,40.8904,-74.4415,Zip Code Area,1,NE,MA
34027044601,07435,NJ,07435,031,41.0647,-74.4359,Zip Code Area,2,NE,MA
34027041400,07054,NJ,07054,027,40.8621,-74.4117,Zip Code Area,1,NE,MA
34027041400,07834,NJ,07834,027,40.8897,-74.4844,Zip Code Area,1,NE,MA
34027041400,07842,NJ,07842,027,40.944,-74.4927,Post Office or large volume customer,1,NE,MA
34027041400,07866,NJ,07866,027,40.9229,-74.5094,Zip Code Area,1,NE,MA
34027043402,07960,NJ,07960,027,40.7952,-74.4873,Zip Code Area,1,NE,MA
34027041901,07936,NJ,07936,027,40.8192,-74.3636,Zip Code Area,1,NE,MA
34027042200,07927,NJ,07927,027,40.8223,-74.4569,Zip Code Area,1,NE,MA
34027042200,07962,NJ,07960,027,40.8673,-74.5783,Post Office or large volume customer,1,NE,MA
34027041400,07801,NJ,07801,027,40.9176,-74.5467,Zip Code Area,1,NE,MA
34027040400,07457,NJ,07457,027,40.9931,-74.3088,Zip Code Area,1,NE,MA
34027044601,07438,NJ,07438,031,41.0302,-74.5198,Zip Code Area,2,NE,MA
34027044702,07885,NJ,07885,027,40.9139,-74.5863,Zip Code Area,1,NE,MA
34027046298,07870,NJ,07870,027,40.7993,-74.8138,Post Office or large volume customer,1,NE,MA
34029711400,08738,NJ,08738,029,40.0261,-74.0562,Zip Code Area,1,NE,MA
34029711400,08742,NJ,08742,029,40.0806,-74.0595,Zip Code Area,1,NE,MA
34029723000,08721,NJ,08721,029,39.9093,-74.1549,Zip Code Area,1,NE,MA
34029723000,08722,NJ,08722,029,39.9302,-74.1961,Zip Code Area,1,NE,MA
34029723000,08732,NJ,08732,029,39.9432,-74.1468,Zip Code Area,1,NE,MA
34029723000,08735,NJ,08735,029,39.9775,-74.0704,Zip Code Area,1,NE,MA
34029723000,08739,NJ,08738,029,40.0026,-74.0604,Post Office or large volume customer,1,NE,MA
34029723000,08740,NJ,08740,029,39.926,-74.1351,Zip Code Area,1,NE,MA
34029723000,08741,NJ,08741,029,39.9347,-74.168,Zip Code Area,1,NE,MA
34029723000,08751,NJ,08751,029,39.9466,-74.0765,Zip Code Area,1,NE,MA
34029723000,08752,NJ,08752,029,39.9222,-74.0795,Zip Code Area,1,NE,MA
34029723000,08753,NJ,08753,029,39.9771,-74.1565,Zip Code Area,1,NE,MA
34029723000,08754,NJ,08753,029,40.0008,-74.2493,Post Office or large volume customer,1,NE,MA
34029723000,08755,NJ,08755,029,39.9999,-74.2228,Zip Code Area,1,NE,MA
34041031401,07880,NJ,07880,041,40.8648,-74.897,Post Office or large volume customer,1,NE,MA
34041031401,07865,NJ,07865,041,40.7906,-74.9167,Zip Code Area,1,NE,MA
34041031401,07863,NJ,07863,041,40.8105,-75.0019,Zip Code Area,2,NE,MA
34041031401,07853,NJ,07853,027,40.7878,-74.787,Zip Code Area,1,NE,MA
34027045402,07843,NJ,07843,037,40.939,-74.6616,Zip Code Area,1,NE,MA
34027045402,07850,NJ,07850,027,40.9087,-74.6554,Zip Code Area,1,NE,MA
34027045502,07836,NJ,07836,027,40.8453,-74.7019,Zip Code Area,1,NE,MA
34027045502,07852,NJ,07852,027,40.878,-74.6554,Zip Code Area,1,NE,MA
34027045502,07876,NJ,07876,027,40.8539,-74.6536,Zip Code Area,1,NE,MA
34027045701,07869,NJ,07869,027,40.8456,-74.5725,Zip Code Area,1,NE,MA
34027046400,07926,NJ,07926,027,40.8004,-74.5718,Post Office or large volume customer,1,NE,MA
34027044702,07849,NJ,07849,027,40.9506,-74.6129,Zip Code Area,1,NE,MA
