val,label,level,level_order,adult
001,GISL,12,4,0
0010,GISL,12,4,0
0011,GISL,12,4,0
0019,GISL,12,4,0
002,GISL,12,4,0
0020,GISL,12,4,0
0021,GISL,12,4,0
0022,GISL,12,4,0
0023,GISL,12,4,0
0029,GISL,12,4,0
003,GISL,12,4,0
0030,GISL,12,4,0
0031,GISL,12,4,0
0032,GISL,12,4,0
00320,GISL,12,4,0
00321,GISL,12,4,0
00322,GISL,12,4,0
00323,GISL,12,4,0
00324,GISL,12,4,0
00329,GISL,12,4,0
0038,GISL,12,4,0
0039,GISL,12,4,0
004,GISL,12,4,0
0040,GISL,12,4,0
0041,GISL,12,4,0
0042,GISL,12,4,0
0043,GISL,12,4,0
0048,GISL,12,4,0
0049,GISL,12,4,0
005,GISL,12,4,0
0050,GISL,12,4,0
0051,GISL,12,4,0
0052,GISL,12,4,0
0053,GISL,12,4,0
0054,GISL,12,4,0
0058,GISL,12,4,0
00581,GISL,12,4,0
00589,GISL,12,4,0
0059,GISL,12,4,0
006,GISL,12,4,0
0060,GISL,12,4,0
0061,GISL,12,4,0
0062,GISL,12,4,0
0063,GISL,12,4,0
0064,GISL,12,4,0
0065,GISL,12,4,0
0066,GISL,12,4,0
0068,GISL,12,4,0
0069,GISL,12,4,0
007,GISL,12,4,0
0070,GISL,12,4,0
0071,GISL,12,4,0
0072,GISL,12,4,0
0073,GISL,12,4,0
0074,GISL,12,4,0
0075,GIL,12,3,0
0078,GISL,12,4,0
0079,GISL,12,4,0
008,GISL,12,4,0
0080,GISL,12,4,0
00800,GISL,12,4,0
00801,GISL,12,4,0
00802,GISL,12,4,0
00803,GISL,12,4,0
00804,GISL,12,4,0
00809,GISL,12,4,0
0081,GISL,12,4,0
0082,GISL,12,4,0
0083,GISL,12,4,0
0084,GISL,12,4,0
00841,GISL,12,4,0
00842,GISL,12,4,0
00843,GISL,12,4,0
00844,GISL,12,4,0
00845,GISL,12,4,0
00846,GISL,12,4,0
00847,GISL,12,4,0
00849,GISL,12,4,0
0085,GISL,12,4,0
0086,GISL,12,4,0
00861,GISL,12,4,0
00862,GISL,12,4,0
00863,GISL,12,4,0
00864,GISL,12,4,0
00865,GISL,12,4,0
00866,GISL,12,4,0
00867,GISL,12,4,0
00869,GISL,12,4,0
0088,GISL,12,4,0
009,GISL,12,4,0
0090,GISL,12,4,0
0091,GISL,12,4,0
0092,GISL,12,4,0
0093,GISL,12,4,0
010,PULSL,18,5,0
0100,PULSL,18,5,0
01000,PULSL,18,5,0
01001,PULSL,18,5,0
01002,PULSL,18,5,0
01003,PULSL,18,5,0
01004,PULSL,18,5,0
01005,PULSL,18,5,0
01006,PULSL,18,5,0
0101,PULSL,18,5,0
01010,PULSL,18,5,0
01011,PULSL,18,5,0
01012,PULSL,18,5,0
01013,PULSL,18,5,0
01014,PULSL,18,5,0
01015,PULSL,18,5,0
01016,PULSL,18,5,0
0108,PULSL,18,5,0
01080,PULSL,18,5,0
01081,PULSL,18,5,0
01082,PULSL,18,5,0
01083,PULSL,18,5,0
01084,PULSL,18,5,0
01085,PULSL,18,5,0
01086,PULSL,18,5,0
0109,PULSL,18,5,0
01090,PULSL,18,5,0
01091,PULSL,18,5,0
01092,PULSL,18,5,0
01093,PULSL,18,5,0
01094,PULSL,18,5,0
01095,PULSL,18,5,0
01096,PULSL,18,5,0
011,PULSL,18,5,0
0110,PULSL,18,5,0
01100,PULSL,18,5,0
01101,PULSL,18,5,0
01102,PULSL,18,5,0
01103,PULSL,18,5,0
01104,PULSL,18,5,0
01105,PULSL,18,5,0
01106,PULSL,18,5,0
0111,PULSL,18,5,0
01110,PULSL,18,5,0
01111,PULSL,18,5,0
01112,PULSL,18,5,0
01113,PULSL,18,5,0
01114,PULSL,18,5,0
01115,PULSL,18,5,0
01116,PULSL,18,5,0
0112,PULSL,18,5,0
01120,PULSL,18,5,0
01121,PULSL,18,5,0
01122,PULSL,18,5,0
01123,PULSL,18,5,0
01124,PULSL,18,5,0
01125,PULSL,18,5,0
01126,PULSL,18,5,0
0113,PULSL,18,5,0
01130,PULSL,18,5,0
01131,PULSL,18,5,0
01132,PULSL,18,5,0
01133,PULSL,18,5,0
01134,PULSL,18,5,0
01135,PULSL,18,5,0
01136,PULSL,18,5,0
0114,PULSL,18,5,0
01140,PULSL,18,5,0
01141,PULSL,18,5,0
01142,PULSL,18,5,0
01143,PULSL,18,5,0
01144,PULSL,18,5,0
01145,PULSL,18,5,0
01146,PULSL,18,5,0
0115,PULSL,18,5,0
01150,PULSL,18,5,0
01151,PULSL,18,5,0
01152,PULSL,18,5,0
01153,PULSL,18,5,0
01154,PULSL,18,5,0
01155,PULSL,18,5,0
01156,PULSL,18,5,0
0116,PULSL,18,5,0
01160,PULSL,18,5,0
01161,PULSL,18,5,0
01162,PULSL,18,5,0
01163,PULSL,18,5,0
01164,PULSL,18,5,0
01165,PULSL,18,5,0
01166,PULSL,18,5,0
0117,PULSL,18,5,0
01170,PULSL,18,5,0
01171,PULSL,18,5,0
01172,PULSL,18,5,0
01173,PULSL,18,5,0
01174,PULSL,18,5,0
01175,PULSL,18,5,0
01176,PULSL,18,5,0
0118,PULSL,18,5,0
01180,PULSL,18,5,0
01181,PULSL,18,5,0
01182,PULSL,18,5,0
01183,PULSL,18,5,0
01184,PULSL,18,5,0
01185,PULSL,18,5,0
01186,PULSL,18,5,0
0119,PULSL,18,5,0
01190,PULSL,18,5,0
01191,PULSL,18,5,0
01192,PULSL,18,5,0
01193,PULSL,18,5,0
01194,PULSL,18,5,0
01195,PULSL,18,5,0
01196,PULSL,18,5,0
012,PULSL,18,5,0
0120,PULSL,18,5,0
01200,PULSL,18,5,0
01201,PULSL,18,5,0
01202,PULSL,18,5,0
01203,PULSL,18,5,0
01204,PULSL,18,5,0
01205,PULSL,18,5,0
01206,PULSL,18,5,0
0121,PULSL,18,5,0
01210,PULSL,18,5,0
01211,PULSL,18,5,0
01212,PULSL,18,5,0
01213,PULSL,18,5,0
01214,PULSL,18,5,0
01215,PULSL,18,5,0
01216,PULSL,18,5,0
0122,PULSL,18,5,0
01220,PULSL,18,5,0
01221,PULSL,18,5,0
01222,PULSL,18,5,0
01223,PULSL,18,5,0
01224,PULSL,18,5,0
01225,PULSL,18,5,0
01226,PULSL,18,5,0
0123,PULSL,18,5,0
01230,PULSL,18,5,0
01231,PULSL,18,5,0
01232,PULSL,18,5,0
01233,PULSL,18,5,0
01234,PULSL,18,5,0
01235,PULSL,18,5,0
01236,PULSL,18,5,0
0128,PULSL,18,5,0
01280,PULSL,18,5,0
01281,PULSL,18,5,0
01282,PULSL,18,5,0
01283,PULSL,18,5,0
01284,PULSL,18,5,0
01285,PULSL,18,5,0
01286,PULSL,18,5,0
013,PULSL,18,5,0
0130,PULSL,18,5,0
01300,PULSL,18,5,0
01301,PULSL,18,5,0
01302,PULSL,18,5,0
01303,PULSL,18,5,0
01304,PULSL,18,5,0
01305,PULSL,18,5,0
01306,PULSL,18,5,0
0131,PULSL,18,5,0
01310,PULSL,18,5,0
01311,PULSL,18,5,0
01312,PULSL,18,5,0
01313,PULSL,18,5,0
01314,PULSL,18,5,0
01315,PULSL,18,5,0
01316,PULSL,18,5,0
0132,PULSL,18,5,0
01320,PULSL,18,5,0
01321,PULSL,18,5,0
01322,PULSL,18,5,0
01323,PULSL,18,5,0
01324,PULSL,18,5,0
01325,PULSL,18,5,0
01326,PULSL,18,5,0
0133,PULSL,18,5,0
01330,PULSL,18,5,0
01331,PULSL,18,5,0
01332,PULSL,18,5,0
01333,PULSL,18,5,0
01334,PULSL,18,5,0
01335,PULSL,18,5,0
01336,PULSL,18,5,0
0134,PULSL,18,5,0
01340,PULSL,18,5,0
01341,PULSL,18,5,0
01342,PULSL,18,5,0
01343,PULSL,18,5,0
01344,PULSL,18,5,0
01345,PULSL,18,5,0
01346,PULSL,18,5,0
0135,PULSL,18,5,0
01350,PULSL,18,5,0
01351,PULSL,18,5,0
01352,PULSL,18,5,0
01353,PULSL,18,5,0
01354,PULSL,18,5,0
01355,PULSL,18,5,0
01356,PULSL,18,5,0
0136,PULSL,18,5,0
01360,PULSL,18,5,0
01361,PULSL,18,5,0
01362,PULSL,18,5,0
01363,PULSL,18,5,0
01364,PULSL,18,5,0
01365,PULSL,18,5,0
01366,PULSL,18,5,0
0138,PULSL,18,5,0
01380,PULSL,18,5,0
01381,PULSL,18,5,0
01382,PULSL,18,5,0
01383,PULSL,18,5,0
01384,PULSL,18,5,0
01385,PULSL,18,5,0
01386,PULSL,18,5,0
0139,PULSL,18,5,0
01390,PULSL,18,5,0
01391,PULSL,18,5,0
01392,PULSL,18,5,0
01393,PULSL,18,5,0
01394,PULSL,18,5,0
01395,PULSL,18,5,0
01396,PULSL,18,5,0
014,PULSL,18,5,0
0140,PULSL,18,5,0
01400,PULSL,18,5,0
01401,PULSL,18,5,0
01402,PULSL,18,5,0
01403,PULSL,18,5,0
01404,PULSL,18,5,0
01405,PULSL,18,5,0
01406,PULSL,18,5,0
0148,PULSL,18,5,0
01480,PULSL,18,5,0
01481,PULSL,18,5,0
01482,PULSL,18,5,0
01483,PULSL,18,5,0
01484,PULSL,18,5,0
01485,PULSL,18,5,0
01486,PULSL,18,5,0
015,PULSL,18,5,0
0150,PULSL,18,5,0
01500,PULSL,18,5,0
01501,PULSL,18,5,0
01502,PULSL,18,5,0
01503,PULSL,18,5,0
01504,PULSL,18,5,0
01505,PULSL,18,5,0
01506,PULSL,18,5,0
0151,PULSL,18,5,0
01510,PULSL,18,5,0
01511,PULSL,18,5,0
01512,PULSL,18,5,0
01513,PULSL,18,5,0
01514,PULSL,18,5,0
01515,PULSL,18,5,0
01516,PULSL,18,5,0
0152,PULSL,18,5,0
01520,PULSL,18,5,0
01521,PULSL,18,5,0
01522,PULSL,18,5,0
01523,PULSL,18,5,0
01524,PULSL,18,5,0
01525,PULSL,18,5,0
01526,PULSL,18,5,0
0155,PULSL,18,5,0
01550,PULSL,18,5,0
01551,PULSL,18,5,0
01552,PULSL,18,5,0
01553,PULSL,18,5,0
01554,PULSL,18,5,0
01555,PULSL,18,5,0
01556,PULSL,18,5,0
0156,PULSL,18,5,0
01560,PULSL,18,5,0
01561,PULSL,18,5,0
01562,PULSL,18,5,0
01563,PULSL,18,5,0
01564,PULSL,18,5,0
01565,PULSL,18,5,0
01566,PULSL,18,5,0
0157,PULSL,18,5,0
01570,PULSL,18,5,0
01571,PULSL,18,5,0
01572,PULSL,18,5,0
01573,PULSL,18,5,0
01574,PULSL,18,5,0
01575,PULSL,18,5,0
01576,PULSL,18,5,0
0158,PULSL,18,5,0
01580,PULSL,18,5,0
01581,PULSL,18,5,0
01582,PULSL,18,5,0
01583,PULSL,18,5,0
01584,PULSL,18,5,0
01585,PULSL,18,5,0
01586,PULSL,18,5,0
0159,PULSL,18,5,0
01590,PULSL,18,5,0
01591,PULSL,18,5,0
01592,PULSL,18,5,0
01593,PULSL,18,5,0
01594,PULSL,18,5,0
01595,PULSL,18,5,0
01596,PULSL,18,5,0
016,PULSL,18,5,0
0160,PULSL,18,5,0
01600,PULSL,18,5,0
01601,PULSL,18,5,0
01602,PULSL,18,5,0
01603,PULSL,18,5,0
01604,PULSL,18,5,0
01605,PULSL,18,5,0
01606,PULSL,18,5,0
0161,PULSL,18,5,0
01610,PULSL,18,5,0
01611,PULSL,18,5,0
01612,PULSL,18,5,0
01613,PULSL,18,5,0
01614,PULSL,18,5,0
01615,PULSL,18,5,0
01616,PULSL,18,5,0
0162,PULSL,18,5,0
01620,PULSL,18,5,0
01621,PULSL,18,5,0
01622,PULSL,18,5,0
01623,PULSL,18,5,0
01624,PULSL,18,5,0
01625,PULSL,18,5,0
01626,PULSL,18,5,0
0163,PULSL,18,5,0
01630,PULSL,18,5,0
01631,PULSL,18,5,0
01632,PULSL,18,5,0
01633,PULSL,18,5,0
01634,PULSL,18,5,0
01635,PULSL,18,5,0
01636,PULSL,18,5,0
0164,PULSL,18,5,0
01640,PULSL,18,5,0
01641,PULSL,18,5,0
01642,PULSL,18,5,0
01643,PULSL,18,5,0
01644,PULSL,18,5,0
01645,PULSL,18,5,0
01646,PULSL,18,5,0
0165,PULSL,18,5,0
01650,PULSL,18,5,0
01651,PULSL,18,5,0
01652,PULSL,18,5,0
01653,PULSL,18,5,0
01654,PULSL,18,5,0
01655,PULSL,18,5,0
01656,PULSL,18,5,0
0166,PULSL,18,5,0
01660,PULSL,18,5,0
01661,PULSL,18,5,0
01662,PULSL,18,5,0
01663,PULSL,18,5,0
01664,PULSL,18,5,0
01665,PULSL,18,5,0
01666,PULSL,18,5,0
0167,PULSL,18,5,0
01670,PULSL,18,5,0
01671,PULSL,18,5,0
01672,PULSL,18,5,0
01673,PULSL,18,5,0
01674,PULSL,18,5,0
01675,PULSL,18,5,0
01676,PULSL,18,5,0
0169,PULSL,18,5,0
01690,PULSL,18,5,0
01691,PULSL,18,5,0
01692,PULSL,18,5,0
01693,PULSL,18,5,0
01694,PULSL,18,5,0
01695,PULSL,18,5,0
01696,PULSL,18,5,0
017,PULSL,18,5,0
0170,PULSL,18,5,0
01700,PULSL,18,5,0
01701,PULSL,18,5,0
01702,PULSL,18,5,0
01703,PULSL,18,5,0
01704,PULSL,18,5,0
01705,PULSL,18,5,0
01706,PULSL,18,5,0
0171,PULSL,18,5,0
01710,PULSL,18,5,0
01711,PULSL,18,5,0
01712,PULSL,18,5,0
01713,PULSL,18,5,0
01714,PULSL,18,5,0
01715,PULSL,18,5,0
01716,PULSL,18,5,0
0172,PULSL,18,5,0
01720,PULSL,18,5,0
01721,PULSL,18,5,0
01722,PULSL,18,5,0
01723,PULSL,18,5,0
01724,PULSL,18,5,0
01725,PULSL,18,5,0
01726,PULSL,18,5,0
0173,PULSL,18,5,0
01730,PULSL,18,5,0
01731,PULSL,18,5,0
01732,PULSL,18,5,0
01733,PULSL,18,5,0
01734,PULSL,18,5,0
01735,PULSL,18,5,0
01736,PULSL,18,5,0
0174,PULSL,18,5,0
01740,PULSL,18,5,0
01741,PULSL,18,5,0
01742,PULSL,18,5,0
01743,PULSL,18,5,0
01744,PULSL,18,5,0
01745,PULSL,18,5,0
01746,PULSL,18,5,0
0175,PULSL,18,5,0
01750,PULSL,18,5,0
01751,PULSL,18,5,0
01752,PULSL,18,5,0
01753,PULSL,18,5,0
01754,PULSL,18,5,0
01755,PULSL,18,5,0
01756,PULSL,18,5,0
0176,PULSL,18,5,0
01760,PULSL,18,5,0
01761,PULSL,18,5,0
01762,PULSL,18,5,0
01763,PULSL,18,5,0
01764,PULSL,18,5,0
01765,PULSL,18,5,0
01766,PULSL,18,5,0
0177,PULSL,18,5,0
01770,PULSL,18,5,0
01771,PULSL,18,5,0
01772,PULSL,18,5,0
01773,PULSL,18,5,0
01774,PULSL,18,5,0
01775,PULSL,18,5,0
01776,PULSL,18,5,0
0178,PULSL,18,5,0
01780,PULSL,18,5,0
01781,PULSL,18,5,0
01782,PULSL,18,5,0
01783,PULSL,18,5,0
01784,PULSL,18,5,0
01785,PULSL,18,5,0
01786,PULSL,18,5,0
0179,PULSL,18,5,0
01790,PULSL,18,5,0
01791,PULSL,18,5,0
01792,PULSL,18,5,0
01793,PULSL,18,5,0
01794,PULSL,18,5,0
01795,PULSL,18,5,0
01796,PULSL,18,5,0
018,PULSL,18,5,0
0180,PULSL,18,5,0
01800,PULSL,18,5,0
01801,PULSL,18,5,0
01802,PULSL,18,5,0
01803,PULSL,18,5,0
01804,PULSL,18,5,0
01805,PULSL,18,5,0
01806,PULSL,18,5,0
0188,PULSL,18,5,0
01880,PULSL,18,5,0
01881,PULSL,18,5,0
01882,PULSL,18,5,0
01883,PULSL,18,5,0
01884,PULSL,18,5,0
01885,PULSL,18,5,0
01886,PULSL,18,5,0
0189,PULSL,18,5,0
01890,PULSL,18,5,0
01891,PULSL,18,5,0
01892,PULSL,18,5,0
01893,PULSL,18,5,0
01894,PULSL,18,5,0
01895,PULSL,18,5,0
01896,PULSL,18,5,0
020,INFM,1,4,0
0200,INFM,1,4,0
0201,INFM,1,4,0
0202,INFM,1,4,0
0203,INFM,1,4,0
0204,INFM,1,4,0
0205,INFM,1,4,0
0208,INFM,1,4,0
0209,INFM,1,4,0
021,INFM,1,4,0
0210,INFM,1,4,0
0211,INFM,1,4,0
0212,INFM,1,4,0
0213,INFM,1,4,0
0218,INFM,1,4,0
0219,INFM,1,4,0
022,INFM,1,4,0
0220,INFM,1,4,0
0221,INFM,1,4,0
0222,INFM,1,4,0
0223,INFM,1,4,0
0228,INFM,1,4,0
0229,INFM,1,4,0
023,INFM,1,4,0
0230,INFM,1,4,0
0231,INFM,1,4,0
0232,INFM,1,4,0
0233,INFM,1,4,0
0238,INFM,1,4,0
0239,INFM,1,4,0
024,INFM,1,4,0
025,INFM,1,4,0
026,INFM,1,4,0
0260,INFM,1,4,0
0261,INFM,1,4,0
0269,INFM,1,4,0
027,INFM,1,4,0
0270,INFM,1,4,0
0271,INFM,1,4,0
0272,INFM,1,4,0
0278,INFM,1,4,0
0279,INFM,1,4,0
030,INFM,1,4,0
0300,INFM,1,4,0
0301,INFM,1,4,0
0302,INFM,1,4,0
0303,INFM,1,4,0
0308,INFM,1,4,0
0309,INFM,1,4,0
031,INFM,1,4,0
0310,INFM,1,4,0
0311,INFM,1,4,0
0312,AIDSH,1,1,0
0318,INFM,1,4,0
0319,INFM,1,4,0
032,INFSL,1,6,0
0320,INFSL,1,6,0
0321,INFSL,1,6,0
0322,INFSL,1,6,0
0323,INFSL,1,6,0
0328,INFSL,1,6,0
03281,INFSL,1,6,0
03282,INFSL,1,6,0
03283,INFSL,1,6,0
03284,INFSL,1,6,0
03285,INFSL,1,6,0
03289,INFSL,1,6,0
0329,INFSL,1,6,0
033,INFSL,1,6,0
0330,INFSL,1,6,0
0331,INFSL,1,6,0
0338,INFSL,1,6,0
0339,INFSL,1,6,0
034,INFSL,1,6,0
0340,INFSL,1,6,0
0341,INFSL,1,6,0
035,INFSL,1,6,0
036,INFSL,1,6,0
0360,INFSL,1,6,0
0361,INFSL,1,6,0
0362,INFSL,1,6,0
0363,INFSL,1,6,0
0364,INFSL,1,6,0
03640,INFSL,1,6,0
03641,INFSL,1,6,0
03642,INFSL,1,6,0
03643,INFSL,1,6,0
0368,INFSL,1,6,0
03681,INFSL,1,6,0
03682,INFSL,1,6,0
03689,INFSL,1,6,0
0369,INFSL,1,6,0
037,INFSL,1,6,0
038,INFM,1,4,0
0380,INFM,1,4,0
0381,INFM,1,4,0
03810,INFM,1,4,0
03811,INFM,1,4,0
03812,INFM,1,4,0
03819,INFM,1,4,0
0382,INFM,1,4,0
0383,INFM,1,4,0
0384,INFM,1,4,0
03840,INFM,1,4,0
03841,INFM,1,4,0
03842,INFM,1,4,0
03843,INFH,1,2,0
03844,INFM,1,4,0
03849,INFM,1,4,0
0388,INFM,1,4,0
0389,INFM,1,4,0
039,INFH,1,2,0
0390,INFH,1,2,0
0391,INFH,1,2,0
0392,INFH,1,2,0
0393,INFH,1,2,0
0394,INFH,1,2,0
0398,INFH,1,2,0
0399,INFH,1,2,0
040,INFH,1,2,0
0400,INFH,1,2,0
0401,INFH,1,2,0
0402,INFH,1,2,0
0403,INFH,1,2,0
0404,INFH,1,2,0
04041,INFL,1,5,0
04042,INFL,1,5,0
0408,INFH,1,2,0
04081,INFH,1,2,0
04082,INFL,1,5,0
04089,INFH,1,2,0
041,EXCL,0,0,0
0410,EXCL,0,0,0
04100,EXCL,0,0,0
04101,EXCL,0,0,0
04102,EXCL,0,0,0
04103,EXCL,0,0,0
04104,EXCL,0,0,0
04105,EXCL,0,0,0
04109,EXCL,0,0,0
0411,EXCL,0,0,0
04110,EXCL,0,0,0
04111,EXCL,0,0,0
04112,EXCL,0,0,0
04119,EXCL,0,0,0
0412,EXCL,0,0,0
0413,EXCL,0,0,0
0414,EXCL,0,0,0
04142,EXCL,0,0,0
04143,EXCL,0,0,0
04149,EXCL,0,0,0
0415,EXCL,0,0,0
0416,EXCL,0,0,0
0417,EXCL,0,0,0
0418,EXCL,0,0,0
04181,EXCL,0,0,0
04182,EXCL,0,0,0
04183,EXCL,0,0,0
04184,EXCL,0,0,0
04185,EXCL,0,0,0
04186,EXCL,0,0,0
04189,EXCL,0,0,0
0419,EXCL,0,0,0
042,AIDSH,1,1,0
0420,AIDSH,1,1,0
0421,AIDSH,1,1,0
0422,AIDSH,1,1,0
0429,AIDSH,1,1,0
043,AIDSH,1,1,0
0430,AIDSH,1,1,0
0431,AIDSH,1,1,0
0432,AIDSH,1,1,0
0433,AIDSH,1,1,0
0439,AIDSH,1,1,0
044,HIVM,1,3,0
0440,HIVM,1,3,0
0449,HIVM,1,3,0
045,INFL,1,5,0
0450,INFL,1,5,0
04500,INFL,1,5,0
04501,INFL,1,5,0
04502,INFL,1,5,0
04503,INFL,1,5,0
0451,INFL,1,5,0
04510,INFL,1,5,0
04511,INFL,1,5,0
04512,INFL,1,5,0
04513,INFL,1,5,0
0452,INFL,1,5,0
04520,INFL,1,5,0
04521,INFL,1,5,0
04522,INFL,1,5,0
04523,INFL,1,5,0
0459,INFL,1,5,0
04590,INFL,1,5,0
04591,INFL,1,5,0
04592,INFL,1,5,0
04593,INFL,1,5,0
046,INFL,1,5,0
0460,INFL,1,5,0
0461,INFL,1,5,0
04611,INFL,1,5,0
04619,INFL,1,5,0
0462,INFL,1,5,0
0463,AIDSH,1,1,0
04671,INFL,1,5,0
04672,INFL,1,5,0
04679,INFL,1,5,0
0468,INFL,1,5,0
0469,INFL,1,5,0
047,INFSL,1,6,0
0470,INFSL,1,6,0
0471,INFSL,1,6,0
0478,INFSL,1,6,0
0479,INFSL,1,6,0
048,INFSL,1,6,0
049,INFSL,1,6,0
0490,INFSL,1,6,0
0491,INFSL,1,6,0
0498,INFSL,1,6,0
0499,INFSL,1,6,0
050,INFSL,1,6,0
0500,INFSL,1,6,0
0501,INFSL,1,6,0
0502,INFSL,1,6,0
0509,INFSL,1,6,0
051,INFSL,1,6,0
0510,INFSL,1,6,0
05101,INFSL,1,6,0
05102,INFSL,1,6,0
0511,INFSL,1,6,0
0512,INFSL,1,6,0
0519,INFSL,1,6,0
052,INFSL,1,6,0
0520,INFSL,1,6,0
0521,INFSL,1,6,0
0522,INFSL,1,6,0
0527,INFSL,1,6,0
0528,INFSL,1,6,0
0529,INFSL,1,6,0
053,INFL,1,5,0
0530,INFL,1,5,0
0531,INFL,1,5,0
05310,INFL,1,5,0
05311,INFL,1,5,0
05312,INFL,1,5,0
05313,INFL,1,5,0
05314,INFL,1,5,0
05319,INFL,1,5,0
0532,INFL,1,5,0
05320,INFL,1,5,0
05321,INFL,1,5,0
05322,INFL,1,5,0
05329,INFL,1,5,0
0537,INFL,1,5,0
05371,INFL,1,5,0
05379,INFL,1,5,0
0538,INFL,1,5,0
0539,INFL,1,5,0
054,INFSL,1,6,0
0540,INFSL,1,6,0
0541,INFSL,1,6,0
05410,INFSL,1,6,0
05411,INFSL,1,6,0
05412,INFSL,1,6,0
05413,INFSL,1,6,0
05419,INFSL,1,6,0
0542,INFSL,1,6,0
0543,INFSL,1,6,0
0544,INFSL,1,6,0
05440,INFSL,1,6,0
05441,INFSL,1,6,0
05442,INFSL,1,6,0
05443,INFSL,1,6,0
05444,INFSL,1,6,0
05449,INFSL,1,6,0
0545,INFSL,1,6,0
0546,INFSL,1,6,0
0547,INFSL,1,6,0
05471,INFSL,1,6,0
05472,INFSL,1,6,0
05473,INFSL,1,6,0
05474,INFSL,1,6,0
05479,INFSL,1,6,0
0548,INFSL,1,6,0
0549,INFSL,1,6,0
055,INFSL,1,6,0
0550,INFSL,1,6,0
0551,INFSL,1,6,0
0552,INFSL,1,6,0
0557,INFSL,1,6,0
05571,INFSL,1,6,0
05579,INFSL,1,6,0
0558,INFSL,1,6,0
0559,INFSL,1,6,0
056,INFSL,1,6,0
0560,INFSL,1,6,0
05600,INFSL,1,6,0
05601,INFSL,1,6,0
05609,INFSL,1,6,0
0567,INFSL,1,6,0
05671,INFSL,1,6,0
05679,INFSL,1,6,0
0568,INFSL,1,6,0
0569,INFSL,1,6,0
057,INFSL,1,6,0
0570,INFSL,1,6,0
0578,INFSL,1,6,0
0579,INFSL,1,6,0
05810,INFSL,1,6,0
05811,INFSL,1,6,0
05812,INFSL,1,6,0
05821,INFH,1,2,0
05829,INFH,1,2,0
05881,INFSL,1,6,0
05882,INFSL,1,6,0
05889,INFSL,1,6,0
05900,INFSL,1,6,0
05901,INFSL,1,6,0
05909,INFSL,1,6,0
05910,INFSL,1,6,0
05911,INFSL,1,6,0
05912,INFSL,1,6,0
05919,INFSL,1,6,0
05920,INFSL,1,6,0
05921,INFSL,1,6,0
05922,INFSL,1,6,0
0598,INFSL,1,6,0
0599,INFSL,1,6,0
060,INFSL,1,6,0
0600,INFSL,1,6,0
0601,INFSL,1,6,0
0609,INFSL,1,6,0
061,INFSL,1,6,0
062,INFSL,1,6,0
0620,INFSL,1,6,0
0621,INFSL,1,6,0
0622,INFSL,1,6,0
0623,INFSL,1,6,0
0624,INFSL,1,6,0
0625,INFSL,1,6,0
0628,INFSL,1,6,0
0629,INFSL,1,6,0
063,INFSL,1,6,0
0630,INFSL,1,6,0
0631,INFSL,1,6,0
0632,INFSL,1,6,0
0638,INFSL,1,6,0
0639,INFSL,1,6,0
064,INFSL,1,6,0
065,INFSL,1,6,0
0650,INFSL,1,6,0
0651,INFSL,1,6,0
0652,INFSL,1,6,0
0653,INFSL,1,6,0
0654,INFSL,1,6,0
0658,INFSL,1,6,0
0659,INFSL,1,6,0
066,INFSL,1,6,0
0660,INFSL,1,6,0
0661,INFSL,1,6,0
0662,INFSL,1,6,0
0663,INFSL,1,6,0
0664,INFSL,1,6,0
06640,INFSL,1,6,0
06641,INFSL,1,6,0
06642,INFSL,1,6,0
06649,INFSL,1,6,0
0668,INFSL,1,6,0
0669,INFSL,1,6,0
070,INFL,1,5,0
0700,INFL,1,5,0
0701,INFL,1,5,0
0702,INFL,1,5,0
07020,INFL,1,5,0
07021,INFL,1,5,0
07022,INFL,1,5,0
07023,INFL,1,5,0
0703,INFL,1,5,0
07030,INFL,1,5,0
07031,INFL,1,5,0
07032,INFL,1,5,0
07033,INFL,1,5,0
0704,INFL,1,5,0
07041,INFL,1,5,0
07042,INFL,1,5,0
07043,INFL,1,5,0
07044,INFL,1,5,0
07049,INFL,1,5,0
0705,INFL,1,5,0
07051,INFL,1,5,0
07052,INFL,1,5,0
07053,INFL,1,5,0
07054,INFL,1,5,0
07059,INFL,1,5,0
0706,INFL,1,5,0
0707,INFL,1,5,0
07070,INFL,1,5,0
07071,INFL,1,5,0
0709,INFL,1,5,0
071,INFSL,1,6,0
072,INFSL,1,6,0
0720,INFSL,1,6,0
0721,INFSL,1,6,0
0722,INFSL,1,6,0
0723,INFSL,1,6,0
0727,INFSL,1,6,0
07271,INFSL,1,6,0
07272,INFSL,1,6,0
07279,INFSL,1,6,0
0728,INFSL,1,6,0
0729,INFSL,1,6,0
073,INFSL,1,6,0
0730,INFSL,1,6,0
0737,INFSL,1,6,0
0738,INFSL,1,6,0
0739,INFSL,1,6,0
074,INFSL,1,6,0
0740,INFSL,1,6,0
0741,INFSL,1,6,0
0742,INFSL,1,6,0
07420,INFSL,1,6,0
07421,INFSL,1,6,0
07422,INFSL,1,6,0
07423,INFSL,1,6,0
0743,INFSL,1,6,0
0748,INFSL,1,6,0
075,INFSL,1,6,0
076,INFSL,1,6,0
0760,INFSL,1,6,0
0761,INFSL,1,6,0
0769,INFSL,1,6,0
077,INFSL,1,6,0
0770,INFSL,1,6,0
0771,INFSL,1,6,0
0772,INFSL,1,6,0
0773,INFSL,1,6,0
0774,INFSL,1,6,0
0778,INFSL,1,6,0
