val,label,level,level_order,adult
2723,METSL,14,4,1
2724,METSL,14,4,1
2725,METSL,14,4,1
2726,METSL,14,4,1
2727,METH,14,1,1
2728,METSL,14,4,1
2729,METSL,14,4,1
273,METSL,14,4,1
2730,METSL,14,4,1
2731,METSL,14,4,1
2732,METSL,14,4,1
2733,METSL,14,4,1
2734,METSL,14,4,1
2738,METSL,14,4,1
2739,METSL,14,4,1
274,METVL,14,3,1
2740,METVL,14,3,1
27400,METVL,14,3,1
27401,METVL,14,3,1
27402,METVL,14,3,1
27403,METVL,14,3,1
2741,METVL,14,3,1
27410,METVL,14,3,1
27411,METVL,14,3,1
27419,METVL,14,3,1
2748,METVL,14,3,1
27481,METVL,14,3,1
27482,METVL,14,3,1
27489,METVL,14,3,1
2749,METVL,14,3,1
275,METNWD,14,5,1
2750,METH,14,1,1
27501,METH,14,1,1
27502,METH,14,1,1
27503,METH,14,1,1
