start_index,end_index,code
0,2,290
0,2,293
0,2,294
0,2,295
0,2,296
0,2,297
0,2,298
0,2,299
0,2,300
0,2,301
0,2,302
0,2,306
0,2,307
0,2,308
0,2,309
0,2,310
0,2,311
0,2,312
0,2,313
0,2,314
0,2,315
0,2,316
0,2,317
0,2,318
0,2,319
0,2,E95
0,3,6484
0,3,V110
0,3,V111
0,3,V112
0,3,V114
0,3,V115
0,3,V116
0,3,V117
0,3,V118
0,3,V119
0,3,V710
0,3,V790
